debs$start:INTEGER(64 bits),debs$end:INTEGER(64 bits),debs$sid:INTEGER(64 bits),debs$absolute_v:INTEGER(64 bits),timestamp
1700491061000,1700491062000,63,15730573,1700491062130
1700491062000,1700491063000,54,25313621,1700491063068
1700491062000,1700491063000,47,13388485,1700491063069
1700491062000,1700491063000,24,36113291,1700491063069
1700491062000,1700491063000,63,15653529,1700491063075
1700491062000,1700491063000,13,22422334,1700491063140
1700491062000,1700491063000,100,21899663,1700491063140
1700491063000,1700491064000,13,22294935,1700491064087
1700491063000,1700491064000,100,18606223,1700491064087
1700491063000,1700491064000,54,51523568,1700491064129
1700491063000,1700491064000,47,26776172,1700491064130
1700491063000,1700491064000,63,16010220,1700491064130
1700491063000,1700491064000,24,30778271,1700491064130
1700491064000,1700491065000,100,21860757,1700491065038
1700491064000,1700491065000,54,21632768,1700491065078
1700491064000,1700491065000,47,18302497,1700491065079
1700491064000,1700491065000,63,17319709,1700491065079
1700491064000,1700491065000,24,26328560,1700491065079
1700491064000,1700491065000,13,23979998,1700491065144
1700491065000,1700491066000,13,18440729,1700491066096
1700491065000,1700491066000,100,17144327,1700491066097
1700491065000,1700491066000,47,21871048,1700491066129
1700491065000,1700491066000,54,33081305,1700491066130
1700491065000,1700491066000,63,40992309,1700491066130
1700491065000,1700491066000,24,25140378,1700491066130
1700491066000,1700491067000,100,15752098,1700491067043
1700491066000,1700491067000,47,44097542,1700491067052
1700491066000,1700491067000,54,17890471,1700491067083
1700491066000,1700491067000,24,24540928,1700491067084
1700491066000,1700491067000,63,14782392,1700491067084
1700491066000,1700491067000,13,18060817,1700491067148
1700491067000,1700491068000,13,21489794,1700491068095
1700491067000,1700491068000,100,23272979,1700491068096
1700491067000,1700491068000,47,29750375,1700491068130
1700491067000,1700491068000,54,21096561,1700491068130
1700491067000,1700491068000,24,30568447,1700491068130
1700491067000,1700491068000,63,16230201,1700491068137
1700491068000,1700491069000,100,13555963,1700491069044
1700491068000,1700491069000,47,43498019,1700491069075
1700491068000,1700491069000,54,16625732,1700491069076
1700491068000,1700491069000,24,24574012,1700491069076
1700491068000,1700491069000,63,12466824,1700491069090
1700491068000,1700491069000,13,19875312,1700491069151
1700491069000,1700491070000,13,20731760,1700491070074
1700491069000,1700491070000,100,22428042,1700491070106
1700491069000,1700491070000,47,27083969,1700491070134
1700491069000,1700491070000,54,18930573,1700491070134
1700491069000,1700491070000,24,24917010,1700491070134
1700491069000,1700491070000,63,21077003,1700491070139
1700491070000,1700491071000,100,33018036,1700491071058
1700491070000,1700491071000,47,42588123,1700491071082
1700491070000,1700491071000,24,32781195,1700491071082
1700491070000,1700491071000,54,24895383,1700491071083
1700491070000,1700491071000,63,12189018,1700491071090
1700491070000,1700491071000,13,38502985,1700491071132
1700491071000,1700491072000,63,14568485,1700491072043
1700491071000,1700491072000,13,37282934,1700491072081
1700491071000,1700491072000,47,42556239,1700491072112
1700491071000,1700491072000,100,49186166,1700491072112
1700491071000,1700491072000,54,25522467,1700491072135
1700491071000,1700491072000,24,28373491,1700491072135
1700491072000,1700491073000,100,78714909,1700491073068
1700491072000,1700491073000,47,28717133,1700491073080
1700491072000,1700491073000,54,27324858,1700491073081
1700491072000,1700491073000,24,24887651,1700491073081
1700491072000,1700491073000,63,18636418,1700491073088
1700491072000,1700491073000,13,34561607,1700491073131
1700491073000,1700491074000,13,18870031,1700491074085
1700491073000,1700491074000,100,48266631,1700491074126
1700491073000,1700491074000,47,19952128,1700491074137
1700491073000,1700491074000,54,23537204,1700491074137
1700491073000,1700491074000,63,13280576,1700491074138
1700491073000,1700491074000,24,23995260,1700491074138
1700491074000,1700491075000,100,50794200,1700491075074
1700491074000,1700491075000,47,43397237,1700491075082
1700491074000,1700491075000,54,21581500,1700491075083
1700491074000,1700491075000,24,30441809,1700491075083
1700491074000,1700491075000,63,17166562,1700491075087
1700491074000,1700491075000,13,26831709,1700491075138
1700491075000,1700491076000,13,28493777,1700491076084
1700491075000,1700491076000,100,40181955,1700491076135
1700491075000,1700491076000,47,11925257,1700491076142
1700491075000,1700491076000,54,26699974,1700491076143
1700491075000,1700491076000,63,15099603,1700491076143
1700491075000,1700491076000,24,23669524,1700491076143
1700491076000,1700491077000,13,18709305,1700491077036
1700491076000,1700491077000,54,21434739,1700491077089
1700491076000,1700491077000,47,9567765,1700491077089
1700491076000,1700491077000,24,26127652,1700491077089
1700491076000,1700491077000,63,12968753,1700491077090
1700491076000,1700491077000,100,60095387,1700491077090
1700491077000,1700491078000,100,64545067,1700491078040
1700491077000,1700491078000,63,13426319,1700491078043
1700491077000,1700491078000,13,25179246,1700491078085
1700491077000,1700491078000,54,36325851,1700491078145
1700491077000,1700491078000,47,11737685,1700491078146
1700491077000,1700491078000,24,20645896,1700491078146
1700491078000,1700491079000,13,35051758,1700491079045
1700491078000,1700491079000,47,8220305,1700491079100
1700491078000,1700491079000,54,16808454,1700491079101
1700491078000,1700491079000,24,24489969,1700491079101
1700491078000,1700491079000,63,17833622,1700491079101
1700491078000,1700491079000,100,75101106,1700491079101
1700491079000,1700491080000,24,25338851,1700491080051
1700491079000,1700491080000,63,14447316,1700491080051
1700491079000,1700491080000,100,62594371,1700491080052
1700491079000,1700491080000,13,23319893,1700491080099
1700491079000,1700491080000,47,11929723,1700491080159
1700491079000,1700491080000,54,29256524,1700491080159
1700491080000,1700491081000,13,19505400,1700491081052
1700491080000,1700491081000,47,10692071,1700491081104
1700491080000,1700491081000,54,23131298,1700491081105
1700491080000,1700491081000,24,30757903,1700491081105
1700491080000,1700491081000,63,15942925,1700491081105
1700491080000,1700491081000,100,31175503,1700491081106
1700491081000,1700491082000,24,23574286,1700491082065
1700491081000,1700491082000,63,16124319,1700491082065
1700491081000,1700491082000,100,20463019,1700491082065
1700491081000,1700491082000,13,25850066,1700491082108
1700491081000,1700491082000,47,10341648,1700491082171
1700491081000,1700491082000,54,29884394,1700491082172
1700491082000,1700491083000,13,28023870,1700491083053
1700491082000,1700491083000,47,10599278,1700491083074
1700491082000,1700491083000,54,15540732,1700491083124
1700491082000,1700491083000,24,23262420,1700491083125
1700491082000,1700491083000,63,18196546,1700491083125
1700491082000,1700491083000,100,18781647,1700491083125
1700491083000,1700491084000,54,22995156,1700491084072
1700491083000,1700491084000,24,17577382,1700491084072
1700491083000,1700491084000,63,15148785,1700491084072
1700491083000,1700491084000,100,14718404,1700491084073
1700491083000,1700491084000,13,34891962,1700491084103
1700491083000,1700491084000,47,14538794,1700491084178
1700491084000,1700491085000,13,16939455,1700491085054
1700491084000,1700491085000,47,11072129,1700491085126
1700491084000,1700491085000,24,21114101,1700491085126
1700491084000,1700491085000,54,27907228,1700491085126
1700491084000,1700491085000,63,15361940,1700491085126
1700491084000,1700491085000,100,24127435,1700491085127
1700491085000,1700491086000,54,81372505,1700491086079
1700491085000,1700491086000,24,19141040,1700491086079
1700491085000,1700491086000,63,16859941,1700491086079
1700491085000,1700491086000,100,22978495,1700491086079
1700491085000,1700491086000,13,28710933,1700491086105
1700491085000,1700491086000,47,16377763,1700491086183
1700491086000,1700491087000,100,21122844,1700491087033
1700491086000,1700491087000,13,28088953,1700491087058
1700491086000,1700491087000,47,12795956,1700491087110
1700491086000,1700491087000,54,33576976,1700491087111
1700491086000,1700491087000,24,27183498,1700491087111
1700491086000,1700491087000,63,16565238,1700491087111
1700491087000,1700491088000,54,49365593,1700491088062
1700491087000,1700491088000,63,11490587,1700491088062
1700491087000,1700491088000,24,15851279,1700491088063
1700491087000,1700491088000,100,15621524,1700491088096
1700491087000,1700491088000,13,23069799,1700491088120
1700491087000,1700491088000,47,17650592,1700491088169
1700491088000,1700491089000,100,16493358,1700491089053
1700491088000,1700491089000,13,16655095,1700491089061
1700491088000,1700491089000,47,30825760,1700491089092
1700491088000,1700491089000,54,23211404,1700491089122
1700491088000,1700491089000,63,14881687,1700491089122
1700491088000,1700491089000,24,20601631,1700491089122
1700491089000,1700491090000,47,26745734,1700491090070
1700491089000,1700491090000,54,19254866,1700491090070
1700491089000,1700491090000,63,15231605,1700491090070
1700491089000,1700491090000,24,26317663,1700491090070
1700491089000,1700491090000,100,30167544,1700491090105
1700491089000,1700491090000,13,17534922,1700491090112
1700491090000,1700491091000,100,31943508,1700491091049
1700491090000,1700491091000,13,22265508,1700491091065
1700491090000,1700491091000,47,18605586,1700491091118
1700491090000,1700491091000,54,40404399,1700491091119
1700491090000,1700491091000,63,17272164,1700491091119
1700491090000,1700491091000,24,35286388,1700491091119
1700491091000,1700491092000,47,13792309,1700491092043
1700491091000,1700491092000,54,42589468,1700491092100
1700491091000,1700491092000,63,17401727,1700491092100
1700491091000,1700491092000,24,22876958,1700491092100
1700491091000,1700491092000,100,37633836,1700491092101
1700491091000,1700491092000,13,25234228,1700491092116
1700491092000,1700491093000,100,33709622,1700491093049
1700491092000,1700491093000,13,28971781,1700491093062
1700491092000,1700491093000,47,35919599,1700491093119
1700491092000,1700491093000,63,23174574,1700491093120
1700491092000,1700491093000,54,19642602,1700491093120
1700491092000,1700491093000,24,31366763,1700491093120
1700491093000,1700491094000,47,15425394,1700491094066
1700491093000,1700491094000,63,17352631,1700491094067
1700491093000,1700491094000,54,25685788,1700491094067
1700491093000,1700491094000,24,43809595,1700491094067
1700491093000,1700491094000,100,23240985,1700491094101
1700491093000,1700491094000,13,20359522,1700491094117
1700491094000,1700491095000,100,19929898,1700491095054
1700491094000,1700491095000,13,46854660,1700491095062
1700491094000,1700491095000,47,27750708,1700491095124
1700491094000,1700491095000,63,32507155,1700491095125
1700491094000,1700491095000,54,31248814,1700491095125
1700491094000,1700491095000,24,37400968,1700491095125
1700491095000,1700491096000,47,18961808,1700491096073
1700491095000,1700491096000,63,65356065,1700491096073
1700491095000,1700491096000,54,19356590,1700491096073
1700491095000,1700491096000,24,32025241,1700491096073
1700491095000,1700491096000,100,23776188,1700491096103
1700491095000,1700491096000,13,23121528,1700491096108
1700491096000,1700491097000,100,20551164,1700491097051
1700491096000,1700491097000,13,18752525,1700491097057
1700491096000,1700491097000,47,18866028,1700491097123
1700491096000,1700491097000,63,102883259,1700491097123
1700491096000,1700491097000,54,18932694,1700491097123
1700491096000,1700491097000,24,25958406,1700491097124
1700491097000,1700491098000,47,15495942,1700491098069
1700491097000,1700491098000,54,15848039,1700491098069
1700491097000,1700491098000,63,53841540,1700491098070
1700491097000,1700491098000,24,27955396,1700491098070
1700491097000,1700491098000,100,23263110,1700491098104
1700491097000,1700491098000,13,42079334,1700491098114
1700491098000,1700491099000,100,18068175,1700491099057
1700491098000,1700491099000,13,20830895,1700491099065
1700491098000,1700491099000,47,14408364,1700491099098
1700491098000,1700491099000,54,21997685,1700491099133
1700491098000,1700491099000,63,85893927,1700491099133
1700491098000,1700491099000,24,30147071,1700491099133
1700491099000,1700491100000,47,11137525,1700491100050
1700491099000,1700491100000,54,23355975,1700491100053
1700491099000,1700491100000,63,30616600,1700491100116
1700491099000,1700491100000,24,28390779,1700491100116
1700491099000,1700491100000,100,24744192,1700491100116
1700491099000,1700491100000,13,42085081,1700491100122
1700491100000,1700491101000,24,27781962,1700491101069
1700491100000,1700491101000,100,20005363,1700491101070
1700491100000,1700491101000,13,24824437,1700491101080
1700491100000,1700491101000,47,11253296,1700491101097
1700491100000,1700491101000,63,31521746,1700491101114
1700491100000,1700491101000,54,63913985,1700491101115
1700491101000,1700491102000,47,12552981,1700491102049
1700491101000,1700491102000,54,23026692,1700491102053
1700491101000,1700491102000,63,13842885,1700491102056
1700491101000,1700491102000,24,24121556,1700491102120
1700491101000,1700491102000,100,19913701,1700491102120
1700491101000,1700491102000,13,34132594,1700491102131
1700491102000,1700491103000,100,18831785,1700491103077
1700491102000,1700491103000,24,25039699,1700491103077
1700491102000,1700491103000,13,30076674,1700491103078
1700491102000,1700491103000,47,13633503,1700491103098
1700491102000,1700491103000,63,18795519,1700491103108
1700491102000,1700491103000,54,31760151,1700491103108
1700491103000,1700491104000,47,14162643,1700491104047
1700491103000,1700491104000,54,37879751,1700491104058
1700491103000,1700491104000,63,16190603,1700491104058
1700491103000,1700491104000,100,23701874,1700491104132
1700491103000,1700491104000,24,29676486,1700491104133
1700491103000,1700491104000,13,23135638,1700491104133
1700491104000,1700491105000,24,27099286,1700491105092
1700491104000,1700491105000,13,20199936,1700491105092
1700491104000,1700491105000,100,17264238,1700491105092
1700491104000,1700491105000,47,14576837,1700491105095
1700491104000,1700491105000,54,64574908,1700491105113
1700491104000,1700491105000,63,18094010,1700491105113
1700491105000,1700491106000,100,17991864,1700491106039
1700491105000,1700491106000,13,20262116,1700491106045
1700491105000,1700491106000,47,16138941,1700491106050
1700491105000,1700491106000,54,22313847,1700491106057
1700491105000,1700491106000,63,16169880,1700491106062
1700491105000,1700491106000,24,24687791,1700491106150
1700491106000,1700491107000,24,27668017,1700491107070
1700491106000,1700491107000,47,13151562,1700491107104
1700491106000,1700491107000,13,38101058,1700491107105
1700491106000,1700491107000,100,21161357,1700491107105
1700491106000,1700491107000,54,27196290,1700491107113
1700491106000,1700491107000,63,16147130,1700491107118
1700491107000,1700491108000,100,20060623,1700491108054
1700491107000,1700491108000,47,15263599,1700491108061
1700491107000,1700491108000,13,36048021,1700491108061
1700491107000,1700491108000,54,25054313,1700491108066
1700491107000,1700491108000,63,10979891,1700491108075
1700491107000,1700491108000,24,22326500,1700491108162
1700491108000,1700491109000,24,20095501,1700491109077
1700491108000,1700491109000,47,15293537,1700491109117
1700491108000,1700491109000,13,27578435,1700491109117
1700491108000,1700491109000,100,28440402,1700491109118
1700491108000,1700491109000,54,69760493,1700491109121
1700491108000,1700491109000,63,15755810,1700491109129
1700491109000,1700491110000,47,14089414,1700491110074
1700491109000,1700491110000,13,22013901,1700491110074
1700491109000,1700491110000,54,73300069,1700491110074
1700491109000,1700491110000,100,40474571,1700491110075
1700491109000,1700491110000,63,19257900,1700491110075
1700491109000,1700491110000,24,25177531,1700491110136
1700491110000,1700491111000,24,29766546,1700491111087
1700491110000,1700491111000,47,14356464,1700491111131
1700491110000,1700491111000,13,30250457,1700491111131
1700491110000,1700491111000,63,40011368,1700491111131
1700491110000,1700491111000,54,146065615,1700491111132
1700491110000,1700491111000,100,83481466,1700491111132
1700491111000,1700491112000,47,22038968,1700491112043
1700491111000,1700491112000,13,23171342,1700491112082
1700491111000,1700491112000,63,100159555,1700491112082
1700491111000,1700491112000,54,202375091,1700491112082
1700491111000,1700491112000,100,70199839,1700491112083
1700491111000,1700491112000,24,31258523,1700491112142
1700491112000,1700491113000,100,82698286,1700491113041
1700491112000,1700491113000,47,25778397,1700491113089
1700491112000,1700491113000,24,37842806,1700491113090
1700491112000,1700491113000,63,209924082,1700491113148
1700491112000,1700491113000,54,178924407,1700491113148
1700491112000,1700491113000,13,28629973,1700491113148
1700491113000,1700491114000,47,161520992,1700491114035
1700491113000,1700491114000,63,169143358,1700491114097
1700491113000,1700491114000,54,178833248,1700491114097
1700491113000,1700491114000,13,24373645,1700491114097
1700491113000,1700491114000,100,71873162,1700491114097
1700491113000,1700491114000,24,122139651,1700491114139
1700491114000,1700491115000,100,69772896,1700491115046
1700491114000,1700491115000,47,45008186,1700491115093
1700491114000,1700491115000,24,91652819,1700491115094
1700491114000,1700491115000,63,158297882,1700491115155
1700491114000,1700491115000,54,207809237,1700491115156
1700491114000,1700491115000,13,37596941,1700491115156
1700491115000,1700491116000,24,141709830,1700491116046
1700491115000,1700491116000,63,168797649,1700491116105
1700491115000,1700491116000,54,128043805,1700491116105
1700491115000,1700491116000,13,28808445,1700491116106
1700491115000,1700491116000,100,30363678,1700491116106
1700491115000,1700491116000,47,188401965,1700491116151
1700491116000,1700491117000,100,97202931,1700491117048
1700491116000,1700491117000,47,109634871,1700491117103
1700491116000,1700491117000,24,164674332,1700491117104
1700491116000,1700491117000,63,49175245,1700491117156
1700491116000,1700491117000,54,67526830,1700491117156
1700491116000,1700491117000,13,149882246,1700491117157
1700491117000,1700491118000,24,146651200,1700491118062
1700491117000,1700491118000,54,118670204,1700491118111
1700491117000,1700491118000,63,36644518,1700491118111
1700491117000,1700491118000,13,139165838,1700491118112
1700491117000,1700491118000,100,54371833,1700491118112
1700491117000,1700491118000,47,154061850,1700491118131
1700491118000,1700491119000,100,67408267,1700491119064
1700491118000,1700491119000,47,192697766,1700491119072
1700491118000,1700491119000,54,59096427,1700491119170
1700491118000,1700491119000,24,117804797,1700491119170
1700491118000,1700491119000,63,52984283,1700491119170
1700491118000,1700491119000,13,258712960,1700491119171
1700491119000,1700491120000,54,24998781,1700491120084
1700491119000,1700491120000,24,213063895,1700491120084
1700491119000,1700491120000,63,52283385,1700491120085
1700491119000,1700491120000,13,258365641,1700491120085
1700491119000,1700491120000,47,68861689,1700491120125
1700491119000,1700491120000,100,83236489,1700491120125
1700491120000,1700491121000,47,63354025,1700491121080
1700491120000,1700491121000,100,74731509,1700491121081
1700491120000,1700491121000,54,110661771,1700491121140
1700491120000,1700491121000,63,59646634,1700491121140
1700491120000,1700491121000,24,164428550,1700491121140
1700491120000,1700491121000,13,136153974,1700491121140
1700491121000,1700491122000,13,148364834,1700491122092
1700491121000,1700491122000,54,54606200,1700491122093
1700491121000,1700491122000,63,23148679,1700491122093
1700491121000,1700491122000,24,50574128,1700491122093
1700491121000,1700491122000,47,28212594,1700491122131
1700491121000,1700491122000,100,80229116,1700491122132
1700491122000,1700491123000,13,104036590,1700491123044
1700491122000,1700491123000,24,53439300,1700491123045
1700491122000,1700491123000,47,81806973,1700491123088
1700491122000,1700491123000,100,54550168,1700491123089
1700491122000,1700491123000,63,52268319,1700491123153
1700491122000,1700491123000,54,32925587,1700491123153
1700491123000,1700491124000,13,84092951,1700491124102
1700491123000,1700491124000,63,19244871,1700491124108
1700491123000,1700491124000,54,137699719,1700491124108
1700491123000,1700491124000,24,45787632,1700491124109
1700491123000,1700491124000,47,91307396,1700491124142
1700491123000,1700491124000,100,61518588,1700491124142
1700491124000,1700491125000,13,30208607,1700491125056
1700491124000,1700491125000,24,22966431,1700491125060
1700491124000,1700491125000,54,84216728,1700491125071
1700491124000,1700491125000,47,16209162,1700491125071
1700491124000,1700491125000,100,52033338,1700491125099
1700491124000,1700491125000,63,17750613,1700491125169
1700491125000,1700491126000,100,32078190,1700491126055
1700491125000,1700491126000,63,15623141,1700491126088
1700491125000,1700491126000,54,188424253,1700491126088
1700491125000,1700491126000,24,32829194,1700491126118
1700491125000,1700491126000,47,18027551,1700491126119
1700491125000,1700491126000,13,31039464,1700491126119
1700491126000,1700491127000,13,46889655,1700491127067
1700491126000,1700491127000,24,37371112,1700491127068
1700491126000,1700491127000,47,54305108,1700491127070
1700491126000,1700491127000,100,86109321,1700491127119
1700491126000,1700491127000,63,32370935,1700491127136
1700491126000,1700491127000,54,96944254,1700491127136
1700491127000,1700491128000,100,93030939,1700491128076
1700491127000,1700491128000,63,104558779,1700491128081
1700491127000,1700491128000,54,20650543,1700491128081
1700491127000,1700491128000,24,99890268,1700491128124
1700491127000,1700491128000,47,34751986,1700491128124
1700491127000,1700491128000,13,35918098,1700491128125
1700491128000,1700491129000,13,49209974,1700491129074
1700491128000,1700491129000,47,30297031,1700491129083
1700491128000,1700491129000,24,248967243,1700491129083
1700491128000,1700491129000,100,77945763,1700491129132
1700491128000,1700491129000,63,39714798,1700491129137
1700491128000,1700491129000,54,22942004,1700491129137
1700491129000,1700491130000,100,119565714,1700491130080
1700491129000,1700491130000,63,23505202,1700491130085
1700491129000,1700491130000,54,29897587,1700491130085
1700491129000,1700491130000,13,56285913,1700491130124
1700491129000,1700491130000,47,95260944,1700491130144
1700491129000,1700491130000,24,151441245,1700491130144
1700491130000,1700491131000,13,40138982,1700491131081
1700491130000,1700491131000,47,38192943,1700491131083
1700491130000,1700491131000,24,56648514,1700491131083
1700491130000,1700491131000,63,24222808,1700491131138
1700491130000,1700491131000,54,108575653,1700491131139
1700491130000,1700491131000,100,70954402,1700491131139
1700491131000,1700491132000,63,24725280,1700491132085
1700491131000,1700491132000,54,104820283,1700491132085
1700491131000,1700491132000,100,64481967,1700491132086
1700491131000,1700491132000,47,38469176,1700491132139
1700491131000,1700491132000,24,20646314,1700491132140
1700491131000,1700491132000,13,29932074,1700491132140
1700491132000,1700491133000,13,25391458,1700491133079
1700491132000,1700491133000,47,74154633,1700491133080
1700491132000,1700491133000,24,46640793,1700491133080
1700491132000,1700491133000,63,37796880,1700491133136
1700491132000,1700491133000,54,121955199,1700491133136
1700491132000,1700491133000,100,60256809,1700491133136
1700491133000,1700491134000,24,42709700,1700491134041
1700491133000,1700491134000,63,29358559,1700491134088
1700491133000,1700491134000,54,44116201,1700491134088
1700491133000,1700491134000,100,54981196,1700491134089
1700491133000,1700491134000,47,57312511,1700491134135
1700491133000,1700491134000,13,23494777,1700491134135
1700491134000,1700491135000,100,27654832,1700491135042
1700491134000,1700491135000,13,19492193,1700491135077
1700491134000,1700491135000,47,74930067,1700491135091
1700491134000,1700491135000,24,178403061,1700491135091
1700491134000,1700491135000,63,25467229,1700491135147
1700491134000,1700491135000,54,104698144,1700491135148
1700491135000,1700491136000,13,21027947,1700491136042
1700491135000,1700491136000,24,49762492,1700491136047
1700491135000,1700491136000,63,18711334,1700491136100
1700491135000,1700491136000,54,81903838,1700491136100
1700491135000,1700491136000,100,28762298,1700491136100
1700491135000,1700491136000,47,32919695,1700491136147
1700491136000,1700491137000,100,25634424,1700491137053
1700491136000,1700491137000,47,60283065,1700491137095
1700491136000,1700491137000,24,125980964,1700491137095
1700491136000,1700491137000,13,25655895,1700491137096
1700491136000,1700491137000,63,19952783,1700491137125
1700491136000,1700491137000,54,82909892,1700491137125
1700491137000,1700491138000,13,38565497,1700491138049
1700491137000,1700491138000,24,33792125,1700491138049
1700491137000,1700491138000,63,15192338,1700491138073
1700491137000,1700491138000,54,57700004,1700491138073
1700491137000,1700491138000,100,102187909,1700491138111
1700491137000,1700491138000,47,82044373,1700491138155
1700491138000,1700491139000,100,101859970,1700491139071
1700491138000,1700491139000,13,36323651,1700491139090
1700491138000,1700491139000,47,23193998,1700491139105
1700491138000,1700491139000,24,102188469,1700491139105
1700491138000,1700491139000,63,19242016,1700491139121
1700491138000,1700491139000,54,35256997,1700491139121
1700491139000,1700491140000,13,30896145,1700491140048
1700491139000,1700491140000,24,43823832,1700491140061
1700491139000,1700491140000,63,16776964,1700491140070
1700491139000,1700491140000,54,30809042,1700491140070
1700491139000,1700491140000,100,41091356,1700491140132
1700491139000,1700491140000,47,57645356,1700491140151
1700491140000,1700491141000,100,88174726,1700491141087
