debs$start:INTEGER(64 bits),debs$end:INTEGER(64 bits),debs$sid:INTEGER(16 bits),debs$absolute_v:INTEGER(64 bits),debs$absolute_a:INTEGER(64 bits),timestamp
10639000,10640000,98,1699364014185,1826389,1699363989070
10639000,10640000,74,1699364014585,1199554,1699363989070
10639000,10640000,47,1699364014586,1227432,1699363989070
10639000,10640000,24,1699364014589,977267,1699363989070
10639000,10640000,54,1699363987953,1165306,1699363989070
10639000,10640000,63,1699364014605,942537,1699363989070
10639000,10640000,13,1699364014624,1376765,1699363989070
10639000,10640000,100,1699364014608,1744268,1699363989070
10640000,10641000,98,1699364014209,1458127,1699363989264
10640000,10641000,47,1699364014780,1325103,1699363989264
10640000,10641000,74,1699364014783,1038794,1699363989264
10640000,10641000,24,1699364014792,1246493,1699363989264
10640000,10641000,54,1699363988151,1291410,1699363989264
10640000,10641000,63,1699364014800,1016896,1699363989264
10640000,10641000,13,1699364014823,1425827,1699363989264
10640000,10641000,100,1699364014801,1428711,1699363989264
10641000,10642000,98,1699364014400,2798893,1699363989461
10641000,10642000,47,1699364014974,1213207,1699363989461
10641000,10642000,74,1699364014981,961513,1699363989461
10641000,10642000,24,1699364014995,1291202,1699363989461
10641000,10642000,54,1699363988347,1373879,1699363989461
10641000,10642000,63,1699364014995,1217813,1699363989461
10641000,10642000,13,1699364015021,1159956,1699363989461
10641000,10642000,100,1699364014995,1435432,1699363989461
10642000,10643000,98,1699364014582,1834168,1699363989657
10642000,10643000,47,1699364015169,1194939,1699363989657
10642000,10643000,74,1699364015179,1146873,1699363989657
10642000,10643000,24,1699364015199,1359141,1699363989657
10642000,10643000,54,1699363988544,1346353,1699363989657
10642000,10643000,63,1699364015189,1077260,1699363989657
10642000,10643000,13,1699364015219,1638414,1699363989657
10642000,10643000,100,1699364015189,1133019,1699363989657
10643000,10644000,47,1699364015364,1106459,1699363990000
10643000,10644000,74,1699364015379,1370877,1699363990000
10643000,10644000,13,1699364015418,1355292,1699363990000
10643000,10644000,63,1699364015384,944167,1699363990000
10643000,10644000,54,1699363988741,1332230,1699363990000
10643000,10644000,24,1699364015402,1212340,1699363990000
10643000,10644000,100,1699364015383,1044543,1699363990000
10644000,10645000,47,1699364015558,1306473,1699363990194
10644000,10645000,74,1699364015577,1163294,1699363990194
10644000,10645000,63,1699364015579,1102401,1699363990194
10644000,10645000,54,1699363988938,1434186,1699363990194
10644000,10645000,24,1699364015605,1278269,1699363990194
10644000,10645000,100,1699364015577,1160416,1699363990194
10644000,10645000,13,1699364015742,1441878,1699363990194
10645000,10646000,98,1699364014743,977676,1699363990387
10645000,10646000,100,1699364015643,984765,1699363990387
10645000,10646000,47,1699364015752,1123521,1699363990387
10645000,10646000,74,1699364015775,1230754,1699363990387
10645000,10646000,63,1699364015774,1178780,1699363990387
10645000,10646000,54,1699363989135,1849492,1699363990387
10645000,10646000,24,1699364015809,1790812,1699363990387
10645000,10646000,13,1699364015941,1327765,1699363990387
10646000,10647000,98,1699364014757,1328563,1699363990578
10646000,10647000,100,1699364015837,1326343,1699363990578
10646000,10647000,47,1699364015947,1083320,1699363990578
10646000,10647000,74,1699364015973,1133065,1699363990578
10646000,10647000,63,1699364015969,1055476,1699363990578
10646000,10647000,54,1699363989332,1304955,1699363990578
10646000,10647000,24,1699364016012,2044032,1699363990578
10646000,10647000,13,1699364016140,1319044,1699363990578
10647000,10648000,100,1699364016031,1265890,1699363990812
10647000,10648000,47,1699364016142,1298031,1699363990812
10647000,10648000,63,1699364016164,1005955,1699363990812
10647000,10648000,74,1699364016171,1163385,1699363990812
10647000,10648000,54,1699363989529,1392325,1699363990812
10647000,10648000,24,1699364016215,1790627,1699363990812
10647000,10648000,13,1699364016339,1235216,1699363990812
10648000,10649000,100,1699364016224,1484844,1699363991010
10648000,10649000,47,1699364016336,965338,1699363991010
10648000,10649000,63,1699364016358,907283,1699363991010
10648000,10649000,54,1699363989726,1251860,1699363991010
10648000,10649000,74,1699364016370,861096,1699363991010
10648000,10649000,13,1699364016537,1186298,1699363991010
10648000,10649000,24,1699364016549,1061613,1699363991010
10649000,10650000,98,1699364014769,1587938,1699363991207
10649000,10650000,100,1699364016418,1067627,1699363991207
10649000,10650000,47,1699364016531,833204,1699363991207
10649000,10650000,63,1699364016553,1128411,1699363991207
10649000,10650000,54,1699363989923,1166485,1699363991207
10649000,10650000,74,1699364016568,914948,1699363991207
10649000,10650000,13,1699364016736,1319500,1699363991207
10649000,10650000,24,1699364016751,1120897,1699363991207
10650000,10651000,98,1699364014941,861259,1699363991406
10650000,10651000,100,1699364016612,1035080,1699363991406
10650000,10651000,47,1699364016725,1158905,1699363991406
10650000,10651000,63,1699364016748,1055217,1699363991406
10650000,10651000,54,1699363990120,1172267,1699363991406
10650000,10651000,74,1699364016767,894948,1699363991406
10650000,10651000,13,1699364016935,1314169,1699363991406
10650000,10651000,24,1699364016955,1423883,1699363991406
10651000,10652000,100,1699364016805,1304120,1699363991602
10651000,10652000,47,1699364016920,1298589,1699363991602
10651000,10652000,63,1699364016943,1150009,1699363991602
10651000,10652000,54,1699363990318,1301602,1699363991602
10651000,10652000,74,1699364016965,1238920,1699363991602
10651000,10652000,13,1699364017133,1384631,1699363991602
10651000,10652000,24,1699364017158,1378683,1699363991602
10652000,10653000,100,1699364017000,1288735,1699363991802
10652000,10653000,63,1699364017138,1105491,1699363991802
10652000,10653000,54,1699363990515,1491453,1699363991802
10652000,10653000,74,1699364017164,936457,1699363991802
10652000,10653000,47,1699364017239,1366504,1699363991802
10652000,10653000,13,1699364017332,1273904,1699363991802
10652000,10653000,24,1699364017343,1391956,1699363991802
10653000,10654000,98,1699364014957,1468247,1699363992120
10653000,10654000,100,1699364017193,1090641,1699363992120
10653000,10654000,63,1699364017333,1240159,1699363992120
10653000,10654000,54,1699363990712,1366166,1699363992120
10653000,10654000,74,1699364017363,1055786,1699363992120
10653000,10654000,47,1699364017435,1011690,1699363992120
10653000,10654000,13,1699364017530,1065857,1699363992120
10653000,10654000,24,1699364017547,1069675,1699363992120
10654000,10655000,98,1699364015137,1756339,1699363992313
10654000,10655000,100,1699364017388,1030838,1699363992313
10654000,10655000,63,1699364017527,1240939,1699363992313
10654000,10655000,54,1699363990909,1064551,1699363992313
10654000,10655000,74,1699364017562,1033693,1699363992313
10654000,10655000,47,1699364017630,1793322,1699363992313
10654000,10655000,24,1699364017750,1057638,1699363992313
10654000,10655000,13,1699364017854,1300654,1699363992313
10655000,10656000,98,1699364015186,1078146,1699363992503
10655000,10656000,100,1699364017582,882300,1699363992503
10655000,10656000,63,1699364017722,1031904,1699363992503
10655000,10656000,54,1699363991106,1165850,1699363992503
10655000,10656000,74,1699364017760,1051617,1699363992503
10655000,10656000,47,1699364017824,1063230,1699363992503
10655000,10656000,24,1699364017954,1333430,1699363992503
10655000,10656000,13,1699364018053,1225495,1699363992503
10656000,10657000,98,1699364015377,1348255,1699363992698
10656000,10657000,100,1699364017776,971727,1699363992698
10656000,10657000,63,1699364017917,1005324,1699363992698
10656000,10657000,54,1699363991303,1047063,1699363992698
10656000,10657000,74,1699364017958,1111332,1699363992698
10656000,10657000,47,1699364018018,1784685,1699363992698
10656000,10657000,24,1699364018156,1449243,1699363992698
10656000,10657000,13,1699364018252,1464457,1699363992698
10657000,10658000,98,1699364015538,1330736,1699363992888
10657000,10658000,100,1699364017970,980735,1699363992888
10657000,10658000,63,1699364018112,992456,1699363992888
10657000,10658000,54,1699363991500,1069044,1699363992888
10657000,10658000,74,1699364018157,996733,1699363992888
10657000,10658000,47,1699364018212,1225354,1699363992888
10657000,10658000,24,1699364018360,1290766,1699363992888
10657000,10658000,13,1699364018450,1351847,1699363992888
10658000,10659000,98,1699364015712,1222805,1699363993082
10658000,10659000,100,1699364018164,1212679,1699363993082
10658000,10659000,63,1699364018307,816965,1699363993082
10658000,10659000,54,1699363991697,1010332,1699363993082
10658000,10659000,74,1699364018355,1078373,1699363993082
10658000,10659000,47,1699364018406,1555282,1699363993082
10658000,10659000,24,1699364018563,1627288,1699363993082
10658000,10659000,13,1699364018649,1631245,1699363993082
10659000,10660000,98,1699364015716,1620768,1699363993276
10659000,10660000,100,1699364018357,1152580,1699363993276
10659000,10660000,63,1699364018501,946593,1699363993276
10659000,10660000,54,1699363991894,2016545,1699363993276
10659000,10660000,74,1699364018553,966024,1699363993276
10659000,10660000,47,1699364018601,2122744,1699363993276
10659000,10660000,24,1699364018739,1056015,1699363993276
10659000,10660000,13,1699364018848,1119518,1699363993276
10660000,10661000,100,1699364018550,1355196,1699363993466
10660000,10661000,63,1699364018697,1059438,1699363993466
10660000,10661000,54,1699363992041,952772,1699363993466
10660000,10661000,74,1699364018752,828051,1699363993466
10660000,10661000,47,1699364018796,1006170,1699363993466
10660000,10661000,24,1699364018943,1175033,1699363993466
10660000,10661000,13,1699364019047,1042225,1699363993466
10661000,10662000,98,1699364015728,1030532,1699363993661
10661000,10662000,100,1699364018745,1985382,1699363993661
10661000,10662000,63,1699364018892,795899,1699363993661
10661000,10662000,54,1699363992236,1239476,1699363993661
10661000,10662000,74,1699364018951,972597,1699363993661
10661000,10662000,47,1699364018990,1760149,1699363993661
10661000,10662000,24,1699364019146,1219173,1699363993661
10661000,10662000,13,1699364019246,1258053,1699363993661
10662000,10663000,98,1699364015758,2096302,1699363993854
10662000,10663000,100,1699364018939,1237651,1699363993854
10662000,10663000,63,1699364019087,1112569,1699363993854
10662000,10663000,54,1699363992433,1118735,1699363993854
10662000,10663000,74,1699364019149,874721,1699363993854
10662000,10663000,47,1699364019184,872863,1699363993854
10662000,10663000,24,1699364019349,905298,1699363993854
10662000,10663000,13,1699364019445,1355805,1699363993854
10663000,10664000,100,1699364019133,1804805,1699363994045
10663000,10664000,63,1699364019282,849434,1699363994045
10663000,10664000,54,1699363992630,1018370,1699363994045
10663000,10664000,74,1699364019348,1251117,1699363994045
10663000,10664000,47,1699364019379,702063,1699363994045
10663000,10664000,24,1699364019535,1212671,1699363994045
10663000,10664000,13,1699364019643,1451132,1699363994045
10664000,10665000,100,1699364019326,1497338,1699363994432
10664000,10665000,63,1699364019476,861543,1699363994432
10664000,10665000,54,1699363992827,1298730,1699363994432
10664000,10665000,74,1699364019546,1404399,1699363994432
10664000,10665000,47,1699364019573,804430,1699363994432
10664000,10665000,24,1699364019738,1278836,1699363994432
10664000,10665000,13,1699364019842,1372431,1699363994432
10665000,10666000,98,1699364015902,1491247,1699363994623
10665000,10666000,100,1699364019520,1504508,1699363994623
10665000,10666000,63,1699364019671,955308,1699363994623
10665000,10666000,54,1699363993024,1295576,1699363994623
10665000,10666000,74,1699364019745,805624,1699363994623
10665000,10666000,47,1699364019768,722825,1699363994623
10665000,10666000,24,1699364019941,1350445,1699363994623
10665000,10666000,13,1699364020166,1205758,1699363994623
10666000,10667000,98,1699364015932,1156834,1699363994817
10666000,10667000,100,1699364019714,2084249,1699363994817
10666000,10667000,63,1699364019865,1027783,1699363994817
10666000,10667000,54,1699363993221,1142590,1699363994817
10666000,10667000,74,1699364019944,1051257,1699363994817
10666000,10667000,47,1699364019962,806147,1699363994817
10666000,10667000,24,1699364020144,1375437,1699363994817
10666000,10667000,13,1699364020365,1449588,1699363994817
10667000,10668000,98,1699364016116,652248,1699363995008
10667000,10668000,100,1699364019909,1990884,1699363995008
10667000,10668000,63,1699364020060,909617,1699363995008
10667000,10668000,54,1699363993418,1157960,1699363995008
10667000,10668000,74,1699364020143,1032037,1699363995008
10667000,10668000,47,1699364020157,915716,1699363995008
10667000,10668000,24,1699364020348,1415661,1699363995008
10667000,10668000,13,1699364020564,1319346,1699363995008
10668000,10669000,98,1699364016135,1426959,1699363995196
10668000,10669000,100,1699364020102,1748844,1699363995196
10668000,10669000,63,1699364020255,1101044,1699363995196
10668000,10669000,54,1699363993615,1016824,1699363995196
10668000,10669000,74,1699364020341,1347891,1699363995196
10668000,10669000,47,1699364020352,827547,1699363995196
10668000,10669000,24,1699364020540,1144062,1699363995196
10668000,10669000,13,1699364020763,1304088,1699363995196
10669000,10670000,98,1699364016154,1692828,1699363995391
10669000,10670000,100,1699364020296,1419151,1699363995391
10669000,10670000,63,1699364020450,1041217,1699363995391
10669000,10670000,54,1699363993813,1039750,1699363995391
10669000,10670000,74,1699364020539,1502102,1699363995391
10669000,10670000,47,1699364020546,969112,1699363995391
10669000,10670000,24,1699364020743,1351348,1699363995391
10669000,10670000,13,1699364020960,1293054,1699363995391
10670000,10671000,98,1699364016335,1910588,1699363995582
10670000,10671000,100,1699364020490,1176551,1699363995582
10670000,10671000,63,1699364020644,1065923,1699363995582
10670000,10671000,54,1699363994002,953165,1699363995582
10670000,10671000,47,1699364020741,968334,1699363995582
10670000,10671000,74,1699364020738,1108959,1699363995582
10670000,10671000,24,1699364020947,1230766,1699363995582
10670000,10671000,13,1699364021158,1317426,1699363995582
10671000,10672000,98,1699364016517,817619,1699363995775
10671000,10672000,100,1699364020684,1003705,1699363995775
10671000,10672000,54,1699363994199,1082968,1699363995775
10671000,10672000,47,1699364020935,922726,1699363995775
10671000,10672000,74,1699364020936,1021322,1699363995775
10671000,10672000,63,1699364020967,1025437,1699363995775
10671000,10672000,24,1699364021150,1171505,1699363995775
10671000,10672000,13,1699364021357,1335831,1699363995775
10672000,10673000,98,1699364016665,1179187,1699363995968
10672000,10673000,100,1699364020878,925541,1699363995968
10672000,10673000,54,1699363994396,1450724,1699363995968
10672000,10673000,47,1699364021130,1114558,1699363995968
10672000,10673000,74,1699364021135,1025619,1699363995968
10672000,10673000,63,1699364021161,1066873,1699363995968
10672000,10673000,24,1699364021353,1320567,1699363995968
10672000,10673000,13,1699364021556,1141714,1699363995968
10673000,10674000,100,1699364021072,1060979,1699363996164
10673000,10674000,54,1699363994593,2430746,1699363996164
10673000,10674000,47,1699364021324,1176459,1699363996164
10673000,10674000,74,1699364021333,790854,1699363996164
10673000,10674000,63,1699364021356,1061250,1699363996164
10673000,10674000,24,1699364021557,1099244,1699363996164
10673000,10674000,13,1699364021755,1281685,1699363996164
10674000,10675000,100,1699364021265,1120975,1699363996360
10674000,10675000,54,1699363994790,1352007,1699363996360
10674000,10675000,47,1699364021518,1331526,1699363996360
10674000,10675000,74,1699364021531,1240470,1699363996360
10674000,10675000,63,1699364021550,849273,1699363996360
10674000,10675000,24,1699364021760,971669,1699363996360
10674000,10675000,13,1699364021953,1268381,1699363996360
10675000,10676000,98,1699364016694,1237758,1699363996737
10675000,10676000,100,1699364021459,1044346,1699363996737
10675000,10676000,54,1699363994987,1519739,1699363996737
10675000,10676000,74,1699364021730,1425263,1699363996737
10675000,10676000,63,1699364021745,978497,1699363996737
10675000,10676000,47,1699364021838,1619082,1699363996737
10675000,10676000,13,1699364022152,1475665,1699363996737
10675000,10676000,24,1699364022094,1311792,1699363996737
10676000,10677000,98,1699364016720,1159889,1699363996931
10676000,10677000,100,1699364021653,849779,1699363996931
10676000,10677000,54,1699363995184,1142247,1699363996931
10676000,10677000,74,1699364021927,1130459,1699363996931
10676000,10677000,63,1699364021939,883883,1699363996931
10676000,10677000,47,1699364022032,1071721,1699363996931
10676000,10677000,24,1699364022297,1163868,1699363996931
10676000,10677000,13,1699364022477,1373759,1699363996931
10677000,10678000,98,1699364016862,2012556,1699363997127
10677000,10678000,100,1699364021847,1445944,1699363997127
10677000,10678000,54,1699363995381,1349195,1699363997127
10677000,10678000,74,1699364022125,1071181,1699363997127
10677000,10678000,63,1699364022134,1049644,1699363997127
10677000,10678000,47,1699364022226,1056526,1699363997127
10677000,10678000,24,1699364022502,1068749,1699363997127
10677000,10678000,13,1699364022675,1306080,1699363997127
10678000,10679000,98,1699364016887,1496332,1699363997314
10678000,10679000,100,1699364022040,1283622,1699363997314
10678000,10679000,54,1699363995578,1574041,1699363997314
10678000,10679000,74,1699364022323,1058010,1699363997314
10678000,10679000,63,1699364022329,1022438,1699363997314
10678000,10679000,47,1699364022421,1655936,1699363997314
10678000,10679000,24,1699364022694,1443017,1699363997314
10678000,10679000,13,1699364022874,1789913,1699363997314
10679000,10680000,98,1699364017052,2059678,1699363997508
10679000,10680000,100,1699364022234,1467237,1699363997508
10679000,10680000,54,1699363995766,1236283,1699363997508
10679000,10680000,74,1699364022522,1244251,1699363997508
10679000,10680000,63,1699364022524,974477,1699363997508
10679000,10680000,47,1699364022616,1239129,1699363997508
10679000,10680000,24,1699364022897,1751153,1699363997508
10679000,10680000,13,1699364023072,1201005,1699363997508
10680000,10681000,100,1699364022429,1426763,1699363997697
10680000,10681000,54,1699363995963,1220131,1699363997697
10680000,10681000,74,1699364022720,1157010,1699363997697
10680000,10681000,63,1699364022719,1100445,1699363997697
10680000,10681000,47,1699364022811,1106439,1699363997697
10680000,10681000,24,1699364023100,1698193,1699363997697
10680000,10681000,13,1699364023271,2062580,1699363997697
10681000,10682000,100,1699364022623,1287943,1699363997891
10681000,10682000,54,1699363996160,1402316,1699363997891
10681000,10682000,74,1699364022918,1052600,1699363997891
10681000,10682000,63,1699364022914,2076513,1699363997891
10681000,10682000,47,1699364023005,1073955,1699363997891
10681000,10682000,24,1699364023303,1329396,1699363997891
10681000,10682000,13,1699364023470,1628390,1699363997891
10682000,10683000,98,1699364017071,1602990,1699363998085
10682000,10683000,100,1699364022816,1089906,1699363998085
10682000,10683000,54,1699363996357,1342880,1699363998085
10682000,10683000,74,1699364023117,1797415,1699363998085
10682000,10683000,63,1699364023108,2118083,1699363998085
10682000,10683000,47,1699364023199,999408,1699363998085
10682000,10683000,24,1699364023507,1289016,1699363998085
10682000,10683000,13,1699364023668,1876798,1699363998085
10683000,10684000,98,1699364017244,1481159,1699363998276
10683000,10684000,100,1699364023010,1000349,1699363998276
10683000,10684000,54,1699363996553,1222161,1699363998276
10683000,10684000,74,1699364023315,1688845,1699363998276
10683000,10684000,63,1699364023302,2525421,1699363998276
10683000,10684000,47,1699364023393,1035239,1699363998276
10683000,10684000,24,1699364023710,1298408,1699363998276
10683000,10684000,13,1699364023867,1523553,1699363998276
10684000,10685000,98,1699364017435,1857409,1699363998469
10684000,10685000,100,1699364023203,1108305,1699363998469
10684000,10685000,54,1699363996751,1060584,1699363998469
10684000,10685000,74,1699364023513,1002631,1699363998469
10684000,10685000,63,1699364023497,4211023,1699363998469
10684000,10685000,47,1699364023588,771789,1699363998469
10684000,10685000,24,1699364023914,1383615,1699363998469
10684000,10685000,13,1699364024066,1518442,1699363998469
10685000,10686000,98,1699364017625,628574,1699363998857
10685000,10686000,100,1699364023226,1222229,1699363998857
10685000,10686000,54,1699363996948,1081810,1699363998857
10685000,10686000,74,1699364023711,1475781,1699363998857
10685000,10686000,63,1699364023692,1493900,1699363998857
10685000,10686000,47,1699364023784,812256,1699363998857
10685000,10686000,24,1699364024117,1623686,1699363998857
10685000,10686000,13,1699364024265,1468286,1699363998857
10686000,10687000,100,1699364023255,1281267,1699363999050
10686000,10687000,54,1699363997145,1338552,1699363999050
10686000,10687000,74,1699364023910,1000866,1699363999050
10686000,10687000,63,1699364023888,1729881,1699363999050
10686000,10687000,47,1699364023978,1108709,1699363999050
10686000,10687000,24,1699364024321,1322960,1699363999050
10686000,10687000,13,1699364024589,1378049,1699363999050
10687000,10688000,98,1699364017630,1483026,1699363999238
10687000,10688000,100,1699364023449,1095778,1699363999238
10687000,10688000,54,1699363997343,1573053,1699363999238
10687000,10688000,74,1699364024109,1152722,1699363999238
10687000,10688000,63,1699364024082,940837,1699363999238
10687000,10688000,47,1699364024172,876912,1699363999238
10687000,10688000,24,1699364024524,1579595,1699363999238
10687000,10688000,13,1699364024788,1582979,1699363999238
10688000,10689000,98,1699364017678,1928231,1699363999435
10688000,10689000,100,1699364023644,1157027,1699363999435
10688000,10689000,54,1699363997539,1375285,1699363999435
10688000,10689000,74,1699364024307,962325,1699363999435
10688000,10689000,63,1699364024277,1143329,1699363999435
10688000,10689000,47,1699364024366,1070042,1699363999435
10688000,10689000,24,1699364024727,1383335,1699363999435
10688000,10689000,13,1699364024986,1789608,1699363999435
10689000,10690000,98,1699364017869,892406,1699363999625
10689000,10690000,100,1699364023838,1176264,1699363999625
10689000,10690000,54,1699363997736,1489879,1699363999625
10689000,10690000,63,1699364024471,1238744,1699363999625
10689000,10690000,74,1699364024506,1257234,1699363999625
10689000,10690000,47,1699364024561,947518,1699363999625
10689000,10690000,24,1699364024930,1123030,1699363999625
10689000,10690000,13,1699364025185,1753466,1699363999625
10690000,10691000,98,1699364017869,1696884,1699363999818
10690000,10691000,100,1699364024031,1094513,1699363999818
10690000,10691000,54,1699363997922,1271425,1699363999818
10690000,10691000,63,1699364024666,877279,1699363999818
10690000,10691000,74,1699364024704,1175690,1699363999818
10690000,10691000,47,1699364024755,1116014,1699363999818
10690000,10691000,24,1699364025264,1430768,1699363999818
10690000,10691000,13,1699364025384,1377082,1699363999818
10691000,10692000,98,1699364018025,2023416,1699364000011
10691000,10692000,100,1699364024225,1516282,1699364000011
10691000,10692000,54,1699363998086,2083640,1699364000011
10691000,10692000,63,1699364024861,1073246,1699364000011
10691000,10692000,74,1699364024902,1967185,1699364000011
10691000,10692000,47,1699364024949,1119339,1699364000011
10691000,10692000,24,1699364025467,1351647,1699364000011
10691000,10692000,13,1699364025582,1470857,1699364000011
10692000,10693000,100,1699364024419,1136750,1699364000203
10692000,10693000,54,1699363998283,1369843,1699364000203
10692000,10693000,63,1699364025057,875680,1699364000203
10692000,10693000,74,1699364025101,1277232,1699364000203
10692000,10693000,47,1699364025144,984765,1699364000203
10692000,10693000,24,1699364025670,1081815,1699364000203
10692000,10693000,13,1699364025781,1457651,1699364000203
10693000,10694000,100,1699364024613,1379555,1699364000395
10693000,10694000,54,1699363998480,1389823,1699364000395
10693000,10694000,63,1699364025251,935941,1699364000395
10693000,10694000,74,1699364025300,2378385,1699364000395
10693000,10694000,47,1699364025338,1075231,1699364000395
10693000,10694000,24,1699364025873,1258836,1699364000395
10693000,10694000,13,1699364025979,1525924,1699364000395
10694000,10695000,98,1699364018048,1354856,1699364000589
10694000,10695000,100,1699364024807,1132819,1699364000589
10694000,10695000,54,1699363998677,1465609,1699364000589
10694000,10695000,63,1699364025446,1192840,1699364000589
10694000,10695000,74,1699364025499,1209224,1699364000589
10694000,10695000,47,1699364025532,1088922,1699364000589
10694000,10695000,24,1699364026076,1676795,1699364000589
10694000,10695000,13,1699364026177,1603343,1699364000589
10695000,10696000,98,1699364018229,2122186,1699364000781
10695000,10696000,100,1699364025002,1117911,1699364000781
10695000,10696000,54,1699363998873,2311157,1699364000781
10695000,10696000,63,1699364025641,1159472,1699364000781
10695000,10696000,74,1699364025698,1372049,1699364000781
10695000,10696000,47,1699364025726,1216809,1699364000781
10695000,10696000,24,1699364026279,1377459,1699364000781
10695000,10696000,13,1699364026375,1558367,1699364000781
10696000,10697000,98,1699364018420,2028150,1699364001165
10696000,10697000,100,1699364025196,1292431,1699364001165
10696000,10697000,54,1699363999071,4078814,1699364001165
10696000,10697000,63,1699364025836,3730645,1699364001165
10696000,10697000,74,1699364025896,3215499,1699364001165
10696000,10697000,47,1699364025920,1840226,1699364001165
10696000,10697000,24,1699364026483,3060181,1699364001165
10696000,10697000,13,1699364026574,2146766,1699364001165
10697000,10698000,98,1699364018451,2013942,1699364001358
10697000,10698000,100,1699364025390,1197560,1699364001358
10697000,10698000,54,1699363999268,3420669,1699364001358
10697000,10698000,63,1699364026031,4150451,1699364001358
10697000,10698000,74,1699364026095,2914904,1699364001358
10697000,10698000,47,1699364026239,4400019,1699364001358
10697000,10698000,24,1699364026686,4189985,1699364001358
10697000,10698000,13,1699364026899,5017968,1699364001358
10698000,10699000,98,1699364018593,1742747,1699364001549
10698000,10699000,100,1699364025583,1670653,1699364001549
10698000,10699000,54,1699363999465,4824903,1699364001549
10698000,10699000,63,1699364026225,4265971,1699364001549
10698000,10699000,74,1699364026293,3061777,1699364001549
10698000,10699000,47,1699364026434,2171227,1699364001549
10698000,10699000,24,1699364026890,2787528,1699364001549
10698000,10699000,13,1699364027097,5092679,1699364001549
10699000,10700000,98,1699364018605,2779942,1699364001553
10699000,10700000,100,1699364025778,2339327,1699364001553
10699000,10700000,54,1699363999662,5134772,1699364001553
10699000,10700000,63,1699364026420,4267810,1699364001553
10699000,10700000,74,1699364026492,1830939,1699364001553
10699000,10700000,47,1699364026628,3336369,1699364001553
10699000,10700000,24,1699364027093,3992956,1699364001553
10699000,10700000,13,1699364027296,6601662,1699364001553
10700000,10701000,98,1699364018783,2017880,1699364001741
10700000,10701000,100,1699364025972,2933814,1699364001741
10700000,10701000,54,1699363999860,4070724,1699364001741
10700000,10701000,63,1699364026615,5055263,1699364001741
10700000,10701000,74,1699364026692,2453650,1699364001741
10700000,10701000,47,1699364026823,4310348,1699364001741
10700000,10701000,24,1699364027296,4205182,1699364001741
10700000,10701000,13,1699364027342,5492956,1699364001741
10701000,10702000,98,1699364018973,2094481,1699364001934
10701000,10702000,100,1699364025991,1546288,1699364001934
10701000,10702000,54,1699364000056,4394913,1699364001934
10701000,10702000,63,1699364026809,1895817,1699364001934
10701000,10702000,74,1699364026890,3356588,1699364001934
10701000,10702000,47,1699364027017,2939689,1699364001934
10701000,10702000,24,1699364027499,3624344,1699364001934
10701000,10702000,13,1699364027527,5413038,1699364001934
10702000,10703000,98,1699364019030,2246761,1699364002317
10702000,10703000,100,1699364026179,2138244,1699364002317
10702000,10703000,54,1699364000254,3057342,1699364002317
10702000,10703000,63,1699364027005,2056806,1699364002317
10702000,10703000,74,1699364027089,1419912,1699364002317
10702000,10703000,47,1699364027211,2976536,1699364002317
