debs$start:INTEGER(64 bits),debs$end:INTEGER(64 bits),debs$sid:INTEGER(16 bits),debs$absolute_v:INTEGER(64 bits),debs$absolute_a:INTEGER(64 bits),timestamp
10649000,10650000,24,1699365327921,1120897,1699365302452
10649000,10650000,13,1699365328011,1319500,1699365302452
10650000,10651000,98,1699365326193,861259,1699365302649
10650000,10651000,100,1699365327745,1035080,1699365302649
10650000,10651000,47,1699365327887,1158905,1699365302649
10650000,10651000,63,1699365327867,1055217,1699365302649
10650000,10651000,54,1699365301270,1172267,1699365302649
10650000,10651000,74,1699365327958,894948,1699365302649
10650000,10651000,24,1699365328124,1423883,1699365302649
10650000,10651000,13,1699365328215,1314169,1699365302649
10651000,10652000,100,1699365327935,1304120,1699365302844
10651000,10652000,47,1699365328081,1298589,1699365302844
10651000,10652000,63,1699365328062,1150009,1699365302844
10651000,10652000,54,1699365301468,1301602,1699365302844
10651000,10652000,74,1699365328156,1238920,1699365302844
10651000,10652000,24,1699365328327,1378683,1699365302844
10651000,10652000,13,1699365328418,1384631,1699365302844
10652000,10653000,100,1699365328126,1288735,1699365303044
10652000,10653000,63,1699365328257,1105491,1699365303044
10652000,10653000,54,1699365301664,1491453,1699365303044
10652000,10653000,74,1699365328355,936457,1699365303044
10652000,10653000,47,1699365328400,1366504,1699365303044
10652000,10653000,24,1699365328513,1391956,1699365303044
10652000,10653000,13,1699365328623,1273904,1699365303044
10653000,10654000,98,1699365326209,1468247,1699365303444
10653000,10654000,100,1699365328317,1090641,1699365303444
10653000,10654000,63,1699365328451,1240159,1699365303444
10653000,10654000,54,1699365301861,1366166,1699365303444
10653000,10654000,74,1699365328553,1055786,1699365303444
10653000,10654000,47,1699365328595,1011690,1699365303444
10653000,10654000,24,1699365328716,1069675,1699365303444
10653000,10654000,13,1699365328827,1065857,1699365303444
10654000,10655000,98,1699365326399,1756339,1699365303636
10654000,10655000,100,1699365328508,1030838,1699365303636
10654000,10655000,63,1699365328646,1240939,1699365303636
10654000,10655000,54,1699365302058,1064551,1699365303636
10654000,10655000,74,1699365328751,1033693,1699365303636
10654000,10655000,47,1699365328790,1793322,1699365303636
10654000,10655000,24,1699365328919,1057638,1699365303636
10654000,10655000,13,1699365329159,1300654,1699365303636
10655000,10656000,98,1699365326449,1078146,1699365303833
10655000,10656000,100,1699365328699,882300,1699365303833
10655000,10656000,63,1699365328841,1031904,1699365303833
10655000,10656000,54,1699365302255,1165850,1699365303833
10655000,10656000,74,1699365328949,1051617,1699365303833
10655000,10656000,47,1699365328984,1063230,1699365303833
10655000,10656000,24,1699365329122,1333430,1699365303833
10655000,10656000,13,1699365329363,1225495,1699365303833
10656000,10657000,98,1699365326649,1348255,1699365304033
10656000,10657000,100,1699365328890,971727,1699365304033
10656000,10657000,63,1699365329037,1005324,1699365304033
10656000,10657000,54,1699365302451,1047063,1699365304033
10656000,10657000,74,1699365329147,1111332,1699365304033
10656000,10657000,47,1699365329178,1784685,1699365304033
10656000,10657000,24,1699365329325,1449243,1699365304033
10656000,10657000,13,1699365329567,1464457,1699365304033
10657000,10658000,98,1699365326819,1330736,1699365304236
10657000,10658000,100,1699365329081,980735,1699365304236
10657000,10658000,63,1699365329232,992456,1699365304236
10657000,10658000,54,1699365302648,1069044,1699365304236
10657000,10658000,74,1699365329346,996733,1699365304236
10657000,10658000,47,1699365329372,1225354,1699365304236
10657000,10658000,24,1699365329528,1290766,1699365304236
10657000,10658000,13,1699365329772,1351847,1699365304236
10658000,10659000,98,1699365327003,1222805,1699365304427
10658000,10659000,100,1699365329271,1212679,1699365304427
10658000,10659000,63,1699365329427,816965,1699365304427
10658000,10659000,54,1699365302844,1010332,1699365304427
10658000,10659000,74,1699365329544,1078373,1699365304427
10658000,10659000,47,1699365329566,1555282,1699365304427
10658000,10659000,24,1699365329730,1627288,1699365304427
10658000,10659000,13,1699365329977,1631245,1699365304427
10659000,10660000,98,1699365327007,1620768,1699365304627
10659000,10660000,100,1699365329462,1152580,1699365304627
10659000,10660000,63,1699365329621,946593,1699365304627
10659000,10660000,54,1699365303041,2016545,1699365304627
10659000,10660000,74,1699365329742,966024,1699365304627
10659000,10660000,47,1699365329761,2122744,1699365304627
10659000,10660000,24,1699365329906,1056015,1699365304627
10659000,10660000,13,1699365330181,1119518,1699365304627
10660000,10661000,100,1699365329652,1355196,1699365304822
10660000,10661000,63,1699365329816,1059438,1699365304822
10660000,10661000,54,1699365303190,952772,1699365304822
10660000,10661000,74,1699365329940,828051,1699365304822
10660000,10661000,47,1699365329955,1006170,1699365304822
10660000,10661000,24,1699365330108,1175033,1699365304822
10660000,10661000,13,1699365330384,1042225,1699365304822
10661000,10662000,98,1699365327019,1030532,1699365305018
10661000,10662000,100,1699365329844,1985382,1699365305018
10661000,10662000,63,1699365330011,795899,1699365305018
10661000,10662000,54,1699365303386,1239476,1699365305018
10661000,10662000,74,1699365330139,972597,1699365305018
10661000,10662000,47,1699365330149,1760149,1699365305018
10661000,10662000,24,1699365330311,1219173,1699365305018
10661000,10662000,13,1699365330588,1258053,1699365305018
10662000,10663000,98,1699365327048,2096302,1699365305218
10662000,10663000,100,1699365330034,1237651,1699365305218
10662000,10663000,63,1699365330206,1112569,1699365305218
10662000,10663000,54,1699365303583,1118735,1699365305218
10662000,10663000,74,1699365330337,874721,1699365305218
10662000,10663000,47,1699365330343,872863,1699365305218
10662000,10663000,24,1699365330514,905298,1699365305218
10662000,10663000,13,1699365330792,1355805,1699365305218
10663000,10664000,100,1699365330225,1804805,1699365305417
10663000,10664000,63,1699365330400,849434,1699365305417
10663000,10664000,54,1699365303779,1018370,1699365305417
10663000,10664000,74,1699365330535,1251117,1699365305417
10663000,10664000,47,1699365330538,702063,1699365305417
10663000,10664000,24,1699365330700,1212671,1699365305417
10663000,10664000,13,1699365330997,1451132,1699365305417
10664000,10665000,100,1699365330415,1497338,1699365305816
10664000,10665000,63,1699365330595,861543,1699365305816
10664000,10665000,54,1699365303975,1298730,1699365305816
10664000,10665000,47,1699365330732,804430,1699365305816
10664000,10665000,74,1699365330733,1404399,1699365305816
10664000,10665000,24,1699365330903,1278836,1699365305816
10664000,10665000,13,1699365331200,1372431,1699365305816
10665000,10666000,98,1699365327202,1491247,1699365306010
10665000,10666000,100,1699365330606,1504508,1699365306010
10665000,10666000,63,1699365330789,955308,1699365306010
10665000,10666000,54,1699365304172,1295576,1699365306010
10665000,10666000,47,1699365330926,722825,1699365306010
10665000,10666000,74,1699365330931,805624,1699365306010
10665000,10666000,24,1699365331107,1350445,1699365306010
10665000,10666000,13,1699365331533,1205758,1699365306010
10666000,10667000,98,1699365327233,1156834,1699365306204
10666000,10667000,100,1699365330797,2084249,1699365306204
10666000,10667000,63,1699365330983,1027783,1699365306204
10666000,10667000,54,1699365304368,1142590,1699365306204
10666000,10667000,47,1699365331120,806147,1699365306204
10666000,10667000,74,1699365331129,1051257,1699365306204
10666000,10667000,24,1699365331310,1375437,1699365306204
10666000,10667000,13,1699365331737,1449588,1699365306204
10667000,10668000,98,1699365327427,652248,1699365306403
10667000,10668000,100,1699365330988,1990884,1699365306403
10667000,10668000,63,1699365331179,909617,1699365306403
10667000,10668000,54,1699365304566,1157960,1699365306403
10667000,10668000,47,1699365331314,915716,1699365306403
10667000,10668000,74,1699365331329,1032037,1699365306403
10667000,10668000,24,1699365331513,1415661,1699365306403
10667000,10668000,13,1699365331941,1319346,1699365306403
10668000,10669000,98,1699365327446,1426959,1699365306602
10668000,10669000,100,1699365331178,1748844,1699365306602
10668000,10669000,63,1699365331374,1101044,1699365306602
10668000,10669000,54,1699365304763,1016824,1699365306602
10668000,10669000,47,1699365331509,827547,1699365306602
10668000,10669000,74,1699365331527,1347891,1699365306602
10668000,10669000,24,1699365331704,1144062,1699365306602
10668000,10669000,13,1699365332145,1304088,1699365306602
10669000,10670000,98,1699365327465,1692828,1699365306804
10669000,10670000,100,1699365331370,1419151,1699365306804
10669000,10670000,63,1699365331569,1041217,1699365306804
10669000,10670000,54,1699365304960,1039750,1699365306804
10669000,10670000,47,1699365331703,969112,1699365306804
10669000,10670000,74,1699365331724,1502102,1699365306804
10669000,10670000,24,1699365331907,1351348,1699365306804
10669000,10670000,13,1699365332349,1293054,1699365306804
10670000,10671000,98,1699365327656,1910588,1699365306997
10670000,10671000,100,1699365331560,1176551,1699365306997
10670000,10671000,63,1699365331763,1065923,1699365306997
10670000,10671000,54,1699365305148,953165,1699365306997
10670000,10671000,47,1699365331898,968334,1699365306997
10670000,10671000,74,1699365331922,1108959,1699365306997
10670000,10671000,24,1699365332109,1230766,1699365306997
10670000,10671000,13,1699365332553,1317426,1699365306997
10671000,10672000,98,1699365327848,817619,1699365307197
10671000,10672000,100,1699365331750,1003705,1699365307197
10671000,10672000,54,1699365305345,1082968,1699365307197
10671000,10672000,47,1699365332092,922726,1699365307197
10671000,10672000,63,1699365332084,1025437,1699365307197
10671000,10672000,74,1699365332119,1021322,1699365307197
10671000,10672000,24,1699365332313,1171505,1699365307197
10671000,10672000,13,1699365332757,1335831,1699365307197
10672000,10673000,98,1699365328005,1179187,1699365307390
10672000,10673000,100,1699365331941,925541,1699365307390
10672000,10673000,54,1699365305542,1450724,1699365307390
10672000,10673000,47,1699365332286,1114558,1699365307390
10672000,10673000,63,1699365332279,1066873,1699365307390
10672000,10673000,74,1699365332317,1025619,1699365307390
10672000,10673000,24,1699365332516,1320567,1699365307390
10672000,10673000,13,1699365332962,1141714,1699365307390
10673000,10674000,100,1699365332132,1060979,1699365307587
10673000,10674000,54,1699365305739,2430746,1699365307587
10673000,10674000,47,1699365332481,1176459,1699365307587
10673000,10674000,63,1699365332473,1061250,1699365307587
10673000,10674000,74,1699365332515,790854,1699365307587
10673000,10674000,24,1699365332719,1099244,1699365307587
10673000,10674000,13,1699365333165,1281685,1699365307587
10674000,10675000,100,1699365332322,1120975,1699365307785
10674000,10675000,54,1699365305936,1352007,1699365307785
10674000,10675000,47,1699365332676,1331526,1699365307785
10674000,10675000,63,1699365332668,849273,1699365307785
10674000,10675000,74,1699365332713,1240470,1699365307785
10674000,10675000,24,1699365332921,971669,1699365307785
10674000,10675000,13,1699365333370,1268381,1699365307785
10675000,10676000,98,1699365328035,1237758,1699365308180
10675000,10676000,100,1699365332513,1044346,1699365308180
10675000,10676000,54,1699365306133,1519739,1699365308180
10675000,10676000,63,1699365332862,978497,1699365308180
10675000,10676000,74,1699365332912,1425263,1699365308180
10675000,10676000,47,1699365332995,1619082,1699365308180
10675000,10676000,24,1699365333254,1311792,1699365308180
10675000,10676000,13,1699365333573,1475665,1699365308180
10676000,10677000,98,1699365328060,1159889,1699365308379
10676000,10677000,100,1699365332704,849779,1699365308379
10676000,10677000,54,1699365306330,1142247,1699365308379
10676000,10677000,63,1699365333057,883883,1699365308379
10676000,10677000,74,1699365333110,1130459,1699365308379
10676000,10677000,47,1699365333189,1071721,1699365308379
10676000,10677000,24,1699365333458,1163868,1699365308379
10676000,10677000,13,1699365333905,1373759,1699365308379
10677000,10678000,98,1699365328211,2012556,1699365308575
10677000,10678000,100,1699365332894,1445944,1699365308575
10677000,10678000,54,1699365306527,1349195,1699365308575
10677000,10678000,63,1699365333251,1049644,1699365308575
10677000,10678000,74,1699365333308,1071181,1699365308575
10677000,10678000,47,1699365333382,1056526,1699365308575
10677000,10678000,24,1699365333661,1068749,1699365308575
10677000,10678000,13,1699365334108,1306080,1699365308575
10678000,10679000,98,1699365328236,1496332,1699365308776
10678000,10679000,100,1699365333084,1283622,1699365308776
10678000,10679000,54,1699365306723,1574041,1699365308776
10678000,10679000,63,1699365333446,1022438,1699365308776
10678000,10679000,74,1699365333507,1058010,1699365308776
10678000,10679000,47,1699365333576,1655936,1699365308776
10678000,10679000,24,1699365333852,1443017,1699365308776
10678000,10679000,13,1699365334313,1789913,1699365308776
10679000,10680000,98,1699365328412,2059678,1699365308973
10679000,10680000,100,1699365333275,1467237,1699365308973
10679000,10680000,54,1699365306910,1236283,1699365308973
10679000,10680000,63,1699365333641,974477,1699365308973
10679000,10680000,74,1699365333705,1244251,1699365308973
10679000,10680000,47,1699365333770,1239129,1699365308973
10679000,10680000,24,1699365334055,1751153,1699365308973
10679000,10680000,13,1699365334517,1201005,1699365308973
10680000,10681000,100,1699365333466,1426763,1699365309170
10680000,10681000,54,1699365307107,1220131,1699365309170
10680000,10681000,63,1699365333836,1100445,1699365309170
10680000,10681000,74,1699365333902,1157010,1699365309170
10680000,10681000,47,1699365333965,1106439,1699365309170
10680000,10681000,24,1699365334259,1698193,1699365309170
10680000,10681000,13,1699365334721,2062580,1699365309170
10681000,10682000,100,1699365333656,1287943,1699365309371
10681000,10682000,54,1699365307303,1402316,1699365309371
10681000,10682000,63,1699365334031,2076513,1699365309371
10681000,10682000,74,1699365334101,1052600,1699365309371
10681000,10682000,47,1699365334158,1073955,1699365309371
10681000,10682000,24,1699365334462,1329396,1699365309371
10681000,10682000,13,1699365334925,1628390,1699365309371
10682000,10683000,98,1699365328431,1602990,1699365309568
10682000,10683000,100,1699365333846,1089906,1699365309568
10682000,10683000,54,1699365307500,1342880,1699365309568
10682000,10683000,63,1699365334226,2118083,1699365309568
10682000,10683000,74,1699365334298,1797415,1699365309568
10682000,10683000,47,1699365334352,999408,1699365309568
10682000,10683000,24,1699365334665,1289016,1699365309568
10682000,10683000,13,1699365335129,1876798,1699365309568
10683000,10684000,98,1699365328613,1481159,1699365309759
10683000,10684000,100,1699365334037,1000349,1699365309759
10683000,10684000,54,1699365307698,1222161,1699365309759
10683000,10684000,63,1699365334421,2525421,1699365309759
10683000,10684000,74,1699365334496,1688845,1699365309759
10683000,10684000,47,1699365334546,1035239,1699365309759
10683000,10684000,24,1699365334867,1298408,1699365309759
10683000,10684000,13,1699365335333,1523553,1699365309759
10684000,10685000,98,1699365328813,1857409,1699365309957
10684000,10685000,100,1699365334227,1108305,1699365309957
10684000,10685000,54,1699365307894,1060584,1699365309957
10684000,10685000,63,1699365334616,4211023,1699365309957
10684000,10685000,74,1699365334695,1002631,1699365309957
10684000,10685000,47,1699365334741,771789,1699365309957
10684000,10685000,24,1699365335070,1383615,1699365309957
10684000,10685000,13,1699365335537,1518442,1699365309957
10685000,10686000,98,1699365329014,628574,1699365310358
10685000,10686000,100,1699365334251,1222229,1699365310358
10685000,10686000,54,1699365308092,1081810,1699365310358
10685000,10686000,63,1699365334811,1493900,1699365310358
10685000,10686000,74,1699365334892,1475781,1699365310358
10685000,10686000,47,1699365334935,812256,1699365310358
10685000,10686000,24,1699365335272,1623686,1699365310358
10685000,10686000,13,1699365335742,1468286,1699365310358
10686000,10687000,100,1699365334280,1281267,1699365310554
10686000,10687000,54,1699365308288,1338552,1699365310554
10686000,10687000,63,1699365335005,1729881,1699365310554
10686000,10687000,74,1699365335090,1000866,1699365310554
10686000,10687000,47,1699365335129,1108709,1699365310554
10686000,10687000,24,1699365335474,1322960,1699365310554
10686000,10687000,13,1699365336073,1378049,1699365310554
10687000,10688000,98,1699365329018,1483026,1699365310751
10687000,10688000,100,1699365334471,1095778,1699365310751
10687000,10688000,54,1699365308485,1573053,1699365310751
10687000,10688000,63,1699365335200,940837,1699365310751
10687000,10688000,74,1699365335287,1152722,1699365310751
10687000,10688000,47,1699365335323,876912,1699365310751
10687000,10688000,24,1699365335679,1579595,1699365310751
10687000,10688000,13,1699365336277,1582979,1699365310751
10688000,10689000,98,1699365329067,1928231,1699365310949
10688000,10689000,100,1699365334661,1157027,1699365310949
10688000,10689000,54,1699365308682,1375285,1699365310949
10688000,10689000,63,1699365335395,1143329,1699365310949
10688000,10689000,74,1699365335485,962325,1699365310949
10688000,10689000,47,1699365335518,1070042,1699365310949
10688000,10689000,24,1699365335882,1383335,1699365310949
10688000,10689000,13,1699365336481,1789608,1699365310949
10689000,10690000,98,1699365329267,892406,1699365311146
10689000,10690000,100,1699365334854,1176264,1699365311146
10689000,10690000,54,1699365308878,1489879,1699365311146
10689000,10690000,63,1699365335589,1238744,1699365311146
10689000,10690000,74,1699365335684,1257234,1699365311146
10689000,10690000,47,1699365335712,947518,1699365311146
10689000,10690000,24,1699365336085,1123030,1699365311146
10689000,10690000,13,1699365336685,1753466,1699365311146
10690000,10691000,98,1699365329268,1696884,1699365311342
10690000,10691000,100,1699365335045,1094513,1699365311342
10690000,10691000,54,1699365309064,1271425,1699365311342
10690000,10691000,63,1699365335784,877279,1699365311342
10690000,10691000,74,1699365335882,1175690,1699365311342
10690000,10691000,47,1699365335906,1116014,1699365311342
10690000,10691000,24,1699365336418,1430768,1699365311342
10690000,10691000,13,1699365336889,1377082,1699365311342
10691000,10692000,98,1699365329433,2023416,1699365311538
10691000,10692000,100,1699365335236,1516282,1699365311538
10691000,10692000,54,1699365309228,2083640,1699365311538
10691000,10692000,63,1699365335979,1073246,1699365311538
10691000,10692000,74,1699365336080,1967185,1699365311538
10691000,10692000,47,1699365336100,1119339,1699365311538
10691000,10692000,24,1699365336621,1351647,1699365311538
10691000,10692000,13,1699365337093,1470857,1699365311538
10692000,10693000,100,1699365335427,1136750,1699365311738
10692000,10693000,54,1699365309424,1369843,1699365311738
10692000,10693000,63,1699365336174,875680,1699365311738
10692000,10693000,74,1699365336278,1277232,1699365311738
10692000,10693000,47,1699365336295,984765,1699365311738
10692000,10693000,24,1699365336824,1081815,1699365311738
10692000,10693000,13,1699365337297,1457651,1699365311738
10693000,10694000,100,1699365335618,1379555,1699365311932
10693000,10694000,54,1699365309622,1389823,1699365311932
10693000,10694000,63,1699365336369,935941,1699365311932
10693000,10694000,74,1699365336476,2378385,1699365311932
10693000,10694000,47,1699365336489,1075231,1699365311932
10693000,10694000,24,1699365337026,1258836,1699365311932
10693000,10694000,13,1699365337501,1525924,1699365311932
10694000,10695000,98,1699365329457,1354856,1699365312133
10694000,10695000,100,1699365335808,1132819,1699365312133
10694000,10695000,54,1699365309818,1465609,1699365312133
10694000,10695000,63,1699365336563,1192840,1699365312133
10694000,10695000,47,1699365336683,1088922,1699365312133
10694000,10695000,74,1699365336674,1209224,1699365312133
10694000,10695000,24,1699365337230,1676795,1699365312133
10694000,10695000,13,1699365337705,1603343,1699365312133
10695000,10696000,98,1699365329648,2122186,1699365312330
10695000,10696000,100,1699365335999,1117911,1699365312330
10695000,10696000,54,1699365310015,2311157,1699365312330
10695000,10696000,63,1699365336758,1159472,1699365312330
10695000,10696000,47,1699365336877,1216809,1699365312330
10695000,10696000,74,1699365336873,1372049,1699365312330
10695000,10696000,24,1699365337433,1377459,1699365312330
10695000,10696000,13,1699365337909,1558367,1699365312330
10696000,10697000,98,1699365329847,2028150,1699365312726
10696000,10697000,100,1699365336189,1292431,1699365312726
10696000,10697000,54,1699365310213,4078814,1699365312726
10696000,10697000,63,1699365336952,3730645,1699365312726
10696000,10697000,47,1699365337072,1840226,1699365312726
10696000,10697000,74,1699365337071,3215499,1699365312726
10696000,10697000,24,1699365337636,3060181,1699365312726
10696000,10697000,13,1699365338113,2146766,1699365312726
10697000,10698000,98,1699365329878,2013942,1699365312928
10697000,10698000,100,1699365336380,1197560,1699365312928
10697000,10698000,54,1699365310409,3420669,1699365312928
10697000,10698000,63,1699365337147,4150451,1699365312928
10697000,10698000,74,1699365337269,2914904,1699365312928
10697000,10698000,47,1699365337391,4400019,1699365312928
10697000,10698000,24,1699365337839,4189985,1699365312928
10697000,10698000,13,1699365338445,5017968,1699365312928
10698000,10699000,98,1699365330031,1742747,1699365313124
10698000,10699000,100,1699365336570,1670653,1699365313124
10698000,10699000,54,1699365310607,4824903,1699365313124
10698000,10699000,63,1699365337342,4265971,1699365313124
10698000,10699000,74,1699365337468,3061777,1699365313124
10698000,10699000,47,1699365337585,2171227,1699365313124
10698000,10699000,24,1699365338042,2787528,1699365313124
10698000,10699000,13,1699365338649,5092679,1699365313124
10699000,10700000,98,1699365330042,2779942,1699365313126
10699000,10700000,100,1699365336762,2339327,1699365313126
10699000,10700000,54,1699365310804,5134772,1699365313126
10699000,10700000,63,1699365337537,4267810,1699365313126
10699000,10700000,74,1699365337665,1830939,1699365313126
10699000,10700000,47,1699365337780,3336369,1699365313126
10699000,10700000,24,1699365338245,3992956,1699365313126
10699000,10700000,13,1699365338852,6601662,1699365313126
10700000,10701000,98,1699365330229,2017880,1699365313324
10700000,10701000,100,1699365336952,2933814,1699365313324
10700000,10701000,54,1699365311000,4070724,1699365313324
10700000,10701000,63,1699365337731,5055263,1699365313324
10700000,10701000,74,1699365337863,2453650,1699365313324
10700000,10701000,47,1699365337974,4310348,1699365313324
10700000,10701000,24,1699365338448,4205182,1699365313324
10700000,10701000,13,1699365338901,5492956,1699365313324
10701000,10702000,98,1699365330429,2094481,1699365313515
10701000,10702000,100,1699365336971,1546288,1699365313515
10701000,10702000,54,1699365311197,4394913,1699365313515
10701000,10702000,63,1699365337925,1895817,1699365313515
10701000,10702000,74,1699365338061,3356588,1699365313515
10701000,10702000,47,1699365338169,2939689,1699365313515
10701000,10702000,24,1699365338651,3624344,1699365313515
10701000,10702000,13,1699365339092,5413038,1699365313515
10702000,10703000,98,1699365330486,2246761,1699365313907
10702000,10703000,100,1699365337157,2138244,1699365313907
10702000,10703000,54,1699365311394,3057342,1699365313907
10702000,10703000,63,1699365338121,2056806,1699365313907
10702000,10703000,74,1699365338260,1419912,1699365313907
10702000,10703000,47,1699365338362,2976536,1699365313907
