debs$start:INTEGER(64 bits),debs$end:INTEGER(64 bits),debs$sid:INTEGER(64 bits),debs$absolute_v:INTEGER(64 bits),timestamp
1700669456350,1700669516350,54,10986211,1700669516405
1700669456300,1700669516300,24,12272884,1700669516406
1700669456350,1700669516350,24,12272884,1700669516406
1700669456300,1700669516300,100,8337268,1700669516420
1700669456350,1700669516350,100,8337268,1700669516420
1700669456300,1700669516300,63,5976893,1700669516428
1700669456350,1700669516350,63,5976893,1700669516428
1700669456400,1700669516400,13,10359872,1700669516500
1700669456450,1700669516450,13,10359872,1700669516500
1700669456400,1700669516400,54,12314917,1700669516506
1700669456450,1700669516450,54,12314917,1700669516506
1700669456400,1700669516400,24,15288634,1700669516508
1700669456450,1700669516450,24,15288634,1700669516508
1700669456400,1700669516400,47,11279083,1700669516510
1700669456450,1700669516450,47,11279083,1700669516510
1700669456400,1700669516400,100,9424635,1700669516527
1700669456450,1700669516450,100,9424635,1700669516527
1700669456400,1700669516400,63,6983597,1700669516531
1700669456450,1700669516450,63,6983597,1700669516531
1700669456500,1700669516500,63,7840043,1700669516531
1700669456500,1700669516500,13,13625900,1700669516607
1700669456550,1700669516550,13,13625900,1700669516607
1700669456500,1700669516500,54,13931430,1700669516609
1700669456550,1700669516550,54,13931430,1700669516609
1700669456500,1700669516500,24,20447901,1700669516617
1700669456550,1700669516550,24,20447901,1700669516617
1700669456500,1700669516500,47,12966872,1700669516617
1700669456550,1700669516550,47,12966872,1700669516617
1700669456550,1700669516550,63,8090618,1700669516634
1700669456600,1700669516600,63,8090618,1700669516634
1700669456500,1700669516500,100,11600467,1700669516635
1700669456550,1700669516550,100,11600467,1700669516635
1700669456600,1700669516600,54,16915147,1700669516712
1700669456650,1700669516650,54,16915147,1700669516712
1700669456600,1700669516600,13,15638738,1700669516712
1700669456650,1700669516650,13,15638738,1700669516712
1700669456600,1700669516600,24,22836410,1700669516716
1700669456650,1700669516650,24,22836410,1700669516716
1700669456600,1700669516600,47,14305376,1700669516723
1700669456650,1700669516650,47,14305376,1700669516723
1700669456600,1700669516600,100,18253052,1700669516735
1700669456650,1700669516650,100,18253052,1700669516735
1700669456700,1700669516700,100,18253052,1700669516735
1700669456650,1700669516650,63,9838850,1700669516741
1700669456700,1700669516700,63,9838850,1700669516741
1700669456700,1700669516700,13,18014219,1700669516814
1700669456750,1700669516750,13,18014219,1700669516814
1700669456700,1700669516700,54,19373408,1700669516815
1700669456750,1700669516750,54,19373408,1700669516815
1700669456700,1700669516700,24,24870382,1700669516824
1700669456750,1700669516750,24,24870382,1700669516824
1700669456700,1700669516700,47,15958535,1700669516829
1700669456750,1700669516750,47,15958535,1700669516829
1700669456750,1700669516750,63,11527918,1700669516843
1700669456800,1700669516800,63,11527918,1700669516843
1700669456750,1700669516750,100,21678927,1700669516843
1700669456800,1700669516800,100,21678927,1700669516843
1700669456800,1700669516800,54,21033803,1700669516918
1700669456850,1700669516850,54,21033803,1700669516918
1700669456800,1700669516800,13,19679755,1700669516921
1700669456850,1700669516850,13,19679755,1700669516921
1700669456800,1700669516800,24,26725009,1700669516925
1700669456850,1700669516850,24,26725009,1700669516925
1700669456800,1700669516800,47,17288700,1700669516934
1700669456850,1700669516850,47,17288700,1700669516934
1700669456850,1700669516850,100,23860124,1700669516947
1700669456900,1700669516900,100,23860124,1700669516947
1700669456850,1700669516850,63,12972908,1700669516950
1700669456900,1700669516900,63,12972908,1700669516950
1700669456900,1700669516900,54,23708250,1700669517021
1700669456950,1700669516950,54,23708250,1700669517021
1700669456900,1700669516900,13,21263511,1700669517022
1700669456950,1700669516950,13,21263511,1700669517022
1700669456900,1700669516900,24,28442372,1700669517027
1700669456950,1700669516950,24,28442372,1700669517027
1700669456900,1700669516900,47,18843856,1700669517035
1700669456950,1700669516950,47,18843856,1700669517035
1700669457000,1700669517000,47,18843856,1700669517035
1700669456950,1700669516950,100,25780479,1700669517053
1700669457000,1700669517000,100,25780479,1700669517053
1700669456950,1700669516950,63,14535931,1700669517056
1700669457000,1700669517000,63,14535931,1700669517056
1700669457000,1700669517000,54,26609926,1700669517129
1700669457050,1700669517050,54,26609926,1700669517129
1700669457000,1700669517000,13,26348814,1700669517130
1700669457050,1700669517050,13,26348814,1700669517130
1700669457000,1700669517000,24,31657757,1700669517136
1700669457050,1700669517050,24,31657757,1700669517136
1700669457100,1700669517100,24,32287451,1700669517136
1700669457050,1700669517050,47,20227321,1700669517145
1700669457100,1700669517100,47,20227321,1700669517145
1700669457050,1700669517050,63,16606790,1700669517158
1700669457100,1700669517100,63,16606790,1700669517158
1700669457050,1700669517050,100,27131182,1700669517158
1700669457100,1700669517100,100,27131182,1700669517158
1700669457100,1700669517100,13,28579432,1700669517232
1700669457150,1700669517150,13,28579432,1700669517232
1700669457200,1700669517200,13,28579432,1700669517232
1700669457150,1700669517150,24,33993866,1700669517237
1700669457200,1700669517200,24,33993866,1700669517237
1700669457100,1700669517100,54,31947065,1700669517238
1700669457150,1700669517150,54,31947065,1700669517238
1700669457200,1700669517200,54,32217434,1700669517238
1700669457150,1700669517150,47,22906320,1700669517245
1700669457200,1700669517200,47,22906320,1700669517245
1700669457150,1700669517150,63,17377570,1700669517263
1700669457200,1700669517200,63,17377570,1700669517263
1700669457150,1700669517150,100,29160018,1700669517264
1700669457200,1700669517200,100,29160018,1700669517264
1700669457250,1700669517250,13,29920078,1700669517340
1700669457300,1700669517300,13,29920078,1700669517340
1700669457250,1700669517250,24,35826043,1700669517345
1700669457300,1700669517300,24,35826043,1700669517345
1700669457250,1700669517250,54,34763195,1700669517345
1700669457300,1700669517300,54,34763195,1700669517345
1700669457250,1700669517250,47,24352977,1700669517348
1700669457300,1700669517300,47,24352977,1700669517348
1700669457250,1700669517250,63,18270662,1700669517370
1700669457300,1700669517300,63,18270662,1700669517370
1700669457250,1700669517250,100,33212900,1700669517371
1700669457300,1700669517300,100,33212900,1700669517371
1700669457350,1700669517350,13,32563469,1700669517444
1700669457400,1700669517400,13,32563469,1700669517444
1700669457350,1700669517350,54,38871379,1700669517450
1700669457400,1700669517400,54,38871379,1700669517450
1700669457350,1700669517350,24,37628771,1700669517451
1700669457400,1700669517400,24,37628771,1700669517451
1700669457350,1700669517350,47,26170348,1700669517455
1700669457400,1700669517400,47,26170348,1700669517455
1700669457350,1700669517350,63,19075125,1700669517478
1700669457400,1700669517400,63,19075125,1700669517478
1700669457350,1700669517350,100,35130508,1700669517479
1700669457400,1700669517400,100,35130508,1700669517479
1700669457450,1700669517450,13,35587480,1700669517550
1700669457500,1700669517500,13,35587480,1700669517550
1700669457450,1700669517450,24,39787268,1700669517555
1700669457500,1700669517500,24,39787268,1700669517555
1700669457450,1700669517450,54,41728782,1700669517558
1700669457500,1700669517500,54,41728782,1700669517558
1700669457450,1700669517450,47,27547860,1700669517558
1700669457500,1700669517500,47,27547860,1700669517558
1700669457450,1700669517450,63,21163787,1700669517586
1700669457500,1700669517500,63,21163787,1700669517586
1700669457450,1700669517450,100,36656960,1700669517586
1700669457500,1700669517500,100,36656960,1700669517586
1700669457550,1700669517550,100,38311852,1700669517586
1700669457550,1700669517550,13,39412043,1700669517654
1700669457600,1700669517600,13,39412043,1700669517654
1700669457550,1700669517550,54,45578315,1700669517659
1700669457600,1700669517600,54,45578315,1700669517659
1700669457550,1700669517550,24,41509093,1700669517661
1700669457600,1700669517600,24,41509093,1700669517661
1700669457550,1700669517550,47,28988752,1700669517664
1700669457600,1700669517600,47,28988752,1700669517664
1700669457550,1700669517550,63,23518043,1700669517693
1700669457600,1700669517600,63,23518043,1700669517693
1700669457600,1700669517600,100,38660895,1700669517694
1700669457650,1700669517650,100,38660895,1700669517694
1700669457650,1700669517650,13,41324809,1700669517762
1700669457700,1700669517700,13,41324809,1700669517762
1700669457650,1700669517650,24,44064362,1700669517762
1700669457700,1700669517700,24,44064362,1700669517762
1700669457650,1700669517650,54,47792637,1700669517763
1700669457700,1700669517700,54,47792637,1700669517763
1700669457650,1700669517650,47,30964692,1700669517765
1700669457700,1700669517700,47,30964692,1700669517765
1700669457650,1700669517650,63,26880288,1700669517799
1700669457700,1700669517700,63,26880288,1700669517799
1700669457750,1700669517750,63,26880288,1700669517799
1700669457700,1700669517700,100,41959560,1700669517799
1700669457750,1700669517750,100,41959560,1700669517799
1700669457750,1700669517750,24,47912036,1700669517865
1700669457800,1700669517800,24,47912036,1700669517865
1700669457750,1700669517750,13,44385066,1700669517869
1700669457800,1700669517800,13,44385066,1700669517869
1700669457750,1700669517750,54,52853893,1700669517869
1700669457800,1700669517800,54,52853893,1700669517869
1700669457750,1700669517750,47,33807396,1700669517871
1700669457800,1700669517800,47,33807396,1700669517871
1700669457800,1700669517800,63,28895434,1700669517906
1700669457850,1700669517850,63,28895434,1700669517906
1700669457800,1700669517800,100,45357929,1700669517907
1700669457850,1700669517850,100,45357929,1700669517907
1700669457850,1700669517850,54,55641963,1700669517970
1700669457900,1700669517900,54,55641963,1700669517970
1700669457850,1700669517850,24,49885595,1700669517972
1700669457900,1700669517900,24,49885595,1700669517972
1700669457850,1700669517850,13,47426412,1700669517975
1700669457900,1700669517900,13,47426412,1700669517975
1700669457850,1700669517850,47,35443405,1700669517979
1700669457900,1700669517900,47,35443405,1700669517979
1700669457900,1700669517900,63,30357833,1700669518014
1700669457950,1700669517950,63,30357833,1700669518014
1700669457900,1700669517900,100,49023144,1700669518014
1700669457950,1700669517950,100,49023144,1700669518014
1700669457950,1700669517950,54,59258682,1700669518073
1700669458000,1700669518000,54,59258682,1700669518073
1700669457950,1700669517950,24,51569502,1700669518077
1700669458000,1700669518000,24,51569502,1700669518077
1700669457950,1700669517950,47,37780372,1700669518080
1700669458000,1700669518000,47,37780372,1700669518080
1700669457950,1700669517950,13,49109337,1700669518080
1700669458000,1700669518000,13,49109337,1700669518080
1700669458000,1700669518000,63,31609879,1700669518120
1700669458050,1700669518050,63,31609879,1700669518120
1700669458000,1700669518000,100,51670319,1700669518120
1700669458050,1700669518050,100,51670319,1700669518120
1700669458050,1700669518050,54,60699184,1700669518181
1700669458100,1700669518100,54,60699184,1700669518181
1700669458050,1700669518050,24,54551775,1700669518185
1700669458100,1700669518100,24,54551775,1700669518185
1700669458050,1700669518050,47,39640038,1700669518187
1700669458100,1700669518100,47,39640038,1700669518187
1700669458150,1700669518150,47,39640038,1700669518187
1700669458050,1700669518050,13,51613122,1700669518188
1700669458100,1700669518100,13,51613122,1700669518188
1700669458150,1700669518150,13,51613122,1700669518188
1700669458100,1700669518100,63,32848279,1700669518225
1700669458150,1700669518150,63,32848279,1700669518225
1700669458100,1700669518100,100,55877975,1700669518226
1700669458150,1700669518150,100,55877975,1700669518226
1700669458150,1700669518150,54,63720931,1700669518288
1700669458200,1700669518200,54,63720931,1700669518288
1700669458250,1700669518250,54,63720931,1700669518288
1700669458150,1700669518150,24,57503455,1700669518289
1700669458200,1700669518200,24,57503455,1700669518289
1700669458250,1700669518250,24,57503455,1700669518289
1700669458200,1700669518200,13,53313447,1700669518290
1700669458250,1700669518250,13,53313447,1700669518290
1700669458200,1700669518200,47,41122233,1700669518294
1700669458250,1700669518250,47,41122233,1700669518294
1700669458200,1700669518200,63,34639083,1700669518330
1700669458250,1700669518250,63,34639083,1700669518330
1700669458200,1700669518200,100,61066660,1700669518331
1700669458250,1700669518250,100,61066660,1700669518331
1700669458300,1700669518300,54,65880476,1700669518389
1700669458350,1700669518350,54,65880476,1700669518389
1700669458300,1700669518300,13,56937621,1700669518393
1700669458350,1700669518350,13,56937621,1700669518393
1700669458300,1700669518300,24,62309780,1700669518397
1700669458350,1700669518350,24,62309780,1700669518397
1700669458300,1700669518300,47,42181623,1700669518402
1700669458350,1700669518350,47,42181623,1700669518402
1700669458300,1700669518300,63,35869368,1700669518438
1700669458350,1700669518350,63,35869368,1700669518438
1700669458300,1700669518300,100,67652464,1700669518438
1700669458350,1700669518350,100,67652464,1700669518438
1700669458400,1700669518400,100,67652464,1700669518438
1700669458400,1700669518400,54,68738450,1700669518497
1700669458450,1700669518450,54,68738450,1700669518497
1700669458400,1700669518400,13,59184934,1700669518498
1700669458450,1700669518450,13,59184934,1700669518498
1700669458400,1700669518400,24,66697016,1700669518498
1700669458450,1700669518450,24,66697016,1700669518498
1700669458400,1700669518400,47,44029515,1700669518506
1700669458450,1700669518450,47,44029515,1700669518506
1700669458400,1700669518400,63,37097610,1700669518543
1700669458450,1700669518450,63,37097610,1700669518543
1700669458450,1700669518450,100,78300829,1700669518543
1700669458500,1700669518500,100,78300829,1700669518543
1700669458500,1700669518500,54,72346621,1700669518601
1700669458550,1700669518550,54,72346621,1700669518601
1700669458500,1700669518500,13,60567946,1700669518605
1700669458550,1700669518550,13,60567946,1700669518605
1700669458500,1700669518500,24,70576557,1700669518607
1700669458550,1700669518550,24,70576557,1700669518607
1700669458500,1700669518500,47,45778580,1700669518613
1700669458550,1700669518550,47,45778580,1700669518613
1700669458500,1700669518500,63,38608700,1700669518651
1700669458550,1700669518550,63,38608700,1700669518651
1700669458550,1700669518550,100,87936378,1700669518652
1700669458600,1700669518600,100,87936378,1700669518652
1700669458600,1700669518600,24,72447773,1700669518708
1700669458650,1700669518650,24,72447773,1700669518708
1700669458600,1700669518600,54,74539931,1700669518709
1700669458650,1700669518650,54,74539931,1700669518709
1700669458600,1700669518600,13,62586759,1700669518711
1700669458650,1700669518650,13,62586759,1700669518711
1700669458600,1700669518600,47,48570622,1700669518719
1700669458650,1700669518650,47,48570622,1700669518719
1700669458600,1700669518600,63,39916910,1700669518757
1700669458650,1700669518650,63,39916910,1700669518757
1700669458700,1700669518700,63,39977902,1700669518757
1700669458650,1700669518650,100,95199796,1700669518757
1700669458700,1700669518700,100,95199796,1700669518757
1700669458700,1700669518700,54,76065128,1700669518809
1700669458750,1700669518750,54,76065128,1700669518809
1700669458700,1700669518700,13,66558345,1700669518811
1700669458750,1700669518750,13,66558345,1700669518811
1700669458700,1700669518700,24,73853750,1700669518815
1700669458750,1700669518750,24,73853750,1700669518815
1700669458700,1700669518700,47,51114676,1700669518826
1700669458750,1700669518750,47,51114676,1700669518826
1700669458750,1700669518750,63,41360381,1700669518863
1700669458800,1700669518800,63,41360381,1700669518863
1700669458750,1700669518750,100,103358184,1700669518863
1700669458800,1700669518800,100,103358184,1700669518863
1700669458800,1700669518800,54,77865241,1700669518912
1700669458850,1700669518850,54,77865241,1700669518912
1700669458800,1700669518800,13,68459175,1700669518914
1700669458850,1700669518850,13,68459175,1700669518914
1700669458800,1700669518800,24,77018333,1700669518923
1700669458850,1700669518850,24,77018333,1700669518923
1700669458800,1700669518800,47,53830776,1700669518931
1700669458850,1700669518850,47,53830776,1700669518931
1700669458850,1700669518850,63,42229092,1700669518969
1700669458900,1700669518900,63,42229092,1700669518969
1700669458850,1700669518850,100,111333310,1700669518970
1700669458900,1700669518900,100,111333310,1700669518970
1700669458900,1700669518900,54,79886046,1700669519015
1700669458950,1700669518950,54,79886046,1700669519015
1700669458900,1700669518900,13,69898980,1700669519020
1700669458950,1700669518950,13,69898980,1700669519020
1700669458900,1700669518900,24,79415182,1700669519029
1700669458950,1700669518950,24,79415182,1700669519029
1700669458900,1700669518900,47,55814518,1700669519033
1700669458950,1700669518950,47,55814518,1700669519033
1700669459000,1700669519000,47,55814518,1700669519033
1700669458950,1700669518950,63,43580539,1700669519076
1700669459000,1700669519000,63,43580539,1700669519076
1700669458950,1700669518950,100,117154998,1700669519077
1700669459000,1700669519000,100,117154998,1700669519077
1700669459000,1700669519000,54,82919073,1700669519118
1700669459050,1700669519050,54,82919073,1700669519118
1700669459000,1700669519000,13,73363008,1700669519126
1700669459050,1700669519050,13,73363008,1700669519126
1700669459000,1700669519000,24,82606943,1700669519137
1700669459050,1700669519050,24,82606943,1700669519137
1700669459100,1700669519100,24,83881719,1700669519137
1700669459050,1700669519050,47,57928768,1700669519141
1700669459100,1700669519100,47,57928768,1700669519141
1700669459050,1700669519050,63,44648466,1700669519183
1700669459100,1700669519100,63,44648466,1700669519183
1700669459050,1700669519050,100,120915677,1700669519183
1700669459100,1700669519100,100,120915677,1700669519183
1700669459100,1700669519100,54,84413510,1700669519227
1700669459150,1700669519150,54,84413510,1700669519227
1700669459100,1700669519100,13,75937355,1700669519234
1700669459150,1700669519150,13,75937355,1700669519234
1700669459200,1700669519200,13,78876402,1700669519234
1700669459150,1700669519150,24,86918016,1700669519242
1700669459200,1700669519200,24,86918016,1700669519242
1700669459150,1700669519150,47,61888473,1700669519247
1700669459200,1700669519200,47,61888473,1700669519247
1700669459150,1700669519150,63,46483003,1700669519290
1700669459200,1700669519200,63,46483003,1700669519290
1700669459150,1700669519150,100,124268855,1700669519290
1700669459200,1700669519200,100,124268855,1700669519290
1700669459250,1700669519250,100,124268855,1700669519290
1700669459200,1700669519200,54,86720026,1700669519328
1700669459250,1700669519250,54,86720026,1700669519328
1700669459250,1700669519250,13,79264352,1700669519341
1700669459300,1700669519300,13,79264352,1700669519341
1700669459250,1700669519250,24,90106867,1700669519349
1700669459300,1700669519300,24,90106867,1700669519349
1700669459250,1700669519250,47,68498569,1700669519352
1700669459300,1700669519300,47,68498569,1700669519352
1700669459250,1700669519250,63,47443627,1700669519398
1700669459300,1700669519300,63,47443627,1700669519398
1700669459300,1700669519300,100,125761223,1700669519398
1700669459350,1700669519350,100,125761223,1700669519398
1700669459300,1700669519300,54,89114077,1700669519436
1700669459350,1700669519350,54,89114077,1700669519436
1700669459400,1700669519400,54,89586181,1700669519436
1700669459350,1700669519350,13,80572013,1700669519444
1700669459400,1700669519400,13,80572013,1700669519444
1700669459350,1700669519350,47,75825901,1700669519454
1700669459400,1700669519400,47,75825901,1700669519454
1700669459350,1700669519350,24,92450937,1700669519455
1700669459400,1700669519400,24,92450937,1700669519455
1700669459350,1700669519350,63,48730882,1700669519505
1700669459400,1700669519400,63,48730882,1700669519505
1700669459400,1700669519400,100,128851555,1700669519505
1700669459450,1700669519450,100,128851555,1700669519505
1700669459450,1700669519450,54,92137943,1700669519543
1700669459500,1700669519500,54,92137943,1700669519543
1700669459450,1700669519450,13,81968228,1700669519550
1700669459500,1700669519500,13,81968228,1700669519550
1700669459450,1700669519450,24,95777810,1700669519560
1700669459500,1700669519500,24,95777810,1700669519560
1700669459450,1700669519450,47,79266572,1700669519561
1700669459500,1700669519500,47,79266572,1700669519561
1700669459450,1700669519450,63,50674197,1700669519576
1700669459500,1700669519500,63,50674197,1700669519576
1700669459500,1700669519500,100,134412796,1700669519611
1700669459550,1700669519550,100,134412796,1700669519611
1700669459550,1700669519550,54,94482846,1700669519643
1700669459600,1700669519600,54,94482846,1700669519643
1700669459550,1700669519550,13,84592779,1700669519655
1700669459600,1700669519600,13,84592779,1700669519655
1700669459550,1700669519550,24,98607855,1700669519666
1700669459600,1700669519600,24,98607855,1700669519666
1700669459550,1700669519550,47,82326952,1700669519667
1700669459600,1700669519600,47,82326952,1700669519667
1700669459550,1700669519550,63,52574842,1700669519679
1700669459600,1700669519600,63,52574842,1700669519679
1700669459600,1700669519600,100,141500075,1700669519713
1700669459650,1700669519650,100,141500075,1700669519713
1700669459650,1700669519650,54,96864119,1700669519746
1700669459700,1700669519700,54,96864119,1700669519746
1700669459650,1700669519650,13,87364596,1700669519762
1700669459700,1700669519700,13,87364596,1700669519762
1700669459650,1700669519650,24,100803662,1700669519772
1700669459700,1700669519700,24,100803662,1700669519772
1700669459650,1700669519650,47,85806202,1700669519773
1700669459700,1700669519700,47,85806202,1700669519773
1700669459650,1700669519650,63,55215554,1700669519783
1700669459700,1700669519700,63,55215554,1700669519783
1700669459750,1700669519750,63,55215554,1700669519783
1700669459700,1700669519700,100,147939200,1700669519816
1700669459750,1700669519750,100,147939200,1700669519816
1700669459750,1700669519750,54,98397761,1700669519849
1700669459800,1700669519800,54,98397761,1700669519849
1700669459750,1700669519750,13,88369070,1700669519868
1700669459800,1700669519800,13,88369070,1700669519868
1700669459750,1700669519750,24,102059833,1700669519872
1700669459800,1700669519800,24,102059833,1700669519872
1700669459750,1700669519750,47,93178320,1700669519878
1700669459800,1700669519800,47,93178320,1700669519878
1700669459800,1700669519800,63,58049200,1700669519890
1700669459850,1700669519850,63,58049200,1700669519890
1700669459800,1700669519800,100,153966577,1700669519923
1700669459850,1700669519850,100,153966577,1700669519923
1700669459850,1700669519850,54,100871006,1700669519952
1700669459900,1700669519900,54,100871006,1700669519952
1700669459850,1700669519850,13,90976783,1700669519976
1700669459900,1700669519900,13,90976783,1700669519976
1700669459850,1700669519850,47,103469434,1700669519979
1700669459900,1700669519900,47,103469434,1700669519979
1700669459850,1700669519850,24,104394984,1700669519981
1700669459900,1700669519900,24,104394984,1700669519981
1700669459900,1700669519900,63,59672662,1700669519997
1700669459950,1700669519950,63,59672662,1700669519997
1700669459900,1700669519900,100,164220182,1700669520031
1700669459950,1700669519950,100,164220182,1700669520031
1700669459950,1700669519950,54,105300021,1700669520059
1700669460000,1700669520000,54,105300021,1700669520059
1700669459950,1700669519950,13,92852579,1700669520077
1700669460000,1700669520000,13,92852579,1700669520077
1700669459950,1700669519950,47,110185972,1700669520085
1700669460000,1700669520000,47,110185972,1700669520085
1700669460050,1700669520050,47,110485850,1700669520085
1700669459950,1700669519950,24,105154872,1700669520089
1700669460000,1700669520000,24,105154872,1700669520089
1700669460050,1700669520050,24,105154872,1700669520089
1700669460000,1700669520000,63,62098553,1700669520104
1700669460050,1700669520050,63,62098553,1700669520104
1700669460000,1700669520000,100,171140459,1700669520138
1700669460050,1700669520050,100,171140459,1700669520138
1700669460100,1700669520100,100,171140459,1700669520138
1700669460050,1700669520050,54,107380925,1700669520166
1700669460100,1700669520100,54,107380925,1700669520166
1700669460050,1700669520050,13,94140071,1700669520185
1700669460100,1700669520100,13,94140071,1700669520185
1700669460150,1700669520150,13,94565491,1700669520185
1700669460100,1700669520100,47,114681861,1700669520187
1700669460150,1700669520150,47,114681861,1700669520187
1700669460100,1700669520100,24,106911907,1700669520189
1700669460150,1700669520150,24,106911907,1700669520189
1700669460100,1700669520100,63,63371347,1700669520203
1700669460150,1700669520150,63,63371347,1700669520203
1700669460150,1700669520150,100,176270304,1700669520239
1700669460200,1700669520200,100,176270304,1700669520239
1700669460150,1700669520150,54,109662706,1700669520273
1700669460200,1700669520200,54,109662706,1700669520273
1700669460200,1700669520200,13,95791041,1700669520293
1700669460250,1700669520250,13,95791041,1700669520293
1700669460200,1700669520200,47,119728127,1700669520295
1700669460250,1700669520250,47,119728127,1700669520295
1700669460200,1700669520200,24,108268205,1700669520298
1700669460250,1700669520250,24,108268205,1700669520298
1700669460200,1700669520200,63,64317798,1700669520313
1700669460250,1700669520250,63,64317798,1700669520313
1700669460250,1700669520250,100,180364558,1700669520346
1700669460300,1700669520300,100,180364558,1700669520346
1700669460250,1700669520250,54,111288216,1700669520378
1700669460300,1700669520300,54,111288216,1700669520378
1700669460300,1700669520300,13,98036301,1700669520397
1700669460350,1700669520350,13,98036301,1700669520397
1700669460300,1700669520300,47,124444537,1700669520401
1700669460350,1700669520350,47,124444537,1700669520401
1700669460300,1700669520300,24,109645533,1700669520404
1700669460350,1700669520350,24,109645533,1700669520404
1700669460300,1700669520300,63,65884127,1700669520419
1700669460350,1700669520350,63,65884127,1700669520419
1700669460350,1700669520350,100,183764084,1700669520454
1700669460400,1700669520400,100,183764084,1700669520454
1700669460350,1700669520350,54,113311866,1700669520484
1700669460400,1700669520400,54,113311866,1700669520484
1700669460400,1700669520400,13,99571145,1700669520499
1700669460450,1700669520450,13,99571145,1700669520499
1700669460400,1700669520400,24,111080332,1700669520506
1700669460450,1700669520450,24,111080332,1700669520506
1700669460400,1700669520400,47,125706759,1700669520506
1700669460450,1700669520450,47,125706759,1700669520506
1700669460400,1700669520400,63,67264344,1700669520526
1700669460450,1700669520450,63,67264344,1700669520526
1700669460450,1700669520450,100,191145091,1700669520562
1700669460500,1700669520500,100,191145091,1700669520562
1700669460450,1700669520450,54,115552257,1700669520585
1700669460500,1700669520500,54,115552257,1700669520585
1700669460550,1700669520550,54,115552257,1700669520585
1700669460500,1700669520500,13,102459890,1700669520607
1700669460550,1700669520550,13,102459890,1700669520607
1700669460500,1700669520500,47,127295870,1700669520611
1700669460550,1700669520550,47,127295870,1700669520611
1700669460500,1700669520500,24,113818805,1700669520613
1700669460550,1700669520550,24,113818805,1700669520613
1700669460500,1700669520500,63,68794263,1700669520627
1700669460550,1700669520550,63,68794263,1700669520627
1700669460550,1700669520550,100,200342055,1700669520668
1700669460600,1700669520600,100,200342055,1700669520668
1700669460600,1700669520600,54,117360634,1700669520687
1700669460650,1700669520650,54,117360634,1700669520687
1700669460600,1700669520600,13,104657576,1700669520713
1700669460650,1700669520650,13,104657576,1700669520713
1700669460600,1700669520600,24,116382801,1700669520714
1700669460650,1700669520650,24,116382801,1700669520714
1700669460600,1700669520600,47,128387715,1700669520719
1700669460650,1700669520650,47,128387715,1700669520719
1700669460600,1700669520600,63,70144262,1700669520736
1700669460650,1700669520650,63,70144262,1700669520736
1700669460700,1700669520700,63,70532258,1700669520736
1700669460650,1700669520650,100,209135841,1700669520770
1700669460700,1700669520700,100,209135841,1700669520770
1700669460700,1700669520700,54,120632085,1700669520790
1700669460750,1700669520750,54,120632085,1700669520790
1700669460700,1700669520700,13,106352266,1700669520821
1700669460750,1700669520750,13,106352266,1700669520821
1700669460700,1700669520700,24,118911491,1700669520823
1700669460750,1700669520750,24,118911491,1700669520823
1700669460700,1700669520700,47,130464751,1700669520825
1700669460750,1700669520750,47,130464751,1700669520825
