debs$start:INTEGER(64 bits),debs$end:INTEGER(64 bits),debs$sid:INTEGER(16 bits),debs$absolute_v:INTEGER(64 bits),debs$absolute_a:INTEGER(64 bits),timestamp
10649000,10650000,24,1699366082935,1120897,1699366057956
10650000,10651000,98,1699366078608,861259,1699366058444
10650000,10651000,74,1699366082549,894948,1699366058444
10650000,10651000,100,1699366082744,1035080,1699366058444
10650000,10651000,47,1699366082798,1158905,1699366058444
10650000,10651000,63,1699366083074,1055217,1699366058444
10650000,10651000,54,1699366056611,1172267,1699366058444
10650000,10651000,13,1699366083362,1314169,1699366058444
10650000,10651000,24,1699366083473,1423883,1699366058444
10651000,10652000,74,1699366083037,1238920,1699366059034
10651000,10652000,47,1699366083245,1298589,1699366059034
10651000,10652000,100,1699366083192,1304120,1699366059034
10651000,10652000,63,1699366083530,1150009,1699366059034
10651000,10652000,54,1699366057153,1301602,1699366059034
10651000,10652000,13,1699366083874,1384631,1699366059034
10651000,10652000,24,1699366083929,1378683,1699366059034
10652000,10653000,74,1699366083573,936457,1699366059496
10652000,10653000,100,1699366083698,1288735,1699366059496
10652000,10653000,63,1699366084108,1105491,1699366059496
10652000,10653000,47,1699366084030,1366504,1699366059496
10652000,10653000,54,1699366057629,1491453,1699366059496
10652000,10653000,13,1699366084380,1273904,1699366059496
10652000,10653000,24,1699366084386,1391956,1699366059496
10653000,10654000,98,1699366078656,1468247,1699366060160
10653000,10654000,100,1699366084236,1090641,1699366060160
10653000,10654000,74,1699366084093,1055786,1699366060160
10653000,10654000,63,1699366084595,1240159,1699366060160
10653000,10654000,47,1699366084537,1011690,1699366060160
10653000,10654000,54,1699366058160,1366166,1699366060160
10653000,10654000,13,1699366084824,1065857,1699366060160
10653000,10654000,24,1699366084975,1069675,1699366060160
10654000,10655000,98,1699366079152,1756339,1699366060644
10654000,10655000,100,1699366084732,1030838,1699366060644
10654000,10655000,74,1699366084666,1033693,1699366060644
10654000,10655000,63,1699366085088,1240939,1699366060644
10654000,10655000,47,1699366085009,1793322,1699366060644
10654000,10655000,54,1699366058616,1064551,1699366060644
10654000,10655000,24,1699366085442,1057638,1699366060644
10654000,10655000,13,1699366085609,1300654,1699366060644
10655000,10656000,98,1699366079310,1078146,1699366061109
10655000,10656000,74,1699366085209,1051617,1699366061109
10655000,10656000,100,1699366085268,882300,1699366061109
10655000,10656000,63,1699366085572,1031904,1699366061109
10655000,10656000,47,1699366085528,1063230,1699366061109
10655000,10656000,54,1699366059074,1165850,1699366061109
10655000,10656000,24,1699366085945,1333430,1699366061109
10655000,10656000,13,1699366086091,1225495,1699366061109
10656000,10657000,98,1699366079790,1348255,1699366061605
10656000,10657000,100,1699366085775,971727,1699366061605
10656000,10657000,74,1699366085708,1111332,1699366061605
10656000,10657000,63,1699366086034,1005324,1699366061605
10656000,10657000,47,1699366085994,1784685,1699366061605
10656000,10657000,54,1699366059564,1047063,1699366061605
10656000,10657000,24,1699366086407,1449243,1699366061605
10656000,10657000,13,1699366086598,1464457,1699366061605
10657000,10658000,98,1699366080287,1330736,1699366062131
10657000,10658000,100,1699366086263,980735,1699366062131
10657000,10658000,74,1699366086219,996733,1699366062131
10657000,10658000,63,1699366086550,992456,1699366062131
10657000,10658000,47,1699366086511,1225354,1699366062131
10657000,10658000,54,1699366060062,1069044,1699366062131
10657000,10658000,24,1699366086909,1290766,1699366062131
10657000,10658000,13,1699366087088,1351847,1699366062131
10658000,10659000,98,1699366080756,1222805,1699366062575
10658000,10659000,74,1699366086727,1078373,1699366062575
10658000,10659000,100,1699366086777,1212679,1699366062575
10658000,10659000,47,1699366086998,1555282,1699366062575
10658000,10659000,63,1699366087051,816965,1699366062575
10658000,10659000,54,1699366060542,1010332,1699366062575
10658000,10659000,24,1699366087340,1627288,1699366062575
10658000,10659000,13,1699366087614,1631245,1699366062575
10659000,10660000,98,1699366080760,1620768,1699366063019
10659000,10660000,74,1699366087199,966024,1699366063019
10659000,10660000,100,1699366087260,1152580,1699366063019
10659000,10660000,47,1699366087469,2122744,1699366063019
10659000,10660000,63,1699366087565,946593,1699366063019
10659000,10660000,54,1699366061041,2016545,1699366063019
10659000,10660000,24,1699366087750,1056015,1699366063019
10659000,10660000,13,1699366088133,1119518,1699366063019
10660000,10661000,74,1699366087651,828051,1699366063577
10660000,10661000,100,1699366087767,1355196,1699366063577
10660000,10661000,47,1699366087959,1006170,1699366063577
10660000,10661000,63,1699366088040,1059438,1699366063577
10660000,10661000,54,1699366061360,952772,1699366063577
10660000,10661000,24,1699366088280,1175033,1699366063577
10660000,10661000,13,1699366088537,1042225,1699366063577
10661000,10662000,98,1699366080800,1030532,1699366064043
10661000,10662000,74,1699366088111,972597,1699366064043
10661000,10662000,100,1699366088276,1985382,1699366064043
10661000,10662000,47,1699366088411,1760149,1699366064043
10661000,10662000,63,1699366088574,795899,1699366064043
10661000,10662000,54,1699366061893,1239476,1699366064043
10661000,10662000,24,1699366088850,1219173,1699366064043
10661000,10662000,13,1699366089140,1258053,1699366064043
10662000,10663000,98,1699366080871,2096302,1699366064516
10662000,10663000,100,1699366088758,1237651,1699366064516
10662000,10663000,74,1699366088704,874721,1699366064516
10662000,10663000,47,1699366088866,872863,1699366064516
10662000,10663000,63,1699366089058,1112569,1699366064516
10662000,10663000,54,1699366062413,1118735,1699366064516
10662000,10663000,24,1699366089402,905298,1699366064516
10662000,10663000,13,1699366089611,1355805,1699366064516
10663000,10664000,100,1699366089195,1804805,1699366065002
10663000,10664000,74,1699366089197,1251117,1699366065002
10663000,10664000,47,1699366089356,702063,1699366065002
10663000,10664000,63,1699366089556,849434,1699366065002
10663000,10664000,54,1699366062903,1018370,1699366065002
10663000,10664000,24,1699366089883,1212671,1699366065002
10663000,10664000,13,1699366090109,1451132,1699366065002
10664000,10665000,74,1699366089696,1404399,1699366065862
10664000,10665000,100,1699366089724,1497338,1699366065862
10664000,10665000,47,1699366089876,804430,1699366065862
10664000,10665000,54,1699366063377,1298730,1699366065862
10664000,10665000,63,1699366090061,861543,1699366065862
10664000,10665000,13,1699366090584,1372431,1699366065862
10664000,10665000,24,1699366090452,1278836,1699366065862
10665000,10666000,98,1699366081208,1491247,1699366066305
10665000,10666000,74,1699366090142,805624,1699366066305
10665000,10666000,100,1699366090231,1504508,1699366066305
10665000,10666000,47,1699366090331,722825,1699366066305
10665000,10666000,54,1699366063808,1295576,1699366066305
10665000,10666000,63,1699366090596,955308,1699366066305
10665000,10666000,24,1699366091004,1350445,1699366066305
10665000,10666000,13,1699366091319,1205758,1699366066305
10666000,10667000,98,1699366081306,1156834,1699366066815
10666000,10667000,74,1699366090723,1051257,1699366066815
10666000,10667000,100,1699366090728,2084249,1699366066815
10666000,10667000,47,1699366090766,806147,1699366066815
10666000,10667000,54,1699366064263,1142590,1699366066815
10666000,10667000,63,1699366091204,1027783,1699366066815
10666000,10667000,24,1699366091606,1375437,1699366066815
10666000,10667000,13,1699366091796,1449588,1699366066815
10667000,10668000,98,1699366081832,652248,1699366067303
10667000,10668000,74,1699366091192,1032037,1699366067303
10667000,10668000,100,1699366091238,1990884,1699366067303
10667000,10668000,54,1699366064715,1157960,1699366067303
10667000,10668000,47,1699366091292,915716,1699366067303
10667000,10668000,63,1699366091731,909617,1699366067303
10667000,10668000,24,1699366092143,1415661,1699366067303
10667000,10668000,13,1699366092269,1319346,1699366067303
10668000,10669000,98,1699366081882,1426959,1699366067743
10668000,10669000,74,1699366091662,1347891,1699366067743
10668000,10669000,100,1699366091747,1748844,1699366067743
10668000,10669000,54,1699366065152,1016824,1699366067743
10668000,10669000,47,1699366091861,827547,1699366067743
10668000,10669000,63,1699366092264,1101044,1699366067743
10668000,10669000,24,1699366092619,1144062,1699366067743
10668000,10669000,13,1699366092805,1304088,1699366067743
10669000,10670000,98,1699366081930,1692828,1699366068258
10669000,10670000,74,1699366092170,1502102,1699366068258
10669000,10670000,100,1699366092138,1419151,1699366068258
10669000,10670000,54,1699366065609,1039750,1699366068258
10669000,10670000,47,1699366092395,969112,1699366068258
10669000,10670000,63,1699366092825,1041217,1699366068258
10669000,10670000,24,1699366093112,1351348,1699366068258
10669000,10670000,13,1699366093278,1293054,1699366068258
10670000,10671000,98,1699366082374,1910588,1699366068789
10670000,10671000,74,1699366092665,1108959,1699366068789
10670000,10671000,100,1699366092631,1176551,1699366068789
10670000,10671000,47,1699366092859,968334,1699366068789
10670000,10671000,54,1699366066105,953165,1699366068789
10670000,10671000,63,1699366093341,1065923,1699366068789
10670000,10671000,24,1699366093698,1230766,1699366068789
10670000,10671000,13,1699366093770,1317426,1699366068789
10671000,10672000,98,1699366082804,817619,1699366069264
10671000,10672000,74,1699366093133,1021322,1699366069264
10671000,10672000,100,1699366093184,1003705,1699366069264
10671000,10672000,47,1699366093323,922726,1699366069264
10671000,10672000,54,1699366066666,1082968,1699366069264
10671000,10672000,63,1699366094073,1025437,1699366069264
10671000,10672000,24,1699366094274,1171505,1699366069264
10671000,10672000,13,1699366094280,1335831,1699366069264
10672000,10673000,98,1699366083208,1179187,1699366069811
10672000,10673000,74,1699366093581,1025619,1699366069811
10672000,10673000,100,1699366093682,925541,1699366069811
10672000,10673000,47,1699366093867,1114558,1699366069811
10672000,10673000,54,1699366067294,1450724,1699366069811
10672000,10673000,63,1699366094551,1066873,1699366069811
10672000,10673000,24,1699366094802,1320567,1699366069811
10672000,10673000,13,1699366094847,1141714,1699366069811
10673000,10674000,74,1699366094090,790854,1699366070312
10673000,10674000,100,1699366094175,1060979,1699366070312
10673000,10674000,47,1699366094401,1176459,1699366070312
10673000,10674000,54,1699366067814,2430746,1699366070312
10673000,10674000,63,1699366095032,1061250,1699366070312
10673000,10674000,24,1699366095320,1099244,1699366070312
10673000,10674000,13,1699366095332,1281685,1699366070312
10674000,10675000,74,1699366094578,1240470,1699366071337
10674000,10675000,100,1699366094673,1120975,1699366071337
10674000,10675000,47,1699366094901,1331526,1699366071337
10674000,10675000,54,1699366068401,1352007,1699366071337
10674000,10675000,63,1699366095553,849273,1699366071337
10674000,10675000,24,1699366095776,971669,1699366071337
10674000,10675000,13,1699366095894,1268381,1699366071337
10675000,10676000,98,1699366083315,1237758,1699366071877
10675000,10676000,74,1699366095096,1425263,1699366071877
10675000,10676000,100,1699366095154,1044346,1699366071877
10675000,10676000,54,1699366069042,1519739,1699366071877
10675000,10676000,47,1699366095687,1619082,1699366071877
10675000,10676000,63,1699366095968,978497,1699366071877
10675000,10676000,13,1699366096392,1475665,1699366071877
10675000,10676000,24,1699366096690,1311792,1699366071877
10676000,10677000,98,1699366083386,1159889,1699366072460
10676000,10677000,74,1699366095580,1130459,1699366072460
10676000,10677000,100,1699366095669,849779,1699366072460
10676000,10677000,54,1699366069542,1142247,1699366072460
10676000,10677000,47,1699366096239,1071721,1699366072460
10676000,10677000,63,1699366096476,883883,1699366072460
10676000,10677000,13,1699366097242,1373759,1699366072460
10676000,10677000,24,1699366097271,1163868,1699366072460
10677000,10678000,98,1699366083685,2012556,1699366072912
10677000,10678000,74,1699366096030,1071181,1699366072912
10677000,10678000,100,1699366096179,1445944,1699366072912
10677000,10678000,54,1699366070133,1349195,1699366072912
10677000,10678000,47,1699366096832,1056526,1699366072912
10677000,10678000,63,1699366097061,1049644,1699366072912
10677000,10678000,13,1699366097818,1306080,1699366072912
10677000,10678000,24,1699366097857,1068749,1699366072912
10678000,10679000,98,1699366083757,1496332,1699366073466
10678000,10679000,74,1699366096574,1058010,1699366073466
10678000,10679000,100,1699366096642,1283622,1699366073466
10678000,10679000,54,1699366070723,1574041,1699366073466
10678000,10679000,47,1699366097398,1655936,1699366073466
10678000,10679000,63,1699366097513,1022438,1699366073466
10678000,10679000,13,1699366098379,1789913,1699366073466
10678000,10679000,24,1699366098401,1443017,1699366073466
10679000,10680000,98,1699366084137,2059678,1699366073935
10679000,10680000,100,1699366097145,1467237,1699366073935
10679000,10680000,74,1699366097071,1244251,1699366073935
10679000,10680000,54,1699366071238,1236283,1699366073935
10679000,10680000,47,1699366097964,1239129,1699366073935
10679000,10680000,63,1699366097999,974477,1699366073935
10679000,10680000,13,1699366098864,1201005,1699366073935
10679000,10680000,24,1699366098856,1751153,1699366073935
10680000,10681000,74,1699366097535,1157010,1699366074399
10680000,10681000,100,1699366097424,1426763,1699366074399
10680000,10681000,54,1699366071722,1220131,1699366074399
10680000,10681000,47,1699366098371,1106439,1699366074399
10680000,10681000,63,1699366098531,1100445,1699366074399
10680000,10681000,13,1699366099369,2062580,1699366074399
10680000,10681000,24,1699366099406,1698193,1699366074399
10681000,10682000,74,1699366098007,1052600,1699366074977
10681000,10682000,100,1699366097957,1287943,1699366074977
10681000,10682000,54,1699366072298,1402316,1699366074977
10681000,10682000,63,1699366099033,2076513,1699366074977
10681000,10682000,47,1699366099017,1073955,1699366074977
10681000,10682000,13,1699366099925,1628390,1699366074977
10681000,10682000,24,1699366099901,1329396,1699366074977
10682000,10683000,98,1699366084187,1602990,1699366075464
10682000,10683000,100,1699366098432,1089906,1699366075464
10682000,10683000,74,1699366098529,1797415,1699366075464
10682000,10683000,54,1699366072753,1342880,1699366075464
10682000,10683000,63,1699366099481,2118083,1699366075464
10682000,10683000,47,1699366099604,999408,1699366075464
10682000,10683000,24,1699366100393,1289016,1699366075464
10682000,10683000,13,1699366100448,1876798,1699366075464
10683000,10684000,98,1699366084588,1481159,1699366075950
10683000,10684000,100,1699366098915,1000349,1699366075950
10683000,10684000,74,1699366099031,1688845,1699366075950
10683000,10684000,54,1699366073269,1222161,1699366075950
10683000,10684000,63,1699366099926,2525421,1699366075950
10683000,10684000,47,1699366100145,1035239,1699366075950
10683000,10684000,13,1699366101026,1523553,1699366075950
10683000,10684000,24,1699366100946,1298408,1699366075950
10684000,10685000,98,1699366085105,1857409,1699366076390
10684000,10685000,100,1699366099473,1108305,1699366076390
10684000,10685000,74,1699366099626,1002631,1699366076390
10684000,10685000,54,1699366073759,1060584,1699366076390
10684000,10685000,63,1699366100437,4211023,1699366076390
10684000,10685000,47,1699366100698,771789,1699366076390
10684000,10685000,24,1699366101499,1383615,1699366076390
10684000,10685000,13,1699366101501,1518442,1699366076390
10685000,10686000,98,1699366085551,628574,1699366077323
10685000,10686000,100,1699366099535,1222229,1699366077323
10685000,10686000,74,1699366100066,1475781,1699366077323
10685000,10686000,54,1699366074277,1081810,1699366077323
10685000,10686000,63,1699366101027,1493900,1699366077323
10685000,10686000,47,1699366101223,812256,1699366077323
10685000,10686000,24,1699366101935,1623686,1699366077323
10685000,10686000,13,1699366102015,1468286,1699366077323
10686000,10687000,100,1699366099618,1281267,1699366077858
10686000,10687000,74,1699366100541,1000866,1699366077858
10686000,10687000,54,1699366074577,1338552,1699366077858
10686000,10687000,63,1699366101578,1729881,1699366077858
10686000,10687000,47,1699366101793,1108709,1699366077858
10686000,10687000,24,1699366102455,1322960,1699366077858
10686000,10687000,13,1699366102739,1378049,1699366077858
10687000,10688000,98,1699366085557,1483026,1699366078425
10687000,10688000,100,1699366100058,1095778,1699366078425
10687000,10688000,74,1699366100982,1152722,1699366078425
10687000,10688000,54,1699366074856,1573053,1699366078425
10687000,10688000,63,1699366102118,940837,1699366078425
10687000,10688000,47,1699366102411,876912,1699366078425
10687000,10688000,24,1699366103073,1579595,1699366078425
10687000,10688000,13,1699366103255,1582979,1699366078425
10688000,10689000,98,1699366085674,1928231,1699366078985
10688000,10689000,100,1699366100602,1157027,1699366078985
10688000,10689000,74,1699366101524,962325,1699366078985
10688000,10689000,54,1699366075082,1375285,1699366078985
10688000,10689000,63,1699366102592,1143329,1699366078985
10688000,10689000,47,1699366102923,1070042,1699366078985
10688000,10689000,24,1699366103695,1383335,1699366078985
10688000,10689000,13,1699366103808,1789608,1699366078985
10689000,10690000,98,1699366086149,892406,1699366079490
10689000,10690000,100,1699366101042,1176264,1699366079490
10689000,10690000,74,1699366102040,1257234,1699366079490
10689000,10690000,54,1699366075530,1489879,1699366079490
10689000,10690000,63,1699366103030,1238744,1699366079490
10689000,10690000,47,1699366103533,947518,1699366079490
10689000,10690000,24,1699366104150,1123030,1699366079490
10689000,10690000,13,1699366104394,1753466,1699366079490
10690000,10691000,98,1699366086150,1696884,1699366080041
10690000,10691000,100,1699366101471,1094513,1699366080041
10690000,10691000,74,1699366102534,1175690,1699366080041
10690000,10691000,54,1699366076002,1271425,1699366080041
10690000,10691000,63,1699366103531,877279,1699366080041
10690000,10691000,47,1699366104005,1116014,1699366080041
10690000,10691000,13,1699366104953,1377082,1699366080041
10690000,10691000,24,1699366104917,1430768,1699366080041
10691000,10692000,98,1699366086550,2023416,1699366080599
10691000,10692000,100,1699366101928,1516282,1699366080599
10691000,10692000,54,1699366076383,2083640,1699366080599
10691000,10692000,74,1699366103031,1967185,1699366080599
10691000,10692000,63,1699366104041,1073246,1699366080599
10691000,10692000,47,1699366104476,1119339,1699366080599
10691000,10692000,13,1699366105439,1470857,1699366080599
10691000,10692000,24,1699366105457,1351647,1699366080599
10692000,10693000,100,1699366102506,1136750,1699366081026
10692000,10693000,74,1699366103532,1277232,1699366081026
10692000,10693000,54,1699366076835,1369843,1699366081026
10692000,10693000,63,1699366104554,875680,1699366081026
10692000,10693000,47,1699366104947,984765,1699366081026
10692000,10693000,13,1699366105915,1457651,1699366081026
10692000,10693000,24,1699366106005,1081815,1699366081026
10693000,10694000,100,1699366103060,1379555,1699366081474
10693000,10694000,54,1699366077344,1389823,1699366081474
10693000,10694000,74,1699366104027,2378385,1699366081474
10693000,10694000,63,1699366105001,935941,1699366081474
10693000,10694000,47,1699366105476,1075231,1699366081474
10693000,10694000,13,1699366106383,1525924,1699366081474
10693000,10694000,24,1699366106548,1258836,1699366081474
10694000,10695000,98,1699366086601,1354856,1699366081970
10694000,10695000,100,1699366103497,1132819,1699366081970
10694000,10695000,54,1699366077843,1465609,1699366081970
10694000,10695000,74,1699366104619,1209224,1699366081970
10694000,10695000,63,1699366105448,1192840,1699366081970
10694000,10695000,47,1699366106022,1088922,1699366081970
10694000,10695000,13,1699366106891,1603343,1699366081970
10694000,10695000,24,1699366107010,1676795,1699366081970
10695000,10696000,98,1699366087078,2122186,1699366082468
10695000,10696000,100,1699366103982,1117911,1699366082468
10695000,10696000,54,1699366078321,2311157,1699366082468
10695000,10696000,74,1699366105182,1372049,1699366082468
10695000,10696000,63,1699366105914,1159472,1699366082468
10695000,10696000,47,1699366106469,1216809,1699366082468
10695000,10696000,13,1699366107449,1558367,1699366082468
10695000,10696000,24,1699366107455,1377459,1699366082468
10696000,10697000,98,1699366087560,2028150,1699366083286
10696000,10697000,100,1699366104477,1292431,1699366083286
10696000,10697000,54,1699366078841,4078814,1699366083286
10696000,10697000,74,1699366105653,3215499,1699366083286
10696000,10697000,63,1699366106381,3730645,1699366083286
10696000,10697000,47,1699366107015,1840226,1699366083286
10696000,10697000,13,1699366107993,2146766,1699366083286
10696000,10697000,24,1699366107961,3060181,1699366083286
10697000,10698000,98,1699366087634,2013942,1699366083754
10697000,10698000,100,1699366105025,1197560,1699366083754
10697000,10698000,54,1699366079350,3420669,1699366083754
10697000,10698000,74,1699366106183,2914904,1699366083754
10697000,10698000,63,1699366106961,4150451,1699366083754
10697000,10698000,47,1699366107800,4400019,1699366083754
10697000,10698000,24,1699366108478,4189985,1699366083754
10697000,10698000,13,1699366108748,5017968,1699366083754
10698000,10699000,98,1699366088050,1742747,1699366084219
10698000,10699000,100,1699366105593,1670653,1699366084219
10698000,10699000,54,1699366079842,4824903,1699366084219
10698000,10699000,74,1699366106727,3061777,1699366084219
10698000,10699000,63,1699366107489,4265971,1699366084219
10698000,10699000,47,1699366108324,2171227,1699366084219
10698000,10699000,24,1699366108996,2787528,1699366084219
10698000,10699000,13,1699366109229,5092679,1699366084219
10699000,10700000,98,1699366088078,2779942,1699366084611
10699000,10700000,100,1699366106086,2339327,1699366084611
10699000,10700000,54,1699366080384,5134772,1699366084611
10699000,10700000,74,1699366107190,1830939,1699366084611
10699000,10700000,63,1699366107939,4267810,1699366084611
10699000,10700000,47,1699366108766,3336369,1699366084611
10699000,10700000,24,1699366109572,3992956,1699366084611
10699000,10700000,13,1699366109699,6601662,1699366084611
10700000,10701000,98,1699366088540,2017880,1699366085087
10700000,10701000,100,1699366106592,2933814,1699366085087
10700000,10701000,54,1699366080885,4070724,1699366085087
10700000,10701000,74,1699366107720,2453650,1699366085087
10700000,10701000,63,1699366108462,5055263,1699366085087
10700000,10701000,47,1699366109286,4310348,1699366085087
10700000,10701000,13,1699366109818,5492956,1699366085087
10700000,10701000,24,1699366110186,4205182,1699366085087
10701000,10702000,98,1699366089002,2094481,1699366085595
10701000,10702000,100,1699366106637,1546288,1699366085595
10701000,10702000,54,1699366081410,4394913,1699366085595
10701000,10702000,74,1699366108214,3356588,1699366085595
10701000,10702000,63,1699366109022,1895817,1699366085595
10701000,10702000,47,1699366109761,2939689,1699366085595
10701000,10702000,13,1699366110268,5413038,1699366085595
10701000,10702000,24,1699366110669,3624344,1699366085595
10702000,10703000,98,1699366089129,2246761,1699366086683
10702000,10703000,100,1699366107136,2138244,1699366086683
10702000,10703000,54,1699366081928,3057342,1699366086683
10702000,10703000,74,1699366108675,1419912,1699366086683
10702000,10703000,63,1699366109543,2056806,1699366086683
10702000,10703000,47,1699366110245,2976536,1699366086683
