debs$start:INTEGER(64 bits),debs$end:INTEGER(64 bits),debs$sid:INTEGER(64 bits),debs$absolute_v:INTEGER(64 bits),timestamp
1700492136000,1700492137000,54,21935488,1700492137285
1700492136000,1700492137000,47,12111617,1700492137331
1700492136000,1700492137000,24,22739344,1700492137333
1700492136000,1700492137000,100,23745705,1700492137401
1700492136000,1700492137000,63,29562841,1700492137511
1700492137000,1700492138000,13,27087766,1700492138112
1700492137000,1700492138000,54,63544573,1700492138254
1700492137000,1700492138000,47,11253296,1700492138265
1700492137000,1700492138000,100,16445249,1700492138356
1700492137000,1700492138000,24,39521833,1700492138367
1700492137000,1700492138000,63,30323729,1700492138449
1700492138000,1700492139000,24,21588735,1700492139082
1700492138000,1700492139000,47,12552981,1700492139115
1700492138000,1700492139000,54,25710438,1700492139139
1700492138000,1700492139000,13,34132594,1700492139189
1700492138000,1700492139000,63,20181358,1700492139431
1700492138000,1700492139000,100,20051734,1700492139442
1700492139000,1700492140000,13,30076674,1700492140130
1700492139000,1700492140000,24,26702767,1700492140135
1700492139000,1700492140000,47,13633503,1700492140145
1700492139000,1700492140000,54,31592382,1700492140180
1700492139000,1700492140000,100,19518090,1700492140182
1700492139000,1700492140000,63,18074841,1700492140395
1700492140000,1700492141000,54,34801829,1700492141113
1700492140000,1700492141000,13,23135638,1700492141123
1700492140000,1700492141000,47,16426710,1700492141179
1700492140000,1700492141000,100,23728528,1700492141229
1700492140000,1700492141000,63,13381781,1700492141238
1700492140000,1700492141000,24,30281900,1700492141337
1700492141000,1700492142000,47,12312770,1700492142107
1700492141000,1700492142000,63,20960233,1700492142159
1700492141000,1700492142000,100,19486061,1700492142159
1700492141000,1700492142000,13,21592365,1700492142177
1700492141000,1700492142000,24,26243277,1700492142235
1700492141000,1700492142000,54,66696299,1700492142253
1700492142000,1700492143000,13,22667704,1700492143105
1700492142000,1700492143000,47,17698651,1700492143122
1700492142000,1700492143000,24,20885054,1700492143136
1700492142000,1700492143000,54,24938980,1700492143167
1700492142000,1700492143000,63,17508552,1700492143242
1700492142000,1700492143000,100,20258857,1700492143357
1700492143000,1700492144000,47,11591852,1700492144087
1700492143000,1700492144000,54,22017620,1700492144105
1700492143000,1700492144000,63,14969615,1700492144132
1700492143000,1700492144000,13,39870554,1700492144148
1700492143000,1700492144000,24,26449735,1700492144224
1700492143000,1700492144000,100,19318106,1700492144247
1700492144000,1700492145000,47,17003366,1700492145108
1700492144000,1700492145000,54,30232983,1700492145146
1700492144000,1700492145000,24,25570947,1700492145157
1700492144000,1700492145000,13,37306137,1700492145291
1700492144000,1700492145000,100,25500470,1700492145329
1700492144000,1700492145000,63,12157406,1700492145342
1700492145000,1700492146000,13,23675014,1700492146148
1700492145000,1700492146000,100,29404161,1700492146151
1700492145000,1700492146000,47,15506423,1700492146153
1700492145000,1700492146000,63,15755810,1700492146158
1700492145000,1700492146000,24,23853519,1700492146183
1700492145000,1700492146000,54,69760493,1700492146279
1700492146000,1700492147000,54,73300069,1700492147096
1700492146000,1700492147000,24,20379424,1700492147098
1700492146000,1700492147000,13,22429891,1700492147101
1700492146000,1700492147000,63,19257900,1700492147166
1700492146000,1700492147000,100,50944743,1700492147272
1700492146000,1700492147000,47,14919643,1700492147298
1700492147000,1700492148000,47,13112115,1700492148125
1700492147000,1700492148000,24,33500504,1700492148137
1700492147000,1700492148000,54,146065615,1700492148149
1700492147000,1700492148000,63,35218762,1700492148202
1700492147000,1700492148000,13,28591286,1700492148265
1700492147000,1700492148000,100,85494639,1700492148315
1700492148000,1700492149000,54,202375091,1700492149091
1700492148000,1700492149000,13,27422946,1700492149160
1700492148000,1700492149000,24,32035501,1700492149186
1700492148000,1700492149000,100,87520999,1700492149221
1700492148000,1700492149000,63,104952161,1700492149234
1700492148000,1700492149000,47,23448513,1700492149262
1700492149000,1700492150000,13,24123723,1700492150080
1700492149000,1700492150000,24,37516715,1700492150112
1700492149000,1700492150000,54,178924407,1700492150115
1700492149000,1700492150000,100,61924943,1700492150128
1700492149000,1700492150000,47,34968599,1700492150182
1700492149000,1700492150000,63,209924082,1700492150251
1700492150000,1700492151000,13,32397879,1700492151131
1700492150000,1700492151000,24,111150824,1700492151143
1700492150000,1700492151000,54,190789312,1700492151184
1700492150000,1700492151000,63,169143358,1700492151213
1700492150000,1700492151000,47,158629048,1700492151252
1700492150000,1700492151000,100,100218834,1700492151335
1700492151000,1700492152000,24,69544173,1700492152110
1700492151000,1700492152000,54,195853173,1700492152244
1700492151000,1700492152000,13,36894787,1700492152249
1700492151000,1700492152000,63,158297882,1700492152267
1700492151000,1700492152000,100,32570356,1700492152267
1700492151000,1700492152000,47,50024471,1700492152303
1700492152000,1700492153000,24,177713884,1700492153097
1700492152000,1700492153000,54,133937424,1700492153117
1700492152000,1700492153000,13,27171830,1700492153118
1700492152000,1700492153000,100,71803071,1700492153142
1700492152000,1700492153000,47,190274874,1700492153191
1700492152000,1700492153000,63,181310698,1700492153218
1700492153000,1700492154000,63,36662196,1700492154082
1700492153000,1700492154000,54,85423313,1700492154165
1700492153000,1700492154000,47,157029093,1700492154270
1700492153000,1700492154000,100,77717609,1700492154299
1700492153000,1700492154000,24,164674332,1700492154310
1700492153000,1700492154000,13,216226223,1700492154341
1700492154000,1700492155000,24,146651200,1700492155080
1700492154000,1700492155000,54,105865856,1700492155110
1700492154000,1700492155000,13,82946007,1700492155131
1700492154000,1700492155000,47,102803711,1700492155178
1700492154000,1700492155000,63,41829435,1700492155254
1700492154000,1700492155000,100,66067128,1700492155254
1700492155000,1700492156000,47,188029620,1700492156075
1700492155000,1700492156000,24,117804797,1700492156135
1700492155000,1700492156000,100,63609613,1700492156143
1700492155000,1700492156000,54,51468411,1700492156151
1700492155000,1700492156000,13,255461651,1700492156159
1700492155000,1700492156000,63,62798420,1700492156417
1700492156000,1700492157000,13,262880590,1700492157098
1700492156000,1700492157000,24,218394879,1700492157148
1700492156000,1700492157000,54,37064860,1700492157168
1700492156000,1700492157000,100,90555585,1700492157185
1700492156000,1700492157000,47,84595752,1700492157265
1700492156000,1700492157000,63,49230739,1700492157398
1700492157000,1700492158000,54,106176105,1700492158096
1700492157000,1700492158000,100,80261550,1700492158130
1700492157000,1700492158000,13,193185306,1700492158146
1700492157000,1700492158000,47,47352386,1700492158147
1700492157000,1700492158000,24,177861608,1700492158182
1700492157000,1700492158000,63,49800794,1700492158442
1700492158000,1700492159000,47,28590268,1700492159110
1700492158000,1700492159000,24,35046257,1700492159118
1700492158000,1700492159000,54,49775133,1700492159125
1700492158000,1700492159000,100,57431883,1700492159148
1700492158000,1700492159000,13,86883955,1700492159198
1700492158000,1700492159000,63,28465412,1700492159369
1700492159000,1700492160000,24,62047381,1700492160128
1700492159000,1700492160000,13,141456842,1700492160176
1700492159000,1700492160000,100,56456636,1700492160244
1700492159000,1700492160000,47,130539964,1700492160259
1700492159000,1700492160000,54,32535438,1700492160269
1700492159000,1700492160000,63,47318088,1700492160449
1700492160000,1700492161000,54,152648273,1700492161113
1700492160000,1700492161000,13,39831322,1700492161126
1700492160000,1700492161000,24,40506038,1700492161169
1700492160000,1700492161000,47,39608774,1700492161173
1700492160000,1700492161000,100,67183339,1700492161267
1700492160000,1700492161000,63,19044531,1700492161357
1700492161000,1700492162000,54,156592727,1700492162122
1700492161000,1700492162000,24,21652118,1700492162135
1700492161000,1700492162000,13,31338907,1700492162160
1700492161000,1700492162000,47,15761305,1700492162245
1700492161000,1700492162000,100,39814317,1700492162324
1700492161000,1700492162000,63,19586059,1700492162462
1700492162000,1700492163000,24,32724356,1700492163063
1700492162000,1700492163000,47,23101137,1700492163127
1700492162000,1700492163000,54,132543492,1700492163180
1700492162000,1700492163000,13,39370775,1700492163200
1700492162000,1700492163000,63,15298506,1700492163286
1700492162000,1700492163000,100,27844161,1700492163294
1700492163000,1700492164000,54,63213846,1700492164096
1700492163000,1700492164000,24,57214921,1700492164125
1700492163000,1700492164000,13,40134075,1700492164137
1700492163000,1700492164000,47,62476469,1700492164175
1700492163000,1700492164000,100,149188017,1700492164360
1700492163000,1700492164000,63,56106032,1700492164479
1700492164000,1700492165000,54,24795366,1700492165115
1700492164000,1700492165000,47,27317911,1700492165135
1700492164000,1700492165000,24,119960024,1700492165149
1700492164000,1700492165000,13,42682227,1700492165162
1700492164000,1700492165000,63,87906156,1700492165694
1700492164000,1700492165000,100,43889380,1700492165870
1700492165000,1700492166000,13,43088748,1700492166063
1700492165000,1700492166000,54,18990876,1700492166073
1700492165000,1700492166000,24,215197586,1700492166255
1700492165000,1700492166000,47,42966077,1700492166301
1700492165000,1700492166000,63,36338602,1700492166397
1700492165000,1700492166000,100,125592802,1700492166471
1700492166000,1700492167000,47,88219745,1700492167097
1700492166000,1700492167000,24,173757685,1700492167153
1700492166000,1700492167000,54,39322330,1700492167265
1700492166000,1700492167000,63,21759584,1700492167281
1700492166000,1700492167000,13,58637429,1700492167292
1700492166000,1700492167000,100,85216600,1700492167436
1700492167000,1700492168000,24,25944369,1700492168095
1700492167000,1700492168000,47,32721951,1700492168160
1700492167000,1700492168000,54,152827803,1700492168162
1700492167000,1700492168000,13,42490548,1700492168353
1700492167000,1700492168000,63,26124060,1700492168380
1700492167000,1700492168000,100,76571290,1700492168494
1700492168000,1700492169000,13,23053621,1700492169081
1700492168000,1700492169000,54,78100734,1700492169128
1700492168000,1700492169000,47,52787526,1700492169244
1700492168000,1700492169000,24,23056434,1700492169273
1700492168000,1700492169000,100,64982438,1700492169275
1700492168000,1700492169000,63,27775553,1700492169282
1700492169000,1700492170000,100,51170229,1700492170122
1700492169000,1700492170000,13,26893068,1700492170125
1700492169000,1700492170000,54,103014132,1700492170152
1700492169000,1700492170000,24,61156217,1700492170178
1700492169000,1700492170000,63,40641712,1700492170239
1700492169000,1700492170000,47,75269044,1700492170491
1700492170000,1700492171000,13,19606567,1700492171111
1700492170000,1700492171000,63,19973142,1700492171135
1700492170000,1700492171000,100,33933391,1700492171135
1700492170000,1700492171000,54,79189414,1700492171199
1700492170000,1700492171000,24,39226368,1700492171251
1700492170000,1700492171000,47,57147611,1700492171365
1700492171000,1700492172000,47,65441984,1700492172073
1700492171000,1700492172000,54,72719655,1700492172100
1700492171000,1700492172000,24,187684633,1700492172134
1700492171000,1700492172000,13,23810029,1700492172145
1700492171000,1700492172000,63,26811074,1700492172201
1700492171000,1700492172000,100,28762298,1700492172201
1700492172000,1700492173000,54,123247904,1700492173127
1700492172000,1700492173000,24,94379542,1700492173176
1700492172000,1700492173000,47,28476993,1700492173178
1700492172000,1700492173000,13,24890830,1700492173289
1700492172000,1700492173000,100,25634424,1700492173302
1700492172000,1700492173000,63,20840576,1700492173302
1700492173000,1700492174000,47,109712543,1700492174095
1700492173000,1700492174000,13,32700701,1700492174104
1700492173000,1700492174000,63,18169491,1700492174128
1700492173000,1700492174000,100,102187909,1700492174138
1700492173000,1700492174000,54,38465127,1700492174139
1700492173000,1700492174000,24,72679862,1700492174224
1700492174000,1700492175000,24,55998987,1700492175117
1700492174000,1700492175000,47,29335572,1700492175134
1700492174000,1700492175000,54,60158465,1700492175152
1700492174000,1700492175000,63,16264671,1700492175171
1700492174000,1700492175000,100,105583440,1700492175171
1700492174000,1700492175000,13,33936313,1700492175184
1700492175000,1700492176000,54,32081286,1700492176104
1700492175000,1700492176000,13,33692060,1700492176113
1700492175000,1700492176000,47,53943734,1700492176151
1700492175000,1700492176000,24,88520299,1700492176156
1700492175000,1700492176000,63,17944644,1700492176264
1700492175000,1700492176000,100,37367886,1700492176274
1700492176000,1700492177000,24,30317636,1700492177107
1700492176000,1700492177000,47,25485405,1700492177112
1700492176000,1700492177000,100,100199551,1700492177164
1700492176000,1700492177000,54,34090983,1700492177173
1700492176000,1700492177000,13,31845702,1700492177187
1700492176000,1700492177000,63,16488093,1700492177401
1700492177000,1700492178000,54,34931441,1700492178127
1700492177000,1700492178000,24,133056640,1700492178155
1700492177000,1700492178000,47,21702968,1700492178173
1700492177000,1700492178000,63,14325516,1700492178220
1700492177000,1700492178000,13,25760892,1700492178260
1700492177000,1700492178000,100,130678526,1700492178285
1700492178000,1700492179000,13,29945559,1700492179167
