debs$start:INTEGER(64 bits),debs$end:INTEGER(64 bits),debs$sid:INTEGER(16 bits),debs$absolute_v:INTEGER(64 bits),debs$absolute_a:INTEGER(64 bits),timestamp
10671000,10672000,98,1699370935292,817619,1699370923604
10671000,10672000,100,1699370946715,1003705,1699370923604
10671000,10672000,74,1699370947050,1021322,1699370923604
10671000,10672000,47,1699370947340,922726,1699370923604
10671000,10672000,24,1699370948038,1171505,1699370923604
10671000,10672000,54,1699370921591,1082968,1699370923604
10671000,10672000,63,1699370948385,1025437,1699370923604
10671000,10672000,13,1699370948563,1335831,1699370923604
10672000,10673000,98,1699370935695,1179187,1699370924145
10672000,10673000,100,1699370947235,925541,1699370924145
10672000,10673000,74,1699370947548,1025619,1699370924145
10672000,10673000,47,1699370947833,1114558,1699370924145
10672000,10673000,24,1699370948591,1320567,1699370924145
10672000,10673000,54,1699370922097,1450724,1699370924145
10672000,10673000,63,1699370948942,1066873,1699370924145
10672000,10673000,13,1699370949105,1141714,1699370924145
10673000,10674000,100,1699370947826,1060979,1699370924704
10673000,10674000,74,1699370948005,790854,1699370924704
10673000,10674000,47,1699370948376,1176459,1699370924704
10673000,10674000,24,1699370949179,1099244,1699370924704
10673000,10674000,54,1699370922638,2430746,1699370924704
10673000,10674000,63,1699370949464,1061250,1699370924704
10673000,10674000,13,1699370949634,1281685,1699370924704
10674000,10675000,100,1699370948383,1120975,1699370925171
10674000,10675000,74,1699370948558,1240470,1699370925171
10674000,10675000,47,1699370948891,1331526,1699370925171
10674000,10675000,24,1699370949704,971669,1699370925171
10674000,10675000,54,1699370923166,1352007,1699370925171
10674000,10675000,63,1699370949963,849273,1699370925171
10674000,10675000,13,1699370950175,1268381,1699370925171
10675000,10676000,98,1699370935776,1237758,1699370926144
10675000,10676000,100,1699370948757,1044346,1699370926144
10675000,10676000,74,1699370949130,1425263,1699370926144
10675000,10676000,47,1699370949686,1619082,1699370926144
10675000,10676000,54,1699370923672,1519739,1699370926144
10675000,10676000,63,1699370950414,978497,1699370926144
10675000,10676000,24,1699370950499,1311792,1699370926144
10675000,10676000,13,1699370950738,1475665,1699370926144
10676000,10677000,98,1699370935843,1159889,1699370926676
10676000,10677000,100,1699370949340,849779,1699370926676
10676000,10677000,74,1699370949578,1130459,1699370926676
10676000,10677000,47,1699370950240,1071721,1699370926676
10676000,10677000,54,1699370924202,1142247,1699370926676
10676000,10677000,24,1699370951029,1163868,1699370926676
10676000,10677000,63,1699370950920,883883,1699370926676
10676000,10677000,13,1699370951550,1373759,1699370926676
10677000,10678000,98,1699370936153,2012556,1699370927179
10677000,10678000,100,1699370949847,1445944,1699370927179
10677000,10678000,74,1699370950106,1071181,1699370927179
10677000,10678000,47,1699370950796,1056526,1699370927179
10677000,10678000,54,1699370924735,1349195,1699370927179
10677000,10678000,63,1699370951622,1049644,1699370927179
10677000,10678000,24,1699370951533,1068749,1699370927179
10677000,10678000,13,1699370952050,1306080,1699370927179
10678000,10679000,98,1699370936224,1496332,1699370927676
10678000,10679000,100,1699370950332,1283622,1699370927676
10678000,10679000,74,1699370950557,1058010,1699370927676
10678000,10679000,47,1699370951327,1655936,1699370927676
10678000,10679000,54,1699370925301,1574041,1699370927676
10678000,10679000,63,1699370952076,1022438,1699370927676
10678000,10679000,24,1699370952072,1443017,1699370927676
10678000,10679000,13,1699370952592,1789913,1699370927676
10679000,10680000,98,1699370936707,2059678,1699370928144
10679000,10680000,100,1699370950834,1467237,1699370928144
10679000,10680000,74,1699370951020,1244251,1699370928144
10679000,10680000,47,1699370951760,1239129,1699370928144
10679000,10680000,54,1699370925818,1236283,1699370928144
10679000,10680000,63,1699370952606,974477,1699370928144
10679000,10680000,24,1699370952627,1751153,1699370928144
10679000,10680000,13,1699370953129,1201005,1699370928144
10680000,10681000,100,1699370951310,1426763,1699370928648
10680000,10681000,74,1699370951613,1157010,1699370928648
10680000,10681000,47,1699370952232,1106439,1699370928648
10680000,10681000,54,1699370926327,1220131,1699370928648
10680000,10681000,24,1699370953157,1698193,1699370928648
10680000,10681000,63,1699370953128,1100445,1699370928648
10680000,10681000,13,1699370953615,2062580,1699370928648
10681000,10682000,100,1699370951913,1287943,1699370929208
10681000,10682000,74,1699370952109,1052600,1699370929208
10681000,10682000,47,1699370952736,1073955,1699370929208
10681000,10682000,54,1699370926828,1402316,1699370929208
10681000,10682000,24,1699370953633,1329396,1699370929208
10681000,10682000,63,1699370953620,2076513,1699370929208
10681000,10682000,13,1699370954120,1628390,1699370929208
10682000,10683000,98,1699370936753,1602990,1699370929714
10682000,10683000,100,1699370952471,1089906,1699370929714
10682000,10683000,74,1699370952629,1797415,1699370929714
10682000,10683000,47,1699370953095,999408,1699370929714
10682000,10683000,54,1699370927348,1342880,1699370929714
10682000,10683000,24,1699370954081,1289016,1699370929714
10682000,10683000,63,1699370954119,2118083,1699370929714
10682000,10683000,13,1699370954654,1876798,1699370929714
10683000,10684000,98,1699370937260,1481159,1699370930239
10683000,10684000,100,1699370953008,1000349,1699370930239
10683000,10684000,74,1699370953147,1688845,1699370930239
10683000,10684000,47,1699370953578,1035239,1699370930239
10683000,10684000,54,1699370927859,1222161,1699370930239
10683000,10684000,24,1699370954593,1298408,1699370930239
10683000,10684000,63,1699370954707,2525421,1699370930239
10683000,10684000,13,1699370955249,1523553,1699370930239
10684000,10685000,98,1699370937718,1857409,1699370930735
10684000,10685000,100,1699370953528,1108305,1699370930735
10684000,10685000,74,1699370953784,1002631,1699370930735
10684000,10685000,47,1699370954087,771789,1699370930735
10684000,10685000,54,1699370928370,1060584,1699370930735
10684000,10685000,24,1699370955076,1383615,1699370930735
10684000,10685000,63,1699370955265,4211023,1699370930735
10684000,10685000,13,1699370955740,1518442,1699370930735
10685000,10686000,98,1699370938242,628574,1699370931725
10685000,10686000,100,1699370953581,1222229,1699370931725
10685000,10686000,74,1699370954345,1475781,1699370931725
10685000,10686000,47,1699370954546,812256,1699370931725
10685000,10686000,54,1699370928861,1081810,1699370931725
10685000,10686000,24,1699370955597,1623686,1699370931725
10685000,10686000,63,1699370955885,1493900,1699370931725
10685000,10686000,13,1699370956269,1468286,1699370931725
10686000,10687000,100,1699370953649,1281267,1699370932283
10686000,10687000,47,1699370954994,1108709,1699370932283
10686000,10687000,74,1699370954952,1000866,1699370932283
10686000,10687000,54,1699370929360,1338552,1699370932283
10686000,10687000,24,1699370956089,1322960,1699370932283
10686000,10687000,63,1699370956537,1729881,1699370932283
10686000,10687000,13,1699370957125,1378049,1699370932283
10687000,10688000,98,1699370938247,1483026,1699370932763
10687000,10688000,100,1699370954217,1095778,1699370932763
10687000,10688000,74,1699370955523,1152722,1699370932763
10687000,10688000,47,1699370955475,876912,1699370932763
10687000,10688000,54,1699370929942,1573053,1699370932763
10687000,10688000,24,1699370956599,1579595,1699370932763
10687000,10688000,63,1699370957075,940837,1699370932763
10687000,10688000,13,1699370957608,1582979,1699370932763
10688000,10689000,98,1699370938350,1928231,1699370933286
10688000,10689000,100,1699370954839,1157027,1699370933286
10688000,10689000,74,1699370955986,962325,1699370933286
10688000,10689000,47,1699370956014,1070042,1699370933286
10688000,10689000,54,1699370930419,1375285,1699370933286
10688000,10689000,24,1699370957066,1383335,1699370933286
10688000,10689000,63,1699370957577,1143329,1699370933286
10688000,10689000,13,1699370958176,1789608,1699370933286
10689000,10690000,98,1699370938814,892406,1699370933797
10689000,10690000,100,1699370955367,1176264,1699370933797
10689000,10690000,47,1699370956545,947518,1699370933797
10689000,10690000,74,1699370956424,1257234,1699370933797
10689000,10690000,54,1699370930909,1489879,1699370933797
10689000,10690000,24,1699370957566,1123030,1699370933797
10689000,10690000,63,1699370958137,1238744,1699370933797
10689000,10690000,13,1699370958685,1753466,1699370933797
10690000,10691000,98,1699370938815,1696884,1699370934190
10690000,10691000,100,1699370955843,1094513,1699370934190
10690000,10691000,74,1699370956951,1175690,1699370934190
10690000,10691000,47,1699370956961,1116014,1699370934190
10690000,10691000,54,1699370931449,1271425,1699370934190
10690000,10691000,24,1699370958383,1430768,1699370934190
10690000,10691000,63,1699370958622,877279,1699370934190
10690000,10691000,13,1699370959229,1377082,1699370934190
10691000,10692000,98,1699370939274,2023416,1699370934680
10691000,10692000,100,1699370956390,1516282,1699370934680
10691000,10692000,74,1699370957419,1967185,1699370934680
10691000,10692000,47,1699370957477,1119339,1699370934680
10691000,10692000,54,1699370931900,2083640,1699370934680
10691000,10692000,24,1699370958899,1351647,1699370934680
10691000,10692000,63,1699370959164,1073246,1699370934680
10691000,10692000,13,1699370959705,1470857,1699370934680
10692000,10693000,100,1699370956930,1136750,1699370935184
10692000,10693000,74,1699370957956,1277232,1699370935184
10692000,10693000,47,1699370958054,984765,1699370935184
10692000,10693000,54,1699370932394,1369843,1699370935184
10692000,10693000,24,1699370959395,1081815,1699370935184
10692000,10693000,63,1699370959746,875680,1699370935184
10692000,10693000,13,1699370960174,1457651,1699370935184
10693000,10694000,100,1699370957434,1379555,1699370935721
10693000,10694000,47,1699370958528,1075231,1699370935721
10693000,10694000,74,1699370958489,2378385,1699370935721
10693000,10694000,54,1699370932925,1389823,1699370935721
10693000,10694000,24,1699370959849,1258836,1699370935721
10693000,10694000,63,1699370960232,935941,1699370935721
10693000,10694000,13,1699370960641,1525924,1699370935721
10694000,10695000,98,1699370939332,1354856,1699370936194
10694000,10695000,100,1699370957933,1132819,1699370936194
10694000,10695000,47,1699370959001,1088922,1699370936194
10694000,10695000,74,1699370959046,1209224,1699370936194
10694000,10695000,54,1699370933406,1465609,1699370936194
10694000,10695000,24,1699370960360,1676795,1699370936194
10694000,10695000,63,1699370960757,1192840,1699370936194
10694000,10695000,13,1699370961196,1603343,1699370936194
10695000,10696000,98,1699370939822,2122186,1699370936719
10695000,10696000,100,1699370958439,1117911,1699370936719
10695000,10696000,47,1699370959498,1216809,1699370936719
10695000,10696000,74,1699370959490,1372049,1699370936719
10695000,10696000,54,1699370933899,2311157,1699370936719
10695000,10696000,24,1699370960905,1377459,1699370936719
10695000,10696000,63,1699370961263,1159472,1699370936719
10695000,10696000,13,1699370961748,1558367,1699370936719
10696000,10697000,98,1699370940249,2028150,1699370937784
10696000,10697000,100,1699370958893,1292431,1699370937784
10696000,10697000,47,1699370959942,1840226,1699370937784
10696000,10697000,74,1699370959959,3215499,1699370937784
10696000,10697000,54,1699370934419,4078814,1699370937784
10696000,10697000,24,1699370961418,3060181,1699370937784
10696000,10697000,63,1699370961767,3730645,1699370937784
10696000,10697000,13,1699370962259,2146766,1699370937784
10697000,10698000,98,1699370940334,2013942,1699370938315
10697000,10698000,100,1699370959374,1197560,1699370938315
10697000,10698000,74,1699370960493,2914904,1699370938315
10697000,10698000,47,1699370960612,4400019,1699370938315
10697000,10698000,54,1699370934922,3420669,1699370938315
10697000,10698000,24,1699370961952,4189985,1699370938315
10697000,10698000,63,1699370962282,4150451,1699370938315
10697000,10698000,13,1699370963088,5017968,1699370938315
10698000,10699000,98,1699370940666,1742747,1699370938821
10698000,10699000,100,1699370959919,1670653,1699370938821
10698000,10699000,74,1699370961019,3061777,1699370938821
10698000,10699000,47,1699370961148,2171227,1699370938821
10698000,10699000,54,1699370935445,4824903,1699370938821
10698000,10699000,24,1699370962505,2787528,1699370938821
10698000,10699000,63,1699370962807,4265971,1699370938821
10698000,10699000,13,1699370963685,5092679,1699370938821
10699000,10700000,98,1699370940718,2779942,1699370938831
10699000,10700000,100,1699370960433,2339327,1699370938831
10699000,10700000,74,1699370961546,1830939,1699370938831
10699000,10700000,47,1699370961685,3336369,1699370938831
10699000,10700000,54,1699370935976,5134772,1699370938831
10699000,10700000,24,1699370963099,3992956,1699370938831
10699000,10700000,63,1699370963390,4267810,1699370938831
10699000,10700000,13,1699370964227,6601662,1699370938831
10700000,10701000,98,1699370941285,2017880,1699370939322
10700000,10701000,100,1699370960902,2933814,1699370939322
10700000,10701000,74,1699370962056,2453650,1699370939322
10700000,10701000,47,1699370962171,4310348,1699370939322
10700000,10701000,54,1699370936545,4070724,1699370939322
10700000,10701000,24,1699370963559,4205182,1699370939322
10700000,10701000,63,1699370963918,5055263,1699370939322
10700000,10701000,13,1699370964355,5492956,1699370939322
10701000,10702000,98,1699370941745,2094481,1699370939855
10701000,10702000,100,1699370960956,1546288,1699370939855
10701000,10702000,74,1699370962544,3356588,1699370939855
10701000,10702000,47,1699370962669,2939689,1699370939855
10701000,10702000,54,1699370937114,4394913,1699370939855
10701000,10702000,24,1699370964065,3624344,1699370939855
10701000,10702000,63,1699370964398,1895817,1699370939855
10701000,10702000,13,1699370964856,5413038,1699370939855
10702000,10703000,98,1699370941897,2246761,1699370940876
10702000,10703000,100,1699370961442,2138244,1699370940876
10702000,10703000,74,1699370963029,1419912,1699370940876
10702000,10703000,47,1699370963159,2976536,1699370940876
10702000,10703000,54,1699370937630,3057342,1699370940876
10702000,10703000,24,1699370964578,3454097,1699370940876
