debs$start:INTEGER(64 bits),debs$end:INTEGER(64 bits),debs$sid:INTEGER(16 bits),debs$absolute_a:INTEGER(32 bits),timestamp
10655000,10656000,63,211540452,1699018262712
10654000,10655000,13,283542594,1699018262727
10655000,10656000,54,240165279,1699018262751
10654000,10655000,47,373011088,1699018262807
10657000,10658000,100,191243329,1699018262822
10694000,10695000,98,227615846,1699018262850
10655000,10656000,24,286687562,1699018262909
10655000,10656000,74,212426774,1699018262947
10656000,10657000,63,205086256,1699018263011
10655000,10656000,13,268383449,1699018263021
10656000,10657000,54,216742177,1699018263067
10658000,10659000,100,236472472,1699018263090
10695000,10696000,98,413826364,1699018263100
10655000,10656000,47,222215145,1699018263129
10656000,10657000,24,313036592,1699018263221
10696000,10697000,98,186589874,1699018263225
10656000,10657000,74,223377752,1699018263270
10697000,10698000,98,104724987,1699018263309
10657000,10658000,63,203453673,1699018263314
10656000,10657000,13,320716197,1699018263324
10698000,10699000,98,60996155,1699018263353
10657000,10658000,54,221292278,1699018263383
10659000,10660000,100,224753138,1699018263402
10656000,10657000,47,372999226,1699018263449
10657000,10658000,24,277514729,1699018263533
10657000,10658000,74,201340066,1699018263551
10699000,10700000,98,430891045,1699018263568
10658000,10659000,63,166661036,1699018263585
10660000,10661000,100,264263387,1699018263669
10657000,10658000,13,296054671,1699018263676
10658000,10659000,54,209138908,1699018263699
10658000,10659000,24,218056593,1699018263755
10657000,10658000,47,256099120,1699018263771
10659000,10660000,54,112926560,1699018263788
10700000,10701000,98,395504666,1699018263873
10658000,10659000,74,216753018,1699018263879
10659000,10660000,63,194051592,1699018263902
10661000,10662000,100,387149633,1699018263967
10658000,10659000,13,357242655,1699018263984
10659000,10660000,24,227043438,1699018264053
10660000,10661000,54,190554464,1699018264060
10658000,10659000,47,325053970,1699018264092
10701000,10702000,98,351872876,1699018264122
10702000,10703000,98,190974766,1699018264205
10659000,10660000,74,195136991,1699018264207
10660000,10661000,63,216125536,1699018264219
10662000,10663000,100,241342085,1699018264230
10659000,10660000,13,244055115,1699018264293
10660000,10661000,24,253807176,1699018264348
10661000,10662000,54,256571693,1699018264375
10703000,10704000,98,261096861,1699018264410
10659000,10660000,47,443653678,1699018264413
10660000,10661000,74,166438344,1699018264530
10663000,10664000,100,351937100,1699018264533
10661000,10662000,63,163159483,1699018264535
10660000,10661000,13,228247380,1699018264644
10661000,10662000,24,262122328,1699018264653
10662000,10663000,54,231578149,1699018264696
10704000,10705000,98,358787615,1699018264710
10660000,10661000,47,209283538,1699018264735
10705000,10706000,98,81928436,1699018264753
10661000,10662000,74,196464645,1699018264800
10664000,10665000,100,291980922,1699018264802
10662000,10663000,63,226964247,1699018264852
10662000,10663000,24,150279524,1699018264924
10661000,10662000,13,275513613,1699018264952
10663000,10664000,54,210802596,1699018265003
10706000,10707000,98,250343729,1699018265045
10661000,10662000,47,367871323,1699018265054
10665000,10666000,100,293379214,1699018265103
10662000,10663000,74,176693771,1699018265120
10663000,10664000,63,174134024,1699018265170
10663000,10664000,24,260724421,1699018265236
10662000,10663000,13,296921490,1699018265260
10664000,10665000,54,268837308,1699018265303
10707000,10708000,98,196258710,1699018265353
10666000,10667000,100,406428622,1699018265357
10662000,10663000,47,182428474,1699018265374
10664000,10665000,63,175754776,1699018265439
10663000,10664000,74,251474694,1699018265444
10664000,10665000,24,276228672,1699018265549
10663000,10664000,13,316346896,1699018265568
10708000,10709000,98,203114493,1699018265605
10665000,10666000,54,268184294,1699018265619
10667000,10668000,100,388222443,1699018265658
10663000,10664000,47,146731225,1699018265697
10664000,10665000,74,283688607,1699018265723
10665000,10666000,63,194882903,1699018265759
10709000,10710000,98,154242979,1699018265817
10665000,10666000,24,290345768,1699018265861
10664000,10665000,13,300562555,1699018265905
10668000,10669000,100,341024743,1699018265921
10666000,10667000,54,236516284,1699018265935
10710000,10711000,98,143980519,1699018265944
10664000,10665000,47,168125944,1699018266019
10665000,10666000,74,161930554,1699018266055
10666000,10667000,63,210695699,1699018266073
10665000,10666000,13,264061053,1699018266213
10666000,10667000,24,297094559,1699018266217
10669000,10670000,100,276734459,1699018266229
10711000,10712000,98,333194634,1699018266234
10667000,10668000,54,239697918,1699018266236
10665000,10666000,47,150347759,1699018266341
10667000,10668000,63,185561884,1699018266371
10666000,10667000,74,212354058,1699018266379
10667000,10668000,24,256234750,1699018266485
10712000,10713000,98,273259733,1699018266487
10668000,10669000,54,210482686,1699018266489
10670000,10671000,100,229427540,1699018266497
10666000,10667000,13,317459874,1699018266520
10666000,10667000,47,168484852,1699018266664
10668000,10669000,63,225714204,1699018266672
10667000,10668000,74,207439451,1699018266696
10713000,10714000,98,257314172,1699018266777
10668000,10669000,24,247117525,1699018266800
10669000,10670000,54,190274352,1699018266801
10671000,10672000,100,195722617,1699018266803
10667000,10668000,13,288936943,1699018266879
10669000,10670000,63,212408440,1699018266932
10668000,10669000,74,272274068,1699018266976
10667000,10668000,47,191384741,1699018266985
10714000,10715000,98,283880027,1699018267037
10672000,10673000,100,180480585,1699018267058
10670000,10671000,54,197305223,1699018267073
10669000,10670000,24,290539919,1699018267109
10668000,10669000,13,284291329,1699018267188
10670000,10671000,63,218514249,1699018267248
10668000,10669000,47,172957468,1699018267307
10669000,10670000,74,301922577,1699018267309
10715000,10716000,98,283127204,1699018267345
10673000,10674000,100,206891057,1699018267358
10671000,10672000,54,224174549,1699018267390
10670000,10671000,24,265845601,1699018267421
10669000,10670000,13,283178894,1699018267496
10671000,10672000,63,209189284,1699018267559
10716000,10717000,98,299643226,1699018267596
10674000,10675000,100,218590310,1699018267610
10669000,10670000,47,202544498,1699018267629
10670000,10671000,74,224009718,1699018267638
10672000,10673000,54,300299975,1699018267707
10671000,10672000,24,251873581,1699018267732
10670000,10671000,13,288516346,1699018267848
10672000,10673000,63,218709113,1699018267874
10717000,10718000,98,334951194,1699018267886
10671000,10672000,74,205285798,1699018267918
10675000,10676000,100,203647542,1699018267921
10670000,10671000,47,201413642,1699018267948
10673000,10674000,54,503164503,1699018268005
10672000,10673000,24,285242585,1699018268081
10718000,10719000,98,244681437,1699018268141
10671000,10672000,13,292547135,1699018268160
10676000,10677000,100,165707080,1699018268187
10673000,10674000,63,216495176,1699018268188
10672000,10673000,74,207175225,1699018268243
10671000,10672000,47,192849938,1699018268271
10674000,10675000,54,279865613,1699018268324
10673000,10674000,24,236337527,1699018268379
10719000,10720000,98,241540376,1699018268436
10672000,10673000,13,248893709,1699018268461
10677000,10678000,100,281959130,1699018268494
10674000,10675000,63,174101010,1699018268503
10673000,10674000,74,158961761,1699018268564
10672000,10673000,47,232942678,1699018268585
10675000,10676000,54,314586009,1699018268638
10674000,10675000,24,209880675,1699018268689
10720000,10721000,98,242439392,1699018268697
10673000,10674000,13,280689152,1699018268750
10675000,10676000,63,199613567,1699018268759
10678000,10679000,100,250306374,1699018268761
10674000,10675000,74,250575074,1699018268891
10673000,10674000,47,245880117,1699018268907
10676000,10677000,54,236445239,1699018268954
10721000,10722000,98,409869583,1699018268960
10675000,10676000,24,282035364,1699018268992
10679000,10680000,100,286111308,1699018269074
10676000,10677000,63,180312212,1699018269075
10674000,10675000,13,277775547,1699018269085
10675000,10676000,74,286477893,1699018269168
10674000,10675000,47,278288940,1699018269229
10722000,10723000,98,336029448,1699018269252
10677000,10678000,54,277934341,1699018269264
10676000,10677000,24,251395508,1699018269305
10680000,10681000,100,278218885,1699018269333
10677000,10678000,63,215177021,1699018269385
10675000,10676000,13,323170745,1699018269392
10676000,10677000,74,228352806,1699018269487
10723000,10724000,98,329931663,1699018269504
10678000,10679000,54,278605270,1699018269530
10675000,10676000,47,338388339,1699018269555
10677000,10678000,24,194512362,1699018269572
10681000,10682000,100,251148970,1699018269646
10678000,10679000,63,208577546,1699018269683
10676000,10677000,13,299479591,1699018269701
10724000,10725000,98,319576031,1699018269797
10679000,10680000,54,255910643,1699018269802
10677000,10678000,74,216378588,1699018269810
10678000,10679000,24,310248791,1699018269879
10676000,10677000,47,222918104,1699018269881
10682000,10683000,100,212531766,1699018269910
10679000,10680000,63,199767952,1699018269994
10725000,10726000,98,253756199,1699018270048
10677000,10678000,13,286031598,1699018270052
10680000,10681000,54,252567273,1699018270117
10678000,10679000,74,212660012,1699018270134
10677000,10678000,47,220814050,1699018270205
10683000,10684000,100,195068089,1699018270210
10679000,10680000,24,378249179,1699018270219
10680000,10681000,63,224490949,1699018270266
10684000,10685000,100,76473085,1699018270297
10726000,10727000,98,244848262,1699018270304
10678000,10679000,13,391991062,1699018270361
10679000,10680000,74,251338736,1699018270419
10685000,10686000,100,105111739,1699018270430
10681000,10682000,54,290279511,1699018270435
10727000,10728000,98,160414757,1699018270481
10678000,10679000,47,346090755,1699018270527
10680000,10681000,24,365111523,1699018270529
10681000,10682000,63,425685308,1699018270575
10679000,10680000,13,263020199,1699018270656
10686000,10687000,100,249847210,1699018270697
10680000,10681000,74,232559131,1699018270751
10682000,10683000,54,277976166,1699018270755
10728000,10729000,98,284253020,1699018270774
10681000,10682000,24,287149538,1699018270836
10679000,10680000,47,258978114,1699018270849
10682000,10683000,63,432088996,1699018270879
10680000,10681000,13,451705206,1699018270948
10687000,10688000,100,213676898,1699018271008
10729000,10730000,98,270853924,1699018271029
10683000,10684000,54,252987526,1699018271071
10681000,10682000,74,212625266,1699018271082
10682000,10683000,24,277138558,1699018271130
10680000,10681000,47,231245800,1699018271132
10683000,10684000,63,517711340,1699018271179
10688000,10689000,100,225620265,1699018271273
10681000,10682000,13,354989140,1699018271286
10730000,10731000,98,313340604,1699018271320
10682000,10683000,74,361280455,1699018271361
10684000,10685000,54,219540891,1699018271384
10683000,10684000,24,280456236,1699018271437
10681000,10682000,47,223382777,1699018271445
10684000,10685000,63,859048772,1699018271489
10731000,10732000,98,284101566,1699018271577
10689000,10690000,100,229371514,1699018271580
10682000,10683000,13,411018977,1699018271592
10683000,10684000,74,341146832,1699018271680
10685000,10686000,54,223934813,1699018271699
10685000,10686000,63,306249649,1699018271755
10682000,10683000,47,208876391,1699018271767
10684000,10685000,24,297477370,1699018271789
10690000,10691000,100,213430145,1699018271846
10732000,10733000,98,709874096,1699018271871
10683000,10684000,13,333658240,1699018271900
10684000,10685000,74,201529024,1699018272015
10686000,10687000,54,277080311,1699018272018
10686000,10687000,63,352895730,1699018272057
10733000,10734000,98,1132106883,1699018272078
10683000,10684000,47,216365155,1699018272089
10685000,10686000,24,350716362,1699018272093
10691000,10692000,100,295675021,1699018272158
10684000,10685000,13,332538949,1699018272252
10687000,10688000,54,325622150,1699018272335
10685000,10686000,74,298107764,1699018272338
10687000,10688000,63,192871586,1699018272357
10734000,10735000,98,655302460,1699018272366
10735000,10736000,98,130043106,1699018272368
10686000,10687000,24,284436571,1699018272390
10684000,10685000,47,161304016,1699018272409
10692000,10693000,100,221666292,1699018272424
10736000,10737000,98,765126659,1699018272536
10685000,10686000,13,320086403,1699018272561
10737000,10738000,98,509878841,1699018272621
10686000,10687000,74,201174129,1699018272622
10688000,10689000,54,284684043,1699018272652
10688000,10689000,63,233239157,1699018272666
10687000,10688000,24,341192637,1699018272692
10685000,10686000,47,169761691,1699018272731
10693000,10694000,100,269013325,1699018272738
10738000,10739000,98,425287945,1699018272748
10686000,10687000,13,301792759,1699018272868
10689000,10690000,54,259239027,1699018272874
10687000,10688000,74,232849967,1699018272946
10689000,10690000,63,252703934,1699018272983
10739000,10740000,98,2098921832,1699018272998
10688000,10689000,24,297417227,1699018273005
10694000,10695000,100,220899815,1699018273007
10686000,10687000,47,230611499,1699018273053
10690000,10691000,54,137313949,1699018273054
10687000,10688000,13,346672434,1699018273177
10688000,10689000,74,193427436,1699018273271
10740000,10741000,98,1710931175,1699018273286
10690000,10691000,63,179842395,1699018273298
10695000,10696000,100,217992684,1699018273309
10691000,10692000,54,431313556,1699018273358
10689000,10690000,24,242574632,1699018273361
10687000,10688000,47,183274741,1699018273375
10741000,10742000,98,1200038400,1699018273494
10688000,10689000,13,391924294,1699018273529
10689000,10690000,74,253961395,1699018273551
10691000,10692000,63,218942187,1699018273560
10696000,10697000,100,252024189,1699018273566
10690000,10691000,24,307615126,1699018273658
10742000,10743000,98,381847827,1699018273660
10692000,10693000,54,283557684,1699018273668
10688000,10689000,47,223638888,1699018273696
10743000,10744000,98,77836292,1699018273700
10745000,10746000,98,178458270,1699018273784
10689000,10690000,13,384009143,1699018273830
10697000,10698000,100,233524249,1699018273865
10692000,10693000,63,179514438,1699018273871
10690000,10691000,74,237489453,1699018273876
10691000,10692000,24,291955791,1699018273968
10693000,10694000,54,287693549,1699018273971
10689000,10690000,47,198031463,1699018274019
10746000,10747000,98,836815326,1699018274038
10698000,10699000,100,325777454,1699018274118
10690000,10691000,13,300203989,1699018274124
10748000,10749000,98,218977396,1699018274163
10693000,10694000,63,190932080,1699018274180
10691000,10692000,74,395404307,1699018274210
10750000,10751000,98,135936336,1699018274247
10751000,10752000,98,17539202,1699018274249
10694000,10695000,54,303381154,1699018274272
10692000,10693000,24,232590239,1699018274281
10752000,10753000,98,74347606,1699018274289
10690000,10691000,47,233247009,1699018274341
10753000,10754000,98,650875741,1699018274415
10699000,10700000,100,456168925,1699018274429
10691000,10692000,13,322117692,1699018274469
10694000,10695000,63,244532312,1699018274488
10700000,10701000,100,164293590,1699018274517
10692000,10693000,74,258001022,1699018274527
10695000,10696000,54,478409705,1699018274541
10693000,10694000,24,271908675,1699018274596
10691000,10692000,47,233941979,1699018274663
10754000,10755000,98,876554292,1699018274709
10692000,10693000,13,319225730,1699018274761
10701000,10702000,100,276785597,1699018274786
10695000,10696000,63,236532452,1699018274807
10693000,10694000,74,478055439,1699018274810
10696000,10697000,54,844314525,1699018274842
10694000,10695000,24,360510978,1699018274907
10755000,10756000,98,490482963,1699018274959
10692000,10693000,47,204831199,1699018274985
10702000,10703000,100,416957733,1699018275053
10693000,10694000,13,334177508,1699018275064
10696000,10697000,63,764782271,1699018275067
10756000,10757000,98,481642791,1699018275124
10694000,10695000,74,244263332,1699018275134
10697000,10698000,54,708078578,1699018275146
10695000,10696000,24,297531331,1699018275265
10693000,10694000,47,224723326,1699018275305
10703000,10704000,100,401339616,1699018275366
10697000,10698000,63,846692192,1699018275383
10757000,10758000,98,441637744,1699018275415
10694000,10695000,13,349528971,1699018275417
10695000,10696000,74,275781872,1699018275463
10698000,10699000,54,998754938,1699018275465
10704000,10705000,100,173071043,1699018275498
10696000,10697000,24,657939013,1699018275576
10694000,10695000,47,227584700,1699018275625
10758000,10759000,98,504784182,1699018275665
10698000,10699000,63,874524194,1699018275700
10695000,10696000,13,341282510,1699018275725
10696000,10697000,74,649530852,1699018275741
10699000,10700000,54,1057763056,1699018275768
10705000,10706000,100,299318531,1699018275814
10697000,10698000,24,905036871,1699018275893
10695000,10696000,47,254313125,1699018275948
10759000,10760000,98,493602541,1699018275960
10699000,10700000,63,870633304,1699018275996
10696000,10697000,13,470141833,1699018276034
10697000,10698000,74,585895752,1699018276074
10700000,10701000,54,842639883,1699018276081
10706000,10707000,100,358318947,1699018276082
10760000,10761000,98,263688320,1699018276128
10698000,10699000,24,599318603,1699018276196
10696000,10697000,47,384607360,1699018276271
10707000,10708000,100,324029731,1699018276295
10700000,10701000,63,1031273798,1699018276304
10697000,10698000,13,1098935026,1699018276329
10761000,10762000,98,290260161,1699018276377
10701000,10702000,54,909746998,1699018276399
10698000,10699000,74,618479015,1699018276402
10699000,10700000,24,862478520,1699018276507
10708000,10709000,100,361485774,1699018276558
10697000,10698000,47,915204150,1699018276587
10762000,10763000,98,238651926,1699018276588
10701000,10702000,63,388642625,1699018276615
10698000,10699000,13,1110204023,1699018276667
10702000,10703000,54,632869970,1699018276711
10699000,10700000,74,368018782,1699018276726
10699000,10700000,13,911029402,1699018276834
10763000,10764000,98,513531451,1699018276837
10700000,10701000,24,904114229,1699018276867
10709000,10710000,100,437493175,1699018276869
10702000,10703000,63,419588581,1699018276878
10698000,10699000,47,453786482,1699018276910
10700000,10701000,74,495637316,1699018277004
10703000,10704000,54,771984665,1699018277027
10764000,10765000,98,557896534,1699018277086
10700000,10701000,13,999718150,1699018277097
10710000,10711000,100,435527157,1699018277131
10701000,10702000,24,782858307,1699018277181
10703000,10704000,63,463597571,1699018277189
10699000,10700000,47,697301248,1699018277227
10711000,10712000,100,254503519,1699018277301
10701000,10702000,74,674674255,1699018277331
10765000,10766000,98,774661817,1699018277335
10704000,10705000,54,421492527,1699018277347
10701000,10702000,13,1185455411,1699018277448
10702000,10703000,24,742630897,1699018277493
10704000,10705000,63,535548456,1699018277502
10766000,10767000,98,802323531,1699018277542
10700000,10701000,47,900862836,1699018277545
10712000,10713000,100,467911531,1699018277597
10705000,10706000,54,409401815,1699018277618
10702000,10703000,74,286822384,1699018277663
10702000,10703000,13,677311598,1699018277756
10713000,10714000,100,276604756,1699018277765
10703000,10704000,24,629730897,1699018277803
10705000,10706000,63,293890683,1699018277818
10767000,10768000,98,453846562,1699018277833
10701000,10702000,47,614395051,1699018277867
10706000,10707000,54,693371301,1699018277936
10703000,10704000,74,281130976,1699018277942
10703000,10704000,13,688069069,1699018278064
10714000,10715000,100,389497342,1699018278066
10768000,10769000,98,410765932,1699018278081
10704000,10705000,24,540093956,1699018278099
10706000,10707000,63,324263853,1699018278135
10702000,10703000,47,619119641,1699018278189
10715000,10716000,100,299393143,1699018278241
10707000,10708000,54,343721465,1699018278255
10704000,10705000,74,283310700,1699018278270
10769000,10770000,98,541535415,1699018278371
10707000,10708000,63,475514634,1699018278402
10705000,10706000,24,355283470,1699018278409
10704000,10705000,13,367462643,1699018278414
10770000,10771000,98,342956061,1699018278497
10705000,10706000,74,608221503,1699018278499
10703000,10704000,47,602167270,1699018278503
10716000,10717000,100,319092046,1699018278553
10708000,10709000,54,372074472,1699018278564
10706000,10707000,74,137951230,1699018278687
10708000,10709000,63,216204120,1699018278710
10771000,10772000,98,560209981,1699018278712
10705000,10706000,13,394478530,1699018278720
10706000,10707000,24,253916061,1699018278748
10717000,10718000,100,316083609,1699018278809
10709000,10710000,54,585865991,1699018278822
10704000,10705000,47,378432251,1699018278824
10772000,10773000,98,689435673,1699018278963
10707000,10708000,74,286312729,1699018279014
10709000,10710000,63,260617791,1699018279027
10706000,10707000,13,437810462,1699018279029
10707000,10708000,24,348868204,1699018279057
10705000,10706000,47,644151676,1699018279098
10718000,10719000,100,606462345,1699018279102
10710000,10711000,54,1022525454,1699018279139
10773000,10774000,98,627466574,1699018279210
10708000,10709000,74,314760247,1699018279292
10710000,10711000,63,258175398,1699018279329
10707000,10708000,13,349453667,1699018279336
10719000,10720000,100,303758556,1699018279361
10708000,10709000,24,613960184,1699018279369
10706000,10707000,47,545939739,1699018279423
10711000,10712000,54,478587788,1699018279455
10774000,10775000,98,429268472,1699018279457
10720000,10721000,100,392100946,1699018279529
10709000,10710000,74,307695868,1699018279624
10777000,10778000,98,657782769,1699018279628
10711000,10712000,63,531842607,1699018279634
10708000,10709000,13,556854987,1699018279680
10709000,10710000,24,1032348056,1699018279682
10707000,10708000,47,273687306,1699018279745
10712000,10713000,54,320105720,1699018279759
10721000,10722000,100,430865165,1699018279832
10712000,10713000,63,364998421,1699018279907
10778000,10779000,98,2008009873,1699018279921
10710000,10711000,74,700867060,1699018279954
10709000,10710000,13,468339370,1699018279988
10710000,10711000,24,859033835,1699018279990
10711000,10712000,24,37301786,1699018279991
10779000,10780000,98,623603719,1699018280009
10713000,10714000,54,276244363,1699018280029
10708000,10709000,47,279491984,1699018280067
10722000,10723000,100,526903024,1699018280100
10780000,10781000,98,575639848,1699018280175
10713000,10714000,63,240106853,1699018280218
10711000,10712000,74,464041913,1699018280234
10710000,10711000,13,350453247,1699018280297
10712000,10713000,24,555186124,1699018280345
10714000,10715000,54,317796975,1699018280347
10781000,10782000,98,427717356,1699018280382
10709000,10710000,47,458512089,1699018280387
10723000,10724000,100,401647578,1699018280413
10714000,10715000,63,284700434,1699018280535
10712000,10713000,74,566492151,1699018280558
10711000,10712000,13,308902898,1699018280636
10713000,10714000,24,307106858,1699018280656
