debs$start:INTEGER(64 bits),debs$end:INTEGER(64 bits),debs$sid:INTEGER(64 bits),debs$absolute_v:INTEGER(64 bits),timestamp
10643000,10644000,54,1699538594463,1699538599785
10656000,10657000,98,1699538597664,1699538599829
10643000,10644000,74,1699538595576,1699538599861
10643000,10644000,63,1699538595604,1699538599878
10643000,10644000,47,1699538596657,1699538600928
10643000,10644000,24,1699538596695,1699538600968
10644000,10645000,100,1699538598693,1699538601929
10643000,10644000,13,1699538597663,1699538602987
10657000,10658000,98,1699538599783,1699538603003
10658000,10659000,98,1699538602958,1699538603005
10644000,10645000,54,1699538599726,1699538604010
10659000,10660000,98,1699538602962,1699538604060
10644000,10645000,74,1699538599804,1699538604085
10644000,10645000,63,1699538599835,1699538604110
10644000,10645000,47,1699538600886,1699538605157
10645000,10646000,100,1699538601890,1699538606153
10661000,10662000,98,1699538604013,1699538606175
10644000,10645000,24,1699538600932,1699538606255
10644000,10645000,13,1699538602936,1699538607217
10662000,10663000,98,1699538606119,1699538607232
10645000,10646000,54,1699538603956,1699538608233
10645000,10646000,74,1699538604029,1699538608311
10645000,10646000,63,1699538604069,1699538608340
10665000,10666000,98,1699538607184,1699538609347
10646000,10647000,100,1699538606113,1699538610379
10645000,10646000,47,1699538605117,1699538610438
10645000,10646000,24,1699538606204,1699538610485
10646000,10647000,54,1699538608186,1699538612458
10645000,10646000,13,1699538607175,1699538612506
10666000,10667000,98,1699538609291,1699538612520
10646000,10647000,74,1699538608257,1699538612534
10646000,10647000,63,1699538608301,1699538612569
10667000,10668000,98,1699538612477,1699538613578
10647000,10648000,100,1699538610337,1699538614609
10668000,10669000,98,1699538613537,1699538614635
10646000,10647000,47,1699538610378,1699538614665
10646000,10647000,24,1699538610442,1699538614710
10647000,10648000,54,1699538612412,1699538616681
10646000,10647000,13,1699538612446,1699538616734
10647000,10648000,74,1699538612482,1699538616761
10647000,10648000,63,1699538612531,1699538616798
10648000,10649000,100,1699538614565,1699538618837
10669000,10670000,98,1699538614597,1699538618867
10647000,10648000,47,1699538614612,1699538618891
10647000,10648000,24,1699538614672,1699538619998
10648000,10649000,54,1699538616638,1699538620906
10647000,10648000,13,1699538616688,1699538620966
10648000,10649000,74,1699538616709,1699538620987
10670000,10671000,98,1699538618815,1699538622040
10648000,10649000,63,1699538616761,1699538622085
10649000,10650000,100,1699538618791,1699538623059
10648000,10649000,47,1699538618842,1699538623118
10671000,10672000,98,1699538621998,1699538624155
10648000,10649000,24,1699538619946,1699538624227
10649000,10650000,54,1699538620865,1699538625134
10672000,10673000,98,1699538624098,1699538625211
10649000,10650000,74,1699538620938,1699538625215
10648000,10649000,13,1699538620925,1699538626250
10649000,10650000,63,1699538622027,1699538626314
10650000,10651000,100,1699538623010,1699538627287
10675000,10676000,98,1699538625172,1699538627326
10649000,10650000,47,1699538623074,1699538627346
10676000,10677000,98,1699538627277,1699538628384
10649000,10650000,24,1699538624183,1699538628458
10677000,10678000,98,1699538628335,1699538629441
10650000,10651000,74,1699538625163,1699538629442
10650000,10651000,54,1699538625095,1699538630415
10649000,10650000,13,1699538626195,1699538630482
10650000,10651000,63,1699538626261,1699538630544
10651000,10652000,100,1699538627236,1699538631514
10650000,10651000,47,1699538627304,1699538631566
10678000,10679000,98,1699538629401,1699538632616
10651000,10652000,74,1699538629394,1699538633663
10679000,10680000,98,1699538632564,1699538633673
10650000,10651000,24,1699538628419,1699538633746
10651000,10652000,54,1699538630354,1699538634644
10650000,10651000,13,1699538630437,1699538634709
10651000,10652000,63,1699538630493,1699538634774
10652000,10653000,100,1699538631462,1699538635742
10682000,10683000,98,1699538633625,1699538636845
10651000,10652000,47,1699538631527,1699538636849
10651000,10652000,24,1699538633692,1699538636918
10652000,10653000,74,1699538633615,1699538637891
10652000,10653000,54,1699538634588,1699538638870
10652000,10653000,63,1699538634725,1699538639005
10653000,10654000,100,1699538635685,1699538639966
10651000,10652000,13,1699538634672,1699538639994
10652000,10653000,47,1699538636792,1699538641074
10683000,10684000,98,1699538636793,1699538641076
10652000,10653000,24,1699538636871,1699538641145
10653000,10654000,74,1699538637843,1699538642115
10653000,10654000,54,1699538638819,1699538643098
10654000,10655000,100,1699538639905,1699538643137
10653000,10654000,63,1699538638959,1699538643236
10652000,10653000,13,1699538639946,1699538644225
10653000,10654000,47,1699538641024,1699538645298
10684000,10685000,98,1699538641020,1699538645309
10685000,10686000,98,1699538645249,1699538645311
10654000,10655000,74,1699538642068,1699538646337
10653000,10654000,24,1699538641105,1699538646432
10654000,10655000,54,1699538643052,1699538647325
10655000,10656000,100,1699538643098,1699538647365
10654000,10655000,63,1699538643190,1699538647464
10687000,10688000,98,1699538645259,1699538648482
10653000,10654000,13,1699538644182,1699538649508
10654000,10655000,47,1699538645252,1699538649521
10655000,10656000,74,1699538646290,1699538650567
10654000,10655000,24,1699538646371,1699538650662
10655000,10656000,54,1699538647282,1699538651549
10656000,10657000,100,1699538647324,1699538651591
10655000,10656000,63,1699538647421,1699538651694
10688000,10689000,98,1699538648428,1699538652715
10689000,10690000,98,1699538652657,1699538652717
10654000,10655000,13,1699538649453,1699538653738
10655000,10656000,47,1699538649479,1699538653750
10690000,10691000,98,1699538652659,1699538653772
10656000,10657000,74,1699538650521,1699538654791
10655000,10656000,24,1699538650614,1699538654890
10656000,10657000,54,1699538651508,1699538655775
10657000,10658000,100,1699538651548,1699538655818
10691000,10692000,98,1699538653735,1699538655888
10656000,10657000,63,1699538651652,1699538655925
10655000,10656000,13,1699538653691,1699538657966
10656000,10657000,47,1699538653710,1699538657980
10657000,10658000,74,1699538654746,1699538659022
10694000,10695000,98,1699538655841,1699538659059
10656000,10657000,24,1699538654847,1699538659121
10657000,10658000,54,1699538655736,1699538660002
10658000,10659000,100,1699538655774,1699538660042
10657000,10658000,63,1699538655885,1699538660155
10658000,10659000,74,1699538658976,1699538663248
10656000,10657000,13,1699538657926,1699538663253
10657000,10658000,47,1699538657943,1699538663263
10695000,10696000,98,1699538659018,1699538663290
10659000,10660000,100,1699538659997,1699538664264
10658000,10659000,63,1699538660115,1699538664385
10657000,10658000,24,1699538659084,1699538664401
10658000,10659000,54,1699538659964,1699538665282
10696000,10697000,98,1699538663248,1699538665407
10659000,10660000,54,1699538665226,1699538666337
10697000,10698000,98,1699538665362,1699538666464
10658000,10659000,24,1699538664352,1699538666516
10659000,10660000,74,1699538663203,1699538667476
10657000,10658000,13,1699538663197,1699538667482
10658000,10659000,47,1699538663207,1699538667490
10698000,10699000,98,1699538666419,1699538667522
10660000,10661000,100,1699538664215,1699538668492
10659000,10660000,63,1699538664347,1699538669672
10660000,10661000,54,1699538666287,1699538670561
10699000,10700000,98,1699538667470,1699538670695
10660000,10661000,74,1699538667432,1699538671698
10658000,10659000,13,1699538667438,1699538671710
10659000,10660000,47,1699538667442,1699538671714
10659000,10660000,24,1699538666479,1699538671800
10661000,10662000,100,1699538668442,1699538672718
10660000,10661000,63,1699538669613,1699538673903
10661000,10662000,54,1699538670510,1699538674785
10700000,10701000,98,1699538670646,1699538674927
10661000,10662000,74,1699538671655,1699538675927
10660000,10661000,47,1699538671670,1699538675943
10660000,10661000,24,1699538671749,1699538676030
10662000,10663000,100,1699538672666,1699538676946
10659000,10660000,13,1699538671672,1699538676994
10701000,10702000,98,1699538674875,1699538678100
10661000,10662000,63,1699538673848,1699538678132
10662000,10663000,54,1699538674739,1699538679013
10662000,10663000,74,1699538675884,1699538680147
10661000,10662000,47,1699538675900,1699538680171
10702000,10703000,98,1699538678057,1699538680216
10661000,10662000,24,1699538675986,1699538680262
10663000,10664000,100,1699538676889,1699538681174
10660000,10661000,13,1699538676945,1699538681221
10662000,10663000,63,1699538678080,1699538682362
10663000,10664000,54,1699538678969,1699538683240
10703000,10704000,98,1699538680166,1699538683391
10664000,10665000,100,1699538681111,1699538684345
10663000,10664000,74,1699538680105,1699538684374
10662000,10663000,24,1699538680223,1699538684493
10662000,10663000,47,1699538680132,1699538685454
10661000,10662000,13,1699538681179,1699538686506
10663000,10664000,63,1699538682314,1699538686594
10664000,10665000,54,1699538683198,1699538687466
10704000,10705000,98,1699538683332,1699538687620
10665000,10666000,100,1699538684306,1699538688570
10664000,10665000,74,1699538684333,1699538688601
10705000,10706000,98,1699538687561,1699538688678
10663000,10664000,24,1699538684439,1699538688722
10663000,10664000,47,1699538685394,1699538689678
10662000,10663000,13,1699538686446,1699538690734
10664000,10665000,63,1699538686547,1699538690825
10665000,10666000,54,1699538687426,1699538691689
10666000,10667000,100,1699538688529,1699538692794
10665000,10666000,74,1699538688559,1699538692831
10706000,10707000,98,1699538688624,1699538692903
10664000,10665000,24,1699538688677,1699538692950
10664000,10665000,47,1699538689626,1699538693902
10663000,10664000,13,1699538690687,1699538694964
10665000,10666000,63,1699538690780,1699538695054
10666000,10667000,54,1699538691651,1699538696972
10667000,10668000,100,1699538692752,1699538697017
10666000,10667000,74,1699538692790,1699538697060
10707000,10708000,98,1699538692850,1699538697134
10665000,10666000,47,1699538693855,1699538698128
10665000,10666000,24,1699538692911,1699538698239
10666000,10667000,63,1699538695010,1699538699286
10664000,10665000,13,1699538694925,1699538700251
10708000,10709000,98,1699538697073,1699538700307
10667000,10668000,54,1699538696914,1699538701192
10668000,10669000,100,1699538696972,1699538701243
10667000,10668000,74,1699538697019,1699538701287
10666000,10667000,47,1699538698081,1699538702353
10666000,10667000,24,1699538698182,1699538702469
10709000,10710000,98,1699538700269,1699538703476
10667000,10668000,63,1699538699244,1699538703517
10665000,10666000,13,1699538700196,1699538704481
10668000,10669000,54,1699538701140,1699538705417
10669000,10670000,100,1699538701197,1699538705470
10668000,10669000,74,1699538701247,1699538705517
10710000,10711000,98,1699538703437,1699538705592
10667000,10668000,47,1699538702312,1699538706581
10667000,10668000,24,1699538702424,1699538706698
10668000,10669000,63,1699538703477,1699538707746
10666000,10667000,13,1699538704436,1699538708707
10669000,10670000,54,1699538705370,1699538709641
10670000,10671000,100,1699538705421,1699538709694
10669000,10670000,74,1699538705478,1699538709745
10711000,10712000,98,1699538705553,1699538709823
10668000,10669000,24,1699538706640,1699538710929
10668000,10669000,47,1699538706542,1699538711865
10669000,10670000,63,1699538707707,1699538711977
10670000,10671000,54,1699538709581,1699538713866
10671000,10672000,100,1699538709645,1699538713922
10670000,10671000,74,1699538709707,1699538713973
10667000,10668000,13,1699538708669,1699538713991
10712000,10713000,98,1699538709782,1699538714054
10669000,10670000,24,1699538710882,1699538715150
10669000,10670000,47,1699538711806,1699538716093
10670000,10671000,63,1699538711939,1699538717263
10671000,10672000,54,1699538713811,1699538718091
10672000,10673000,100,1699538713868,1699538718151
10671000,10672000,74,1699538713935,1699538718198
10668000,10669000,13,1699538713941,1699538718222
10713000,10714000,98,1699538714012,1699538718284
10670000,10671000,24,1699538715108,1699538719381
10670000,10671000,47,1699538716042,1699538720315
10671000,10672000,63,1699538717203,1699538721494
10672000,10673000,54,1699538718040,1699538722318
10673000,10674000,100,1699538718094,1699538722380
10714000,10715000,98,1699538718239,1699538722514
10672000,10673000,74,1699538718161,1699538723483
10669000,10670000,13,1699538718179,1699538723507
10671000,10672000,47,1699538720268,1699538724542
10671000,10672000,24,1699538719344,1699538724666
10674000,10675000,100,1699538722318,1699538725551
10672000,10673000,63,1699538721437,1699538725725
10673000,10674000,54,1699538722272,1699538726546
10715000,10716000,98,1699538722467,1699538726744
10673000,10674000,74,1699538723422,1699538727711
10670000,10671000,13,1699538723447,1699538727735
10672000,10673000,47,1699538724498,1699538728770
10672000,10673000,24,1699538724618,1699538728896
10675000,10676000,100,1699538725512,1699538729778
10673000,10674000,63,1699538725671,1699538729953
10674000,10675000,54,1699538726502,1699538730773
10716000,10717000,98,1699538726697,1699538730975
10674000,10675000,74,1699538727651,1699538731935
10671000,10672000,13,1699538727688,1699538731962
10673000,10674000,47,1699538728729,1699538732995
10673000,10674000,24,1699538728853,1699538733125
10676000,10677000,100,1699538729738,1699538734006
10674000,10675000,63,1699538729901,1699538734182
10675000,10676000,54,1699538730732,1699538735001
10717000,10718000,98,1699538730925,1699538735207
10675000,10676000,74,1699538731877,1699538736158
10672000,10673000,13,1699538731922,1699538737249
10677000,10678000,100,1699538733963,1699538738233
10674000,10675000,47,1699538732957,1699538738281
10675000,10676000,63,1699538734134,1699538738409
10674000,10675000,24,1699538733088,1699538738412
10676000,10677000,54,1699538734962,1699538739226
10718000,10719000,98,1699538735152,1699538739435
10676000,10677000,74,1699538736100,1699538740387
10673000,10674000,13,1699538737193,1699538741479
10678000,10679000,100,1699538738189,1699538742459
10675000,10676000,47,1699538738226,1699538742509
10676000,10677000,63,1699538738365,1699538742635
10675000,10676000,24,1699538738361,1699538742641
10719000,10720000,98,1699538739377,1699538743666
10677000,10678000,54,1699538739190,1699538744510
10677000,10678000,74,1699538740331,1699538744611
10674000,10675000,13,1699538741435,1699538745708
10679000,10680000,100,1699538742412,1699538746686
10676000,10677000,47,1699538742461,1699538746736
10720000,10721000,98,1699538743604,1699538746835
10677000,10678000,63,1699538742591,1699538746865
10676000,10677000,24,1699538742597,1699538746869
10678000,10679000,54,1699538744454,1699538747680
10678000,10679000,74,1699538744557,1699538748839
10680000,10681000,100,1699538746639,1699538750914
10677000,10678000,47,1699538746691,1699538750962
10675000,10676000,13,1699538745670,1699538750993
10721000,10722000,98,1699538746790,1699538751067
10678000,10679000,63,1699538746823,1699538751094
10677000,10678000,24,1699538746831,1699538751098
10679000,10680000,54,1699538747638,1699538751909
10679000,10680000,74,1699538748786,1699538753066
10681000,10682000,100,1699538750865,1699538755142
10678000,10679000,47,1699538750919,1699538755185
10676000,10677000,13,1699538750945,1699538755222
10722000,10723000,98,1699538751020,1699538755299
10679000,10680000,63,1699538751053,1699538755325
10678000,10679000,24,1699538751053,1699538755329
10680000,10681000,54,1699538751869,1699538756134
10680000,10681000,74,1699538753015,1699538757295
10682000,10683000,100,1699538755088,1699538759370
10723000,10724000,98,1699538755250,1699538759531
10680000,10681000,63,1699538755286,1699538759553
10679000,10680000,47,1699538755146,1699538760470
10677000,10678000,13,1699538755180,1699538760506
10679000,10680000,24,1699538755289,1699538760609
10681000,10682000,54,1699538756096,1699538761418
10681000,10682000,74,1699538757244,1699538761523
10683000,10684000,100,1699538759310,1699538763597
10724000,10725000,98,1699538759477,1699538763761
10684000,10685000,100,1699538763536,1699538764654
10680000,10681000,47,1699538760409,1699538764696
10678000,10679000,13,1699538760446,1699538764734
10680000,10681000,24,1699538760553,1699538764838
10681000,10682000,63,1699538759516,1699538764842
10682000,10683000,54,1699538761359,1699538765644
10682000,10683000,74,1699538761473,1699538765750
10685000,10686000,100,1699538764606,1699538766767
10725000,10726000,98,1699538763705,1699538767992
10681000,10682000,47,1699538764642,1699538768922
10679000,10680000,13,1699538764688,1699538768961
10681000,10682000,24,1699538764792,1699538769069
10682000,10683000,63,1699538764782,1699538769073
10683000,10684000,54,1699538765591,1699538769863
10683000,10684000,74,1699538765700,1699538769979
10686000,10687000,100,1699538766710,1699538770995
10726000,10727000,98,1699538767933,1699538771167
10682000,10683000,47,1699538768875,1699538773150
10727000,10728000,98,1699538771121,1699538773283
10683000,10684000,63,1699538769015,1699538773303
10684000,10685000,54,1699538769817,1699538774089
10687000,10688000,100,1699538770933,1699538774166
10684000,10685000,74,1699538769931,1699538774206
10680000,10681000,13,1699538768922,1699538774246
10682000,10683000,24,1699538769028,1699538774354
10683000,10684000,47,1699538773105,1699538777378
10728000,10729000,98,1699538773246,1699538777515
10684000,10685000,63,1699538773250,1699538777533
10685000,10686000,54,1699538774045,1699538778317
10688000,10689000,100,1699538774127,1699538778394
10685000,10686000,74,1699538774159,1699538778434
10681000,10682000,13,1699538774193,1699538778474
10683000,10684000,24,1699538774295,1699538778585
10684000,10685000,47,1699538777336,1699538781601
10729000,10730000,98,1699538777476,1699538781748
10685000,10686000,63,1699538777483,1699538781764
10686000,10687000,54,1699538778274,1699538782545
10689000,10690000,100,1699538778353,1699538782621
10686000,10687000,74,1699538778387,1699538782662
10682000,10683000,13,1699538778430,1699538782698
10684000,10685000,24,1699538778538,1699538782808
10730000,10731000,98,1699538781707,1699538785975
10686000,10687000,63,1699538781717,1699538785992
10687000,10688000,54,1699538782505,1699538786773
10690000,10691000,100,1699538782579,1699538786850
10685000,10686000,47,1699538781563,1699538786886
10687000,10688000,74,1699538782616,1699538786887
10685000,10686000,24,1699538782766,1699538787038
10683000,10684000,13,1699538782660,1699538787985
10731000,10732000,98,1699538785933,1699538790204
10687000,10688000,63,1699538785947,1699538790222
10691000,10692000,100,1699538786806,1699538791075
10686000,10687000,47,1699538786828,1699538791108
10688000,10689000,74,1699538786841,1699538791116
10688000,10689000,54,1699538786735,1699538792060
10684000,10685000,13,1699538787935,1699538792214
10686000,10687000,24,1699538787002,1699538792322
10732000,10733000,98,1699538790160,1699538794435
10688000,10689000,63,1699538790178,1699538794453
10689000,10690000,54,1699538792000,1699538795230
10692000,10693000,100,1699538791029,1699538795302
10687000,10688000,47,1699538791056,1699538795334
10689000,10690000,74,1699538791069,1699538795343
10687000,10688000,24,1699538792273,1699538796550
10690000,10691000,54,1699538795185,1699538797341
10685000,10686000,13,1699538792172,1699538797500
10733000,10734000,98,1699538794389,1699538797608
10689000,10690000,63,1699538794410,1699538798685
10693000,10694000,100,1699538795254,1699538799531
10688000,10689000,47,1699538795288,1699538799561
10690000,10691000,74,1699538795298,1699538799570
10688000,10689000,24,1699538796507,1699538800781
10691000,10692000,54,1699538797300,1699538801565
10686000,10687000,13,1699538797439,1699538801727
10734000,10735000,98,1699538797569,1699538801839
10735000,10736000,98,1699538801796,1699538801841
10690000,10691000,63,1699538798643,1699538802913
10694000,10695000,100,1699538799482,1699538803759
10689000,10690000,47,1699538799518,1699538803788
10691000,10692000,74,1699538799526,1699538803797
10736000,10737000,98,1699538801802,1699538805005
10692000,10693000,54,1699538801526,1699538805793
10687000,10688000,13,1699538801680,1699538805951
10737000,10738000,98,1699538804955,1699538806063
10689000,10690000,24,1699538800742,1699538806065
10691000,10692000,63,1699538802873,1699538807138
10695000,10696000,100,1699538803705,1699538807989
10690000,10691000,47,1699538803748,1699538808014
10692000,10693000,74,1699538803753,1699538808026
10738000,10739000,98,1699538806022,1699538808179
10690000,10691000,24,1699538806011,1699538810293
10693000,10694000,54,1699538805756,1699538811073
10688000,10689000,13,1699538805912,1699538811239
10739000,10740000,98,1699538808118,1699538811352
10696000,10697000,100,1699538807930,1699538812218
10693000,10694000,74,1699538807983,1699538812251
10692000,10693000,63,1699538807099,1699538812425
10691000,10692000,47,1699538807976,1699538813301
10691000,10692000,24,1699538810248,1699538814522
10694000,10695000,54,1699538811018,1699538815301
10697000,10698000,100,1699538812157,1699538815389
10689000,10690000,13,1699538811184,1699538815465
10740000,10741000,98,1699538811314,1699538815583
10694000,10695000,74,1699538812208,1699538816479
10693000,10694000,63,1699538812362,1699538816655
10692000,10693000,47,1699538813244,1699538817524
10695000,10696000,54,1699538815250,1699538819529
10698000,10699000,100,1699538815350,1699538819614
10690000,10691000,13,1699538815421,1699538819693
10692000,10693000,24,1699538814482,1699538819806
10741000,10742000,98,1699538815544,1699538819812
10695000,10696000,74,1699538816436,1699538820707
10694000,10695000,63,1699538816597,1699538820886
10693000,10694000,47,1699538817472,1699538821752
10742000,10743000,98,1699538819762,1699538821928
10743000,10744000,98,1699538821884,1699538822987
10696000,10697000,54,1699538819482,1699538823757
10699000,10700000,100,1699538819573,1699538823842
10693000,10694000,24,1699538819751,1699538824034
10745000,10746000,98,1699538822939,1699538824044
10700000,10701000,100,1699538823799,1699538824898
10696000,10697000,74,1699538820664,1699538824935
10691000,10692000,13,1699538819655,1699538824974
10695000,10696000,63,1699538820832,1699538825117
10694000,10695000,47,1699538821704,1699538825979
10697000,10698000,54,1699538823713,1699538827985
10694000,10695000,24,1699538823988,1699538828259
10746000,10747000,98,1699538823992,1699538828274
10701000,10702000,100,1699538824858,1699538829123
10697000,10698000,74,1699538824893,1699538829157
10692000,10693000,13,1699538824926,1699538829201
10748000,10749000,98,1699538828217,1699538829331
10696000,10697000,63,1699538825065,1699538829348
10695000,10696000,47,1699538825936,1699538830209
10750000,10751000,98,1699538829291,1699538830389
10751000,10752000,98,1699538830346,1699538830391
10752000,10753000,98,1699538830349,1699538831447
10698000,10699000,54,1699538827943,1699538832209
10702000,10703000,100,1699538829075,1699538833350
10698000,10699000,74,1699538829115,1699538833384
10695000,10696000,24,1699538828218,1699538833545
10753000,10754000,98,1699538831403,1699538833562
10697000,10698000,63,1699538829299,1699538833578
10693000,10694000,13,1699538829159,1699538834489
10696000,10697000,47,1699538830169,1699538835494
10699000,10700000,54,1699538832168,1699538836432
10703000,10704000,100,1699538833301,1699538837574
10699000,10700000,74,1699538833343,1699538837613
10696000,10697000,24,1699538833488,1699538837774
10754000,10755000,98,1699538833516,1699538837791
10698000,10699000,63,1699538833532,1699538837809
10694000,10695000,13,1699538834428,1699538838718
10704000,10705000,100,1699538837521,1699538839689
10697000,10698000,47,1699538835433,1699538839718
10755000,10756000,98,1699538837743,1699538840963
10700000,10701000,54,1699538836395,1699538841717
10700000,10701000,74,1699538837573,1699538841841
10697000,10698000,24,1699538837727,1699538842002
10699000,10700000,63,1699538837765,1699538842040
10695000,10696000,13,1699538838672,1699538842947
10705000,10706000,100,1699538839642,1699538843918
10698000,10699000,47,1699538839664,1699538843946
10756000,10757000,98,1699538840925,1699538844136
10701000,10702000,54,1699538841659,1699538845945
10701000,10702000,74,1699538841802,1699538846067
10698000,10699000,24,1699538841960,1699538846230
10700000,10701000,63,1699538841997,1699538846270
10706000,10707000,100,1699538843869,1699538848144
10699000,10700000,47,1699538843898,1699538848173
10696000,10697000,13,1699538842907,1699538848234
10757000,10758000,98,1699538844093,1699538848367
10702000,10703000,54,1699538845892,1699538850173
10702000,10703000,74,1699538846028,1699538850293
10701000,10702000,63,1699538846229,1699538850502
10707000,10708000,100,1699538848091,1699538851318
10699000,10700000,24,1699538846193,1699538851514
10700000,10701000,47,1699538848128,1699538852402
10697000,10698000,13,1699538848181,1699538852461
10758000,10759000,98,1699538848323,1699538852595
10703000,10704000,54,1699538850126,1699538854397
10708000,10709000,100,1699538851257,1699538854486
10703000,10704000,74,1699538850255,1699538854519
10702000,10703000,63,1699538850462,1699538854733
10700000,10701000,24,1699538851465,1699538855742
10701000,10702000,47,1699538852360,1699538856630
10698000,10699000,13,1699538852417,1699538856689
10759000,10760000,98,1699538852549,1699538856824
10704000,10705000,54,1699538854353,1699538858621
10709000,10710000,100,1699538854445,1699538858715
10703000,10704000,63,1699538854694,1699538858965
10704000,10705000,74,1699538854481,1699538859805
10699000,10700000,13,1699538856651,1699538859858
10701000,10702000,24,1699538855699,1699538859971
10760000,10761000,98,1699538856777,1699538859997
10702000,10703000,47,1699538856591,1699538861910
10705000,10706000,74,1699538859742,1699538861918
10705000,10706000,54,1699538858578,1699538862846
10710000,10711000,100,1699538858672,1699538862942
10761000,10762000,98,1699538859938,1699538863170
10700000,10701000,13,1699538859816,1699538864088
10704000,10705000,63,1699538858928,1699538864250
10711000,10712000,100,1699538862898,1699538865054
10706000,10707000,74,1699538861874,1699538865087
10702000,10703000,24,1699538859934,1699538865258
10703000,10704000,47,1699538861852,1699538866134
10762000,10763000,98,1699538863120,1699538866342
10706000,10707000,54,1699538862805,1699538867070
10701000,10702000,13,1699538864038,1699538868317
10705000,10706000,63,1699538864191,1699538868482
10712000,10713000,100,1699538865015,1699538869278
10707000,10708000,74,1699538865034,1699538869314
10703000,10704000,24,1699538865207,1699538869489
10704000,10705000,47,1699538866083,1699538870359
10763000,10764000,98,1699538866295,1699538870572
10707000,10708000,54,1699538867031,1699538872350
10713000,10714000,100,1699538869237,1699538872450
10706000,10707000,63,1699538868428,1699538872715
10708000,10709000,74,1699538869263,1699538873542
10702000,10703000,13,1699538868275,1699538873602
10704000,10705000,24,1699538869445,1699538873716
10764000,10765000,98,1699538870525,1699538873744
10705000,10706000,47,1699538870312,1699538874586
10708000,10709000,54,1699538872291,1699538876577
10714000,10715000,100,1699538872406,1699538876677
10707000,10708000,63,1699538872663,1699538876942
